Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,26105,300,874.25,880,999,858.25,986.75,112.5,12.87
ABANS FINANCE PLC,AFSL.N0000,820,7,71.8,72,72,70,71.3,-0.5,-0.7
ACCESS ENGINEERING PLC,AEL.N0000,3131868,672,58.1,58,58,56.8,57,-1.1,-1.89
ACL CABLES PLC,ACL.N0000,167413,122,191,193,195,191.25,192.25,1.25,0.65
ACL PLASTICS PLC,APLA.N0000,1436,60,986.25,998,1007,985,990.5,4.25,0.43
ACME PRINTING & PACKAGING PLC,ACME.N0000,27121,19,5.3,5.3,5.3,5.1,5.1,-0.2,-3.77
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,108609,43,60,59.3,60.3,59.3,60,0,0
Agarapatana Plantations PLC,AGPL.N0000,408492,136,22,22.1,23,21.8,22.5,0.5,2.27
AGSTAR PLC,AGST.N0000,503825,101,8.2,8.3,8.5,8.2,8.3,0.1,1.22
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,602627,267,87.4,88,91.9,87.8,89.9,2.5,2.86
AITKEN SPENCE PLC,SPEN.N0000,35953,60,150.25,150.25,152,150.25,151,0.75,0.5
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,30912,159,367,365,372,360,364.75,-2.25,-0.61
ALPHA FIRE SERVICES PLC,AFS.N0000,70229,66,27.1,28,28,27.4,27.5,0.4,1.48
ALUMEX PLC,ALUM.N0000,1297473,274,17.8,18,18.4,17.6,17.8,0,0
AMANA BANK PLC,ABL.N0000,1295084,373,29,29,29.3,27.6,28.2,-0.8,-2.76
AMANA TAKAFUL LIFE PLC,ATLL.N0000,55789,223,51.8,58,64.7,56,63.5,11.7,22.59
AMANA TAKAFUL PLC,ATL.N0000,1554576,337,22.3,22.6,24.5,22.2,24.2,1.9,8.52
AMBEON CAPITAL PLC,TAP.N0000,3637852,494,29.5,29.3,31.1,29,31,1.5,5.08
AMBEON HOLDINGS PLC,GREG.N0000,149134,142,107.5,106.25,115,104.5,114.75,7.25,6.74
ARPICO INSURANCE PLC,AINS.N0000,88,5,37.5,37,37.5,37,37.5,0,0
ASIA ASSET FINANCE PLC,AAF.N0000,313300,115,48,48.4,49,47,47.5,-0.5,-1.04
ASIA CAPITAL PLC,ACAP.N0000,230246,100,4.7,4.9,5,4.3,4.7,0,0
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,505844,64,7,7.1,7.1,6.8,7,0,0
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,146266,41,65.3,65.3,66,64.9,64.9,-0.4,-0.61
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,101413,31,35.9,36,36.4,36,36,0.1,0.28
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,31052,25,13.6,13.1,13.7,13.1,13.6,0,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,457412,224,97.9,98.5,99.9,94,97.5,-0.4,-0.41
B P P L HOLDINGS PLC,BPPL.N0000,45227,21,18.9,18.7,19,18.7,18.9,0,0
BAIRAHA FARMS PLC,BFL.N0000,9922,59,214,215.75,215.75,208.5,210,-4,-1.87
BALANGODA PLANTATIONS PLC,BALA.N0000,47196,51,91.1,91,92.5,89.5,89.9,-1.2,-1.32
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,6296,18,22.6,23,23,20.5,21.8,-0.8,-3.54
BERUWALA RESORTS PLC,BERU.N0000,8632433,409,4,4.1,4.4,4,4.1,0.1,2.5
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,375542,838,91.9,81.9,83.8,77,81.2,-10.7,-11.64
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,67443,31,80,80,81,79.9,80.9,0.9,1.13
BROWN & COMPANY PLC,BRWN.N0000,61788,140,181.5,181.5,182,179.75,180.75,-0.75,-0.41
BROWNS BEACH HOTELS PLC,BBH.N0000,47501,37,23.7,22.5,24,22.4,23.9,0.2,0.84
BROWNS INVESTMENTS PLC,BIL.N0000,11001280,604,7.5,7.6,7.6,7.4,7.5,0,0
BUKIT DARAH PLC,BUKI.N0000,2807,26,948.25,952,952,944,951.75,3.5,0.37
C I C HOLDINGS PLC,CIC.X0000,354256,156,104.25,104.75,107.25,104,106.25,2,1.92
C I C HOLDINGS PLC,CIC.N0000,562721,150,135.25,135,137.75,134.75,135.75,0.5,0.37
C M HOLDINGS PLC,COLO.N0000,1568,25,371.5,380.5,380.5,370.5,380.5,9,2.42
C T HOLDINGS PLC,CTHR.N0000,794,11,715,715,715,685,685,-30,-4.2
C T LAND DEVELOPMENT PLC,CTLD.N0000,9995,14,33,33.7,33.9,33,33.6,0.6,1.82
C. W. MACKIE PLC,CWM.N0000,4210,47,120.25,121,121,119.75,120.75,0.5,0.42
CABLE SOLUTIONS PLC,CSLK.N0000,268251,66,15.4,15.5,15.5,15.1,15.3,-0.1,-0.65
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,6107,21,15.1,16.4,17,15.9,16,0.9,5.96
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,1403,7,13.5,13.6,13.8,13.5,13.6,0.1,0.74
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,331237,117,19.4,19.4,19.6,18.8,19.2,-0.2,-1.03
CAPITAL ALLIANCE PLC,CALT.N0000,172789,243,60.3,60.5,60.7,59,60.4,0.1,0.17
CARGILLS (CEYLON) PLC,CARG.N0000,410,24,717.75,700,718.75,696,700,-17.75,-2.47
CARGILLS BANK PLC,CBNK.N0000,335406,100,9.4,9.3,9.5,9.3,9.4,0,0
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,6443,25,153.5,153,153,145,145.5,-8,-5.21
CARSON CUMBERBATCH PLC,CARS.N0000,3267,38,846.75,849,849,800,839.25,-7.5,-0.89
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,281056,214,289,289,293,287,288.25,-0.75,-0.26
CENTRAL INDUSTRIES PLC,CIND.N0000,21306,67,170.5,173,173,170,171.75,1.25,0.73
CEYLINCO HOLDINGS PLC,CINS.N0000,45,6,3199.5,3100.25,3300,3100,3199.5,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,1863,12,1688.5,1696,1699,1650,1674.25,-14.25,-0.84
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,105,16,2849.5,2701,2839.5,2687.25,2716,-133.5,-4.69
CEYLON COLD STORES PLC,CCS.N0000,303052,184,109.25,110,110,108.5,109,-0.25,-0.23
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,26169,106,334.75,335,337,324.75,326.75,-8,-2.39
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,7424,44,228.5,231,234,230,231,2.5,1.09
CEYLON HOSPITALS PLC,CHL.X0000,160,2,154.5,145,153,145,145,-9.5,-6.15
CEYLON HOSPITALS PLC,CHL.N0000,757,11,179,179.5,179.75,172.75,173.25,-5.75,-3.21
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,19345029,1181,28.3,28.5,33,26,32.6,4.3,15.19
CEYLON INVESTMENT PLC,CINV.N0000,85525,104,119.75,118.5,120,118.25,118.25,-1.5,-1.25
CEYLON LAND & EQUITY PLC,KZOO.N0000,288823,72,11.2,11.2,11.3,10.6,10.9,-0.3,-2.68
CEYLON TEA BROKERS PLC,CTBL.N0000,220904,44,7.1,7.1,7.3,7.1,7.1,0,0
CEYLON TOBACCO COMPANY PLC,CTC.N0000,2737,82,1639,1620,1620,1600,1615.25,-23.75,-1.45
CHEMANEX PLC,CHMX.N0000,30041,26,163,161.5,165,158,165,2,1.23
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,14523,90,180.75,184,184,180,181.75,1,0.55
CHRISSWORLD PLC,CWL.N0000,179688,176,10.8,11,12.4,11,11.6,0.8,7.41
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,11768,98,305.5,307,309,300,300.75,-4.75,-1.55
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,57210,22,389,389,397.75,374,387,-2,-0.51
CITRUS LEISURE PLC,REEF.N0000,358230,72,4.1,4.1,4.2,4,4,-0.1,-2.44
Co-operative Insurance Company PLC,COOP.N0000,11469939,271,4.6,4.7,5.1,4.6,4.9,0.3,6.52
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,64053,89,102.5,102,108,102,107.25,4.75,4.63
COLOMBO DOCKYARD PLC,DOCK.N0000,53251,75,101.25,102,103,100.5,101.5,0.25,0.25
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,5396,20,290.5,308.75,308.75,296,300,9.5,3.27
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,1354,27,358.75,359,359,343.25,345,-13.75,-3.83
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,57292,30,31.5,31.9,31.9,31,31,-0.5,-1.59
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,1215714,457,197.75,197.75,199.25,194,197.5,-0.25,-0.13
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,166158,249,172.25,172.25,172.5,169,170.5,-1.75,-1.02
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,389219,358,136.25,135.25,138.5,133.5,136.75,0.5,0.37
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,521,13,229,234,234,226.75,230,1,0.44
CONVENIENCE FOODS LANKA PLC,SOY.N0000,1227,31,1906.75,1975,1998.75,1931,1931.5,24.75,1.3
DANKOTUWA PORCELAIN PLC,DPL.N0000,29841,27,22,22,22,21.8,21.9,-0.1,-0.45
DFCC BANK PLC,DFCC.N0000,211514,407,168.75,169,169,164,165.75,-3,-1.78
DIALOG AXIATA PLC,DIAL.N0000,3411965,668,22.1,22.5,25,22.1,23.5,1.4,6.33
DIALOG FINANCE PLC,CALF.N0000,4579,27,71.3,71.4,72.5,69.5,70.1,-1.2,-1.68
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,108,19,1295.75,1295,1300,1231,1263.5,-32.25,-2.49
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,2313842,265,118,118,118.75,116.25,118,0,0
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,225,3,1160,1150,1150,1150,1150,-10,-0.86
DIPPED PRODUCTS PLC,DIPD.N0000,624782,149,59.6,59.5,60.3,59.3,60,0.4,0.67
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,221811,73,45.6,45.6,46.1,45.6,46,0.4,0.88
DOLPHIN HOTELS PLC,STAF.N0000,1222426,647,61.1,64,67,62.1,63.9,2.8,4.58
E - CHANNELLING PLC,ECL.N0000,212665,49,13,13.3,13.5,12.9,13,0,0
E B CREASY & COMPANY PLC,EBCR.N0000,54048,74,63.1,63.3,63.3,61,62.4,-0.7,-1.11
E M L CONSULTANTS PLC,EML.N0000,76075,48,4.1,4.1,4.3,4,4.2,0.1,2.44
EAST WEST PROPERTIES PLC,EAST.N0000,481765,304,57.7,58.5,58.5,55.5,56.1,-1.6,-2.77
EASTERN MERCHANTS PLC,EMER.N0000,16349,9,8.9,9.2,9.2,9,9.1,0.2,2.25
EDEN HOTEL LANKA PLC,EDEN.N0000,944874,166,14.2,14.4,14.9,14.2,14.5,0.3,2.11
ELPITIYA PLANTATIONS PLC,ELPL.N0000,12326,42,170.5,166.25,169.75,166.25,169,-1.5,-0.88
EQUITY TWO PLC,ETWO.N0000,13008,21,48.5,50,50,48.1,48.4,-0.1,-0.21
Ex-pack Corrugated Cartons PLC,PACK.N0000,318780,75,15,15.1,15.1,14.7,14.8,-0.2,-1.33
EXTERMINATORS PLC,EXT.N0000,137026,30,5.6,5.9,5.9,5.5,5.6,0,0
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,1538227,548,50.7,50.9,51.6,49.5,51.4,0.7,1.38
First Capital Treasuries PLC,FCT.N0000,362982,211,28.8,28.8,29.3,28.6,29.2,0.4,1.39
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,71146,49,19.7,19.9,20,19.3,19.7,0,0
GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,150601,178,84.5,84,85,80,82.6,-1.9,-2.25
GESTETNER OF CEYLON PLC,GEST.N0000,4178,20,206.75,201.5,205,200,202,-4.75,-2.3
GREENTECH ENERGY PLC,MEL.N0000,11728223,801,3,3,3.7,3,3.7,0.7,23.33
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,21154,20,51,51,51,50.4,51,0,0
HARISCHANDRA MILLS PLC,HARI.N0000,1138,28,3892.75,3993,4200,3800,4002.5,109.75,2.82
HATTON NATIONAL BANK PLC,HNB.X0000,1020848,287,317.25,319.75,319.75,315.75,316,-1.25,-0.39
HATTON NATIONAL BANK PLC,HNB.N0000,3911128,430,406,408,408,404,404.5,-1.5,-0.37
HATTON PLANTATIONS PLC,HPL.N0000,29006,32,27.9,28.8,29,28.5,28.6,0.7,2.51
HAYCARB PLC,HAYC.N0000,65761,80,90,91,91.2,90,90.9,0.9,1
HAYLEYS FABRIC PLC,MGT.N0000,126514,139,44.2,44.2,44.2,43.7,43.9,-0.3,-0.68
HAYLEYS FIBRE PLC,HEXP.N0000,31656,113,64,63.8,69,63.8,64.3,0.3,0.47
HAYLEYS LEISURE PLC,CONN.N0000,136112,68,31.8,32.9,33.3,32,33,1.2,3.77
HAYLEYS PLC,HAYL.N0000,120696,124,179,179.75,180,177.75,179.75,0.75,0.42
HELA APPAREL HOLDINGS PLC,HELA.N0000,1279384,134,3.4,3.4,3.5,3.3,3.4,0,0
HEMAS HOLDINGS PLC,HHL.N0000,3497700,396,29.7,29.9,30.4,29.7,30,0.3,1.01
HIKKADUWA BEACH RESORT PLC,CITH.N0000,641681,60,3.4,3.5,3.5,3.4,3.5,0.1,2.94
HNB ASSURANCE PLC,HASU.N0000,49712,51,100.75,101,103,101,102.75,2,1.99
HNB FINANCE PLC,HNBF.N0000,14769425,1210,9.1,9.2,9.5,8.9,9,-0.1,-1.1
HNB FINANCE PLC,HNBF.X0000,839172,298,10.4,10.4,12.9,10,11.5,1.1,10.58
HORANA PLANTATIONS PLC,HOPL.N0000,2615,12,60,61.4,61.4,59.9,60,0,0
HOTEL SIGIRIYA PLC,HSIG.N0000,541689,542,87,87.8,99.9,87,94,7,8.05
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,87832,79,47.8,48.3,48.9,46,46.3,-1.5,-3.14
hSenid Business Solutions PLC,HBS.N0000,59889,39,11.8,12,12,11.8,11.9,0.1,0.85
HUNAS HOLDINGS PLC,HUNA.N0000,231370,190,20.8,21,22,20.7,21.2,0.4,1.92
HUNTER & COMPANY PLC,HUNT.N0000,1050,8,806,800.25,839.5,800,800.25,-5.75,-0.71
HVA FOODS PLC,HVA.N0000,312599,62,3.3,3.3,3.5,3.3,3.3,0,0
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,7249360,125,0.4,0.5,0.5,0.3,0.4,0,0
JANASHAKTHI FINANCE PLC,BFN.N0000,68960,84,52.2,53,53.8,48.5,51.4,-0.8,-1.53
JANASHAKTHI INSURANCE PLC,JINS.N0000,129346,281,90,90,90,87.5,88.4,-1.6,-1.78
JAT HOLDINGS PLC,JAT.N0000,598515,258,36.5,36.5,37,35.9,36.9,0.4,1.1
JETWING SYMPHONY PLC,JETS.N0000,2487796,399,16.9,17.1,17.3,16.6,16.9,0,0
JOHN KEELLS HOLDINGS PLC,JKH.N0000,6643869,607,23.7,23.8,23.9,23.7,23.8,0.1,0.42
JOHN KEELLS HOTELS PLC,KHL.N0000,3030047,433,21.8,21.9,22.4,21.9,22.3,0.5,2.29
JOHN KEELLS PLC,JKL.N0000,574,10,83.6,83.9,83.9,83.7,83.9,0.3,0.36
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,1490,4,23.1,23,23,22.8,22.8,-0.3,-1.3
KAPRUKA HOLDINGS PLC,KPHL.N0000,81909,45,7.9,8,8.5,8,8,0.1,1.27
KEGALLE PLANTATIONS PLC,KGAL.N0000,24308,26,133,134,137.5,134,137,4,3.01
KELANI CABLES PLC,KCAB.N0000,1697,24,790.75,785,785,763,770,-20.75,-2.62
KELANI TYRES PLC,TYRE.N0000,76839,244,104.75,105,105,104,105,0.25,0.24
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,26711,78,95.1,95.1,97,94,94.6,-0.5,-0.53
KERNER HAUS GLOBAL SOLUTIONS PLC,CPRT.N0000,3922,71,360.75,360.75,445,360.75,421.5,60.75,16.84
KOTAGALA PLANTATIONS PLC,KOTA.N0000,954077,214,9.1,9,9.2,8.9,9,-0.1,-1.1
KOTMALE HOLDINGS PLC,LAMB.N0000,48,3,650,654,654,615,650,0,0
L O L C HOLDINGS PLC,LOLC.N0000,116327,328,555.5,557.75,561.75,554.75,555,-0.5,-0.09
L V L ENERGY FUND PLC,LVEF.N0000,11523353,813,10.5,10.5,10.6,10,10.4,-0.1,-0.95
