Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2262,81,918.75,918.75,940,825,909.5,-9.25,-1.01
ABANS FINANCE PLC,AFSL.N0000,553,13,72.1,72.1,72.5,69.8,72.5,0.4,0.55
ACCESS ENGINEERING PLC,AEL.N0000,1529785,640,57.9,58.9,61.6,58.9,60.5,2.6,4.49
ACL CABLES PLC,ACL.N0000,279855,85,191,191,191.5,189.5,190.25,-0.75,-0.39
ACL PLASTICS PLC,APLA.N0000,1626,19,986.25,999,999,975.5,980,-6.25,-0.63
ACME PRINTING & PACKAGING PLC,ACME.N0000,1702552,285,5.5,5.7,6.3,5.7,6.2,0.7,12.73
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,25050,36,60.7,61.9,61.9,60.2,61.2,0.5,0.82
Agarapatana Plantations PLC,AGPL.N0000,40454,73,22.2,22.2,22.8,22.2,22.5,0.3,1.35
AGSTAR PLC,AGST.N0000,6755568,471,8.3,8.2,9,8.2,8.8,0.5,6.02
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,61033,69,87.3,87.5,88,87,87.3,0,0
AITKEN SPENCE PLC,SPEN.N0000,35433,44,150,150,151,149,149.25,-0.75,-0.5
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,5654,33,371.25,370,371,365.25,370,-1.25,-0.34
ALPHA FIRE SERVICES PLC,AFS.N0000,149007,134,30.7,31,31.8,29.8,30.1,-0.6,-1.95
ALUMEX PLC,ALUM.N0000,7948107,847,17.9,18.2,19.3,17.9,19,1.1,6.15
AMANA BANK PLC,ABL.N0000,237896,87,27.8,27.8,27.9,27.5,27.6,-0.2,-0.72
AMANA TAKAFUL LIFE PLC,ATLL.N0000,3581,25,56.5,55,57.4,55,55.3,-1.2,-2.12
AMANA TAKAFUL PLC,ATL.N0000,71688,46,24.5,24.9,24.9,24,24.1,-0.4,-1.63
AMBEON CAPITAL PLC,TAP.N0000,3984638,401,30.5,31,32.1,30.2,31.9,1.4,4.59
AMBEON HOLDINGS PLC,GREG.N0000,26384,35,115.75,117,119.75,117,118.5,2.75,2.38
ARPICO INSURANCE PLC,AINS.N0000,43567,35,37.8,37.4,39,37.3,39,1.2,3.17
ASIA ASSET FINANCE PLC,AAF.N0000,67120,57,48,47.7,49,47.5,48.8,0.8,1.67
ASIA CAPITAL PLC,ACAP.N0000,52681,34,4.4,4.4,4.6,4.4,4.6,0.2,4.55
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,39625340,1401,7.5,8.1,9,8.1,8.5,1,13.33
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,156716,52,65,65.1,66.3,63,66,1,1.54
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,8425,25,36,36,36,35,36,0,0
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,24364,49,13.3,13.3,13.7,13.1,13.5,0.2,1.5
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,351557,298,95.3,96,96,91.6,93.2,-2.1,-2.2
B P P L HOLDINGS PLC,BPPL.N0000,115078,33,18.9,18.7,19.2,18.6,19,0.1,0.53
BAIRAHA FARMS PLC,BFL.N0000,21971,46,211.25,214,214,209.5,210,-1.25,-0.59
BALANGODA PLANTATIONS PLC,BALA.N0000,15375,47,95.5,95.7,95.9,93.6,93.6,-1.9,-1.99
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,2548,14,22.8,21.8,23.1,21.8,22.8,0,0
BERUWALA RESORTS PLC,BERU.N0000,3385706,159,4,4.1,4.2,3.9,4,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,75051,213,78.1,77.9,83,77.7,80.2,2.1,2.69
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,37563,57,83,83.7,87.5,83.7,87.3,4.3,5.18
BROWN & COMPANY PLC,BRWN.N0000,13720,95,180.75,182,184,180,180.75,0,0
BROWNS BEACH HOTELS PLC,BBH.N0000,10222,26,23.1,23.6,23.9,22.8,23.9,0.8,3.46
BROWNS INVESTMENTS PLC,BIL.N0000,5165188,388,7.4,7.4,7.6,7.4,7.4,0,0
BUKIT DARAH PLC,BUKI.N0000,3486,42,883.5,937.5,946,900,910,26.5,3
C I C HOLDINGS PLC,CIC.X0000,211293,144,106.25,106,108.25,106,108,1.75,1.65
C I C HOLDINGS PLC,CIC.N0000,56804,68,135.75,136,138.75,135.5,138,2.25,1.66
C M HOLDINGS PLC,COLO.N0000,367875,53,378.25,376,407.75,375.75,400,21.75,5.75
C T HOLDINGS PLC,CTHR.N0000,322068,10,700.5,713.75,713.75,699,702,1.5,0.21
C T LAND DEVELOPMENT PLC,CTLD.N0000,7265,13,32.8,33,33.7,33,33.6,0.8,2.44
C. W. MACKIE PLC,CWM.N0000,8168,19,121,125,125,121.75,124,3,2.48
CABLE SOLUTIONS PLC,CSLK.N0000,1704748,351,15.5,16,16.5,15.8,15.9,0.4,2.58
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,522,6,15.2,16.4,16.4,16.2,16.3,1.1,7.24
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,205,2,13.6,14,14,14,14,0.4,2.94
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,1490877,202,19.2,19.3,19.3,18.8,18.9,-0.3,-1.56
CAPITAL ALLIANCE PLC,CALT.N0000,251785,271,63.9,64.1,64.5,62.5,63.5,-0.4,-0.63
CARGILLS (CEYLON) PLC,CARG.N0000,26875,68,705.5,710,721.5,710,720,14.5,2.06
CARGILLS BANK PLC,CBNK.N0000,711247,114,9.3,9.5,9.5,9.3,9.4,0.1,1.08
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,27205,49,150,153.5,156,150,155.5,5.5,3.67
CARSON CUMBERBATCH PLC,CARS.N0000,728,19,817.25,824.75,824.75,800,810.75,-6.5,-0.8
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,295461,163,288,288,290,286.5,287,-1,-0.35
CENTRAL INDUSTRIES PLC,CIND.N0000,28745,46,174.25,174.5,178.75,173.25,178.25,4,2.3
CEYLINCO HOLDINGS PLC,CINS.N0000,17,6,3055.25,3200,3200,3055.5,3055.25,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,7862,26,1660,1700,1700,1655,1700,40,2.41
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,1,1,2697.75,2692.25,2692.25,2692.25,2697.75,0,0
CEYLON COLD STORES PLC,CCS.N0000,302851,204,108,108.25,112.25,108,110.25,2.25,2.08
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,33115,47,320,321,328,317.25,320.25,0.25,0.08
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,185477,231,265.5,265,290,263,288.5,23,8.66
CEYLON HOSPITALS PLC,CHL.X0000,4703,10,149.75,146.75,150,145,149.25,-0.5,-0.33
CEYLON HOSPITALS PLC,CHL.N0000,21579,22,180,171.5,183.25,171.5,177,-3,-1.67
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,806352,456,38.9,38.9,39.5,37,38.9,0,0
CEYLON INVESTMENT PLC,CINV.N0000,392889,358,129.25,129,133.5,128.75,132.5,3.25,2.51
CEYLON LAND & EQUITY PLC,KZOO.N0000,1002579,177,10.8,11,11.5,10.8,11,0.2,1.85
CEYLON TEA BROKERS PLC,CTBL.N0000,4093004,555,7.8,8,8.9,7.9,8.3,0.5,6.41
CEYLON TOBACCO COMPANY PLC,CTC.N0000,3417,77,1617.5,1620,1649,1620,1641.75,24.25,1.5
CHEMANEX PLC,CHMX.N0000,82405,69,167,167,171,167,170.5,3.5,2.1
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,216147,103,182.25,183,183.75,182,182.5,0.25,0.14
CHRISSWORLD PLC,CWL.N0000,59607,36,11,11.4,11.6,11,11.4,0.4,3.64
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,43,2,390,391.75,391.75,381,390,0,0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,6334,38,297.5,299,299,295,295.5,-2,-0.67
CITRUS LEISURE PLC,REEF.N0000,286660,54,4.1,4.1,4.1,4,4.1,0,0
Co-operative Insurance Company PLC,COOP.N0000,812002,96,4.8,4.9,4.9,4.7,4.8,0,0
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,326088,474,109.25,112,136.5,112,136,26.75,24.49
COLOMBO DOCKYARD PLC,DOCK.N0000,141455,92,103,103.5,103.75,103,103.25,0.25,0.24
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,3720,92,291.5,300,300,289.5,294.5,3,1.03
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,502,16,340.25,340.5,348,339,340.5,0.25,0.07
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,32957,39,31.3,31,31.4,30.8,31,-0.3,-0.96
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,227911,221,194.25,195,195.75,194,194.5,0.25,0.13
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,150107,127,169.25,169.25,171.5,168.75,169.25,0,0
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,500057,515,135,136.75,137,130,131.25,-3.75,-2.78
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,1708,20,229.75,230,230,228,229.5,-0.25,-0.11
CONVENIENCE FOODS LANKA PLC,SOY.N0000,149,13,1939.75,1939.75,1978,1904,1944,4.25,0.22
DANKOTUWA PORCELAIN PLC,DPL.N0000,11672,40,22.6,22.7,23,22.4,22.7,0.1,0.44
DFCC BANK PLC,DFCC.N0000,312241,228,163,163,165.75,163,164.5,1.5,0.92
DIALOG AXIATA PLC,DIAL.N0000,1850316,224,23.8,24.1,24.3,24,24.2,0.4,1.68
DIALOG FINANCE PLC,CALF.N0000,6302,54,71.9,71.9,74.3,70,70,-1.9,-2.64
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,2483,27,1299.75,1299.75,1348,1299.75,1300,0.25,0.02
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,2180542,706,118.75,119,126,119,124.25,5.5,4.63
