Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1629,112,1118.25,1184.25,1260,1156.5,1201.75,83.5,7.47
ABANS FINANCE PLC,AFSL.N0000,13008,20,69.4,70,73.9,70,70.7,1.3,1.87
ACCESS ENGINEERING PLC,AEL.N0000,3309264,1155,73.7,74,78,74,76.9,3.2,4.34
ACL CABLES PLC,ACL.N0000,613047,496,257.25,258,258.5,252.75,253.25,-4,-1.55
ACL PLASTICS PLC,APLA.N0000,4735,63,1639.75,1649.5,1649.5,1630,1645,5.25,0.32
ACME PRINTING & PACKAGING PLC,ACME.N0000,52192,20,5.9,6.2,6.3,6,6.1,0.2,3.39
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,31813,87,53.4,53.4,55.5,53.4,54,0.6,1.12
Agarapatana Plantations PLC,AGPL.N0000,25820,71,19,19.2,19.2,18.6,18.7,-0.3,-1.58
AGSTAR PLC,AGST.N0000,1035790,139,9.2,9.3,9.4,9.1,9.3,0.1,1.09
AGSTAR PLC,AGST.X0000,2203,12,12.2,12.7,12.7,11.6,12.1,-0.1,-0.82
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,203145,126,106,107,110,106,106.75,0.75,0.71
AITKEN SPENCE PLC,SPEN.N0000,15418,55,146.75,150,152.5,145,149.25,2.5,1.7
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,35584,179,359.5,359,364.75,354.75,355,-4.5,-1.25
ALPHA FIRE SERVICES PLC,AFS.N0000,94019,42,24.9,24.9,28.9,24.1,26.6,1.7,6.83
ALUMEX PLC,ALUM.N0000,3387322,737,20.1,20.5,22,20.5,21.5,1.4,6.97
AMANA BANK PLC,ABL.N0000,141817,137,29.1,29.8,30.5,29.8,29.9,0.8,2.75
AMANA TAKAFUL LIFE PLC,ATLL.N0000,33348,22,39,38.9,43.9,38.5,38.6,-0.4,-1.03
AMANA TAKAFUL PLC,ATL.N0000,703829,88,25,25.7,26.4,24.5,25,0,0
AMBEON CAPITAL PLC,TAP.N0000,218369,99,41.4,41.9,41.9,40,41.4,0,0
AMBEON HOLDINGS PLC,GREG.N0000,3631,25,159.25,158,159.75,155,158.5,-0.75,-0.47
ARPICO INSURANCE PLC,AINS.N0000,6080,26,34.5,33.1,37.3,33.1,34,-0.5,-1.45
ASIA ASSET FINANCE PLC,AAF.N0000,29058,40,51.5,51.5,52.8,51.1,52.8,1.3,2.52
ASIA CAPITAL PLC,ACAP.N0000,59838,39,6,6.1,6.4,6.1,6.3,0.3,5
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,495063,96,10,10.1,10.2,9.8,9.8,-0.2,-2
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,10863,26,55.1,56.3,56.3,55.2,55.6,0.5,0.91
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,6304,41,30.9,31.6,31.6,30.6,31.2,0.3,0.97
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,6169,18,13.7,13.3,13.8,13.3,13.7,0,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,75170,85,70.2,71.7,72,68,70.9,0.7,1
B P P L HOLDINGS PLC,BPPL.N0000,123785,106,21,21.3,21.3,20,20.7,-0.3,-1.43
BAIRAHA FARMS PLC,BFL.N0000,16567,117,400,415,417,405,410.25,10.25,2.56
BALANGODA PLANTATIONS PLC,BALA.N0000,11327,33,74.9,75,77,75,75.3,0.4,0.53
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,1268,7,22,22.1,22.6,22.1,22.1,0.1,0.45
BERUWALA RESORTS PLC,BERU.N0000,112459,27,3.8,3.9,3.9,3.7,3.8,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,600075,1009,149.5,159.75,161,148.5,151.25,1.75,1.17
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,1058,21,76.8,78,80,77.9,79.9,3.1,4.04
BROWN & COMPANY PLC,BRWN.N0000,43908,94,161.25,162,170,160,166.5,5.25,3.26
BROWNS BEACH HOTELS PLC,BBH.N0000,5294,18,24.3,24.3,24.9,24.3,24.7,0.4,1.65
BROWNS INVESTMENTS PLC,BIL.N0000,4120239,439,6.7,6.7,6.9,6.6,6.7,0,0
BUKIT DARAH PLC,BUKI.N0000,1852,33,1042.25,1045,1060,1024.5,1037,-5.25,-0.5
C I C HOLDINGS PLC,CIC.N0000,3116298,336,32.5,32.7,33,32.5,32.8,0.3,0.92
C I C HOLDINGS PLC,CIC.X0000,3411975,405,25.9,26,26.7,25.5,25.8,-0.1,-0.39
C M HOLDINGS PLC,COLO.N0000,11195,51,57.7,59,59.3,57.5,58.3,0.6,1.04
C T HOLDINGS PLC,CTHR.N0000,3,2,648.5,668.5,668.5,668.5,648.5,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,8836,33,37.1,37.3,38.7,37.3,38.5,1.4,3.77
