Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,992,44,1200.25,1250,1297.75,1190,1195,-5.25,-0.44
ABANS FINANCE PLC,AFSL.N0000,22364,49,66.4,68,69.1,65,66.1,-0.3,-0.45
ACCESS ENGINEERING PLC,AEL.N0000,1542625,700,71.2,71.5,73.7,71.5,72,0.8,1.12
ACL CABLES PLC,ACL.N0000,342281,273,239,240.75,245,240.75,244,5,2.09
ACL PLASTICS PLC,APLA.N0000,204,31,1566,1580,1642,1580,1616.5,50.5,3.22
ACME PRINTING & PACKAGING PLC,ACME.N0000,41858,25,6,6.5,6.5,5.9,6.1,0.1,1.67
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,35480,74,49.8,50,51.5,49.5,49.8,0,0
Agarapatana Plantations PLC,AGPL.N0000,89009,74,17.3,17.3,18.8,17.3,18,0.7,4.05
AGSTAR PLC,AGST.N0000,262985,102,8.5,8.6,8.9,8.6,8.7,0.2,2.35
AGSTAR PLC,AGST.X0000,1195,4,12.2,11.4,12.2,11.4,12.2,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,43037,80,103.25,103.25,107,102,104.5,1.25,1.21
AITKEN SPENCE PLC,SPEN.N0000,12738,54,149,148,151,147,148,-1,-0.67
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,14727,68,359.5,365,366.5,355,360.5,1,0.28
ALPHA FIRE SERVICES PLC,AFS.N0000,6920,12,22.4,22.8,24.7,22.8,24.2,1.8,8.04
ALUMEX PLC,ALUM.N0000,544153,196,18.9,18.9,19.9,18.8,19.3,0.4,2.12
AMANA BANK PLC,ABL.N0000,132377,96,27.4,28,28.5,27.6,28,0.6,2.19
AMANA TAKAFUL LIFE PLC,ATLL.N0000,2960,22,37.6,39.9,39.9,37.5,37.5,-0.1,-0.27
AMANA TAKAFUL PLC,ATL.N0000,24672,55,23,23,24.9,22.7,24.1,1.1,4.78
AMBEON CAPITAL PLC,TAP.N0000,301681,154,38.6,39.8,39.8,38.1,38.3,-0.3,-0.78
AMBEON HOLDINGS PLC,GREG.N0000,29463,42,152.5,150,156,149,154.75,2.25,1.48
ARPICO INSURANCE PLC,AINS.N0000,22327,70,35.3,32.8,37.4,32,33.8,-1.5,-4.25
ASIA ASSET FINANCE PLC,AAF.N0000,16733,58,50,50.1,52.5,49.9,51,1,2
ASIA CAPITAL PLC,ACAP.N0000,24752,35,5.7,5.8,6.1,5.5,6,0.3,5.26
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,360007,80,9.4,9.4,9.6,9.1,9.5,0.1,1.06
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,21077,13,55.4,53.9,57.8,53.9,55,-0.4,-0.72
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,58869,66,29.6,31.9,31.9,29.2,29.4,-0.2,-0.68
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,18933,31,13.3,13.8,13.8,13.2,13.3,0,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,15429,71,66.5,68,72.3,68,68.2,1.7,2.56
B P P L HOLDINGS PLC,BPPL.N0000,45454,46,19,19,19.7,19,19.6,0.6,3.16
BAIRAHA FARMS PLC,BFL.N0000,49907,181,375.5,380,390,375,378,2.5,0.67
BALANGODA PLANTATIONS PLC,BALA.N0000,958,14,73.3,73.3,73.9,70.6,73.6,0.3,0.41
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,977,6,21.1,21,22,21,21.6,0.5,2.37
BERUWALA RESORTS PLC,BERU.N0000,135959,36,3.7,3.7,3.9,3.7,3.7,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,72313,222,120,123.5,128,119,119.75,-0.25,-0.21
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,1636,21,79.3,79.1,81.5,79,80.9,1.6,2.02
BROWN & COMPANY PLC,BRWN.N0000,29909,158,158,157,161,156,156.5,-1.5,-0.95
BROWNS BEACH HOTELS PLC,BBH.N0000,23318,22,21.9,21.6,24.6,21.6,23.7,1.8,8.22
BROWNS INVESTMENTS PLC,BIL.N0000,4766657,415,6.5,6.5,6.6,6.4,6.5,0,0
BUKIT DARAH PLC,BUKI.N0000,766,20,1004.75,1000,1030,994,1010,5.25,0.52
C I C HOLDINGS PLC,CIC.X0000,503609,208,25.1,25.3,26.1,25,25.2,0.1,0.4
C I C HOLDINGS PLC,CIC.N0000,746655,304,31.9,31.7,33,31.7,31.9,0,0
C M HOLDINGS PLC,COLO.N0000,28667,37,56.2,57.4,58.9,57.4,57.4,1.2,2.14
C T HOLDINGS PLC,CTHR.N0000,129,8,671.5,646,670,646,648.5,-23,-3.43
C T LAND DEVELOPMENT PLC,CTLD.N0000,11384,27,34.1,35,36.9,34,34.1,0,0
C. W. MACKIE PLC,CWM.N0000,14855,77,144,149,156,144.25,146.75,2.75,1.91
CABLE SOLUTIONS PLC,CSLK.N0000,47868,38,14.1,14,14.7,14,14,-0.1,-0.71
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,212,6,14.9,14.5,14.5,14.2,14.5,-0.4,-2.68
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,201,4,14.3,13.6,14.3,13.6,14,-0.3,-2.1
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,267565,124,15.7,15.8,16,15.7,15.8,0.1,0.64
CAPITAL ALLIANCE PLC,CALT.N0000,67492,109,49.1,49.5,51.3,49.2,50,0.9,1.83
CARGILLS (CEYLON) PLC,CARG.N0000,434,20,800,790,799.75,788.5,790.25,-9.75,-1.22
