Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,7508,186,1419,1419,1520,1400,1491,72,5.07
ABANS FINANCE PLC,AFSL.N0000,30686,60,74,75,78.5,75,77.5,3.5,4.73
ACCESS ENGINEERING PLC,AEL.N0000,819799,230,62,62,62.5,61.5,61.7,-0.3,-0.48
ACL CABLES PLC,ACL.N0000,546804,166,220.5,223,224,218,220.5,0,0
ACL PLASTICS PLC,APLA.N0000,1734,98,1698,1668,1699,1668,1676.75,-21.25,-1.25
ACME PRINTING & PACKAGING PLC,ACME.N0000,47336,32,6.6,6.6,6.7,6.5,6.5,-0.1,-1.52
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,30514,54,61.9,62,63,61.5,62.3,0.4,0.65
Agarapatana Plantations PLC,AGPL.N0000,117335,56,22.2,22.5,23,22,22.2,0,0
AGSTAR PLC,AGST.N0000,753064,123,9.4,9.5,9.6,9.2,9.5,0.1,1.06
AGSTAR PLC,AGST.X0000,15840,19,12.6,12,12.8,12,12.7,0.1,0.79
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,272703,137,126.5,126.5,128.25,125,126,-0.5,-0.4
AITKEN SPENCE PLC,SPEN.N0000,126587,62,167,166,167.75,165.5,166.25,-0.75,-0.45
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,22525,182,476.25,486,489.75,455,460,-16.25,-3.41
ALPHA FIRE SERVICES PLC,AFS.N0000,182884,62,27.6,27.6,28.7,27,27.3,-0.3,-1.09
ALUMEX PLC,ALUM.N0000,1935368,139,21.3,21.5,21.5,21.2,21.4,0.1,0.47
AMANA BANK PLC,ABL.N0000,1513907,171,29.1,29,29.3,28.9,29.1,0,0
AMANA TAKAFUL LIFE PLC,ATLL.N0000,23378,54,52.4,52.7,52.7,47.7,49.6,-2.8,-5.34
AMANA TAKAFUL PLC,ATL.N0000,115612,146,30.2,30.5,30.5,28.4,28.6,-1.6,-5.3
AMBEON CAPITAL PLC,TAP.N0000,4903720,787,42.2,42.4,46.3,42.3,45.5,3.3,7.82
AMBEON HOLDINGS PLC,GREG.N0000,176659,116,154.75,156,161,153,156.75,2,1.29
ARPICO INSURANCE PLC,AINS.N0000,5574,20,39.8,42,42.3,38.9,39.2,-0.6,-1.51
ASIA ASSET FINANCE PLC,AAF.N0000,184992,102,61.7,61.5,63,60.8,60.9,-0.8,-1.3
ASIA CAPITAL PLC,ACAP.N0000,310984,142,8.1,8,8.5,7.8,7.9,-0.2,-2.47
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,1041355,137,9.2,9.2,9.3,9,9.1,-0.1,-1.09
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,90618,77,62.9,65,65,60,61.5,-1.4,-2.23
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,113546,94,32.8,33.2,33.2,32,32.2,-0.6,-1.83
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,20173,31,13.5,13.8,13.9,13.6,13.7,0.2,1.48
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,187563,254,77.5,80,80,76,76.2,-1.3,-1.68
B P P L HOLDINGS PLC,BPPL.N0000,1492066,217,23,22.8,23.1,22.4,23,0,0
BAIRAHA FARMS PLC,BFL.N0000,249279,1254,384.75,409.75,470,409.75,458.25,73.5,19.1
BALANGODA PLANTATIONS PLC,BALA.N0000,20490,61,92.2,92.9,92.9,90.4,90.9,-1.3,-1.41
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,17432,28,24.7,24.5,24.5,23,23.3,-1.4,-5.67
BERUWALA RESORTS PLC,BERU.N0000,1008699,100,3.9,3.9,4,3.9,3.9,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,18350,45,87.5,87,88.2,86.6,87.9,0.4,0.46
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,914,26,82,81.8,81.9,80.1,80.8,-1.2,-1.46
BROWN & COMPANY PLC,BRWN.N0000,276787,366,184,184,189,179.5,183,-1,-0.54
BROWNS BEACH HOTELS PLC,BBH.N0000,15117,30,27,27,27,26.3,26.6,-0.4,-1.48
BROWNS INVESTMENTS PLC,BIL.N0000,20586115,790,7.4,7.5,7.7,7.4,7.6,0.2,2.7
BUKIT DARAH PLC,BUKI.N0000,1447,24,1187,1199.75,1199.75,1175,1197.5,10.5,0.88
C I C HOLDINGS PLC,CIC.X0000,3593922,616,26,26,27.4,26,26.9,0.9,3.46
C I C HOLDINGS PLC,CIC.N0000,2868412,511,34.2,34.5,35,34.2,35,0.8,2.34
C M HOLDINGS PLC,COLO.N0000,1809046,531,52.08,52.6,61.8,52.6,60.2,8.12,15.59
C T HOLDINGS PLC,CTHR.N0000,36,8,705,710,710,702.25,705,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,6001,18,36.2,36.5,37.8,36.2,36.5,0.3,0.83
C. W. MACKIE PLC,CWM.N0000,88228,248,128,128,144,128,139.75,11.75,9.18
CABLE SOLUTIONS PLC,CSLK.N0000,620127,160,14.9,14.9,15,14.8,14.9,0,0
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,776,1,15.5,15.6,15.6,15.6,15.6,0.1,0.65
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,5,1,14.3,14,14,14,14.3,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,522153,161,17.3,17.3,17.5,17.1,17.2,-0.1,-0.58
CAPITAL ALLIANCE PLC,CALT.N0000,259770,262,51.9,52,52,51.8,51.8,-0.1,-0.19
CARGILLS (CEYLON) PLC,CARG.N0000,131817,74,805.75,805.5,825,799.25,824.25,18.5,2.3
CARGILLS BANK PLC,CBNK.N0000,17731670,1435,10.2,10.2,11.5,10.2,11.1,0.9,8.82
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,62878,65,171.25,174,181.25,173.25,181,9.75,5.69
CARSON CUMBERBATCH PLC,CARS.N0000,1351,30,894.25,899.75,900,893.5,894.25,0,0
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,203795,180,317.5,316.75,318,314,316,-1.5,-0.47
CENTRAL INDUSTRIES PLC,CIND.N0000,39780,132,224,225,228,220,223.75,-0.25,-0.11
CEYLINCO HOLDINGS PLC,CINS.N0000,873,14,3100.25,3101,3200,3100,3111,10.75,0.35
CEYLINCO HOLDINGS PLC,CINS.X0000,4333,44,1889,1827,1899.75,1810,1813.5,-75.5,-4
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,330,15,2755,2775,2790,2700,2748,-7,-0.25
CEYLON COLD STORES PLC,CCS.N0000,292041,160,116.75,117,118,116,117,0.25,0.21
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,238019,486,383,398,422,395,419.75,36.75,9.6
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,57945,158,306.5,308,309.5,305,306.25,-0.25,-0.08
CEYLON HOSPITALS PLC,CHL.X0000,5304,18,175.75,175,177,175,176.5,0.75,0.43
CEYLON HOSPITALS PLC,CHL.N0000,15179,33,203,208.75,211.75,200,210,7,3.45
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,40533,52,47.5,47.3,48.9,47.2,47.4,-0.1,-0.21
CEYLON INVESTMENT PLC,CINV.N0000,131839,117,141.25,141.5,141.5,139.5,140,-1.25,-0.88
CEYLON LAND & EQUITY PLC,KZOO.N0000,1727476,197,13.1,13.2,13.2,12.7,12.8,-0.3,-2.29
CEYLON TEA BROKERS PLC,CTBL.N0000,45554,17,8.2,8.2,8.3,8.1,8.1,-0.1,-1.22
CEYLON TOBACCO COMPANY PLC,CTC.N0000,17605,68,1696.25,1699.25,1700,1698.75,1699,2.75,0.16
CHEMANEX PLC,CHMX.N0000,1101,10,170.5,177,177,174,174.25,3.75,2.2
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,121778,110,182.5,184,184,181,181.25,-1.25,-0.68
CHRISSWORLD PLC,CWL.N0000,30646,17,13.4,13.3,14,13,13.2,-0.2,-1.49
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,2512,27,311.25,311,314.5,310,311.75,0.5,0.16
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,407,11,400,400,407,386,399.75,-0.25,-0.06
CITRUS LEISURE PLC,REEF.N0000,1099197,108,4.4,4.4,4.5,4.2,4.4,0,0
Co-operative Insurance Company PLC,COOP.N0000,7823811,498,5.6,5.6,5.6,5.4,5.4,-0.2,-3.57
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,79,8,165,165,170,164.75,165,0,0
COLOMBO DOCKYARD PLC,DOCK.N0000,1326620,929,171.25,185,192,181,183.5,12.25,7.15
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,9762,92,344,348.75,380,335,373.5,29.5,8.58
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,4059,38,499.75,500,508.75,500,501,1.25,0.25
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,72791,39,44.1,43.7,44.9,43.6,44.7,0.6,1.36
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,592305,357,206,206,207,204.5,205,-1,-0.49
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,40976,112,189,190,190,188,189.5,0.5,0.26
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,139598,212,150.5,151,151,148.25,148.75,-1.75,-1.16
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,2348,27,238.75,238.5,238.75,237.75,238,-0.75,-0.31
CONVENIENCE FOODS LANKA PLC,SOY.N0000,122,7,2194.75,2250,2250,2100.75,2148,-46.75,-2.13
DANKOTUWA PORCELAIN PLC,DPL.N0000,125633,90,19.5,20,20,19.4,19.4,-0.1,-0.51
DFCC BANK PLC,DFCC.N0000,5550106,244,164,164,164,162.75,163.5,-0.5,-0.3
DIALOG AXIATA PLC,DIAL.N0000,315090,212,28.9,28.9,28.9,28.5,28.7,-0.2,-0.69
DIALOG FINANCE PLC,CALF.N0000,1983,18,82.2,82,84,82,83.3,1.1,1.34
