Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2879,52,870,837,874.5,837,852.75,-17.25,-1.98
ABANS FINANCE PLC,AFSL.N0000,369,6,67.8,67.1,70,67.1,70,2.2,3.24
ACCESS ENGINEERING PLC,AEL.N0000,786672,302,57.5,57.4,58,57,57.2,-0.3,-0.52
ACL CABLES PLC,ACL.N0000,55266,102,186.25,187,187.75,180,183.75,-2.5,-1.34
ACL PLASTICS PLC,APLA.N0000,1804,36,1100.75,1100.75,1149.5,1050,1100.25,-0.5,-0.05
ACME PRINTING & PACKAGING PLC,ACME.N0000,21965,9,6.6,6.7,6.7,6.4,6.4,-0.2,-3.03
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,54378,65,60.9,60.9,60.9,59.1,59.5,-1.4,-2.3
Agarapatana Plantations PLC,AGPL.N0000,51434,90,22.2,22,22.5,22,22.1,-0.1,-0.45
AGSTAR PLC,AGST.N0000,614021,133,9,9,9.3,9,9.1,0.1,1.11
AGSTAR PLC,AGST.X0000,2202,8,11.2,11.1,11.4,11,11.1,-0.1,-0.89
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,396672,134,105,105,105.5,103.5,104.75,-0.25,-0.24
AITKEN SPENCE PLC,SPEN.N0000,149182,58,152,153.5,153.5,150,150,-2,-1.32
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,1637,32,371.25,373.25,373.25,361.25,361.75,-9.5,-2.56
ALPHA FIRE SERVICES PLC,AFS.N0000,60907,45,27.1,27.8,27.8,26,26,-1.1,-4.06
ALUMEX PLC,ALUM.N0000,738180,217,18.4,18.4,18.6,18,18.1,-0.3,-1.63
AMANA BANK PLC,ABL.N0000,111085,82,26.5,26.5,26.6,25.6,25.9,-0.6,-2.26
AMANA TAKAFUL LIFE PLC,ATLL.N0000,2313,21,50.9,52,52,50,50.6,-0.3,-0.59
AMANA TAKAFUL PLC,ATL.N0000,26298,30,22.5,22.5,22.5,21.4,21.7,-0.8,-3.56
AMBEON CAPITAL PLC,TAP.N0000,312789,54,30,30,30.7,29.5,29.7,-0.3,-1
AMBEON HOLDINGS PLC,GREG.N0000,9458,38,118.5,116,119,115,115.5,-3,-2.53
ARPICO INSURANCE PLC,AINS.N0000,47281,79,36,37.5,44.9,37.5,39,3,8.33
ASIA ASSET FINANCE PLC,AAF.N0000,135860,72,48.6,49,49.1,47.6,47.9,-0.7,-1.44
ASIA CAPITAL PLC,ACAP.N0000,18303,19,4.8,4.8,4.9,4.6,4.8,0,0
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,486870,108,8.4,8.5,8.8,8.2,8.2,-0.2,-2.38
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,51012,51,66.5,67,67,64.8,65,-1.5,-2.26
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,74308,124,37.8,38,38,35,35,-2.8,-7.41
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,121104,56,13.8,14,14,13.2,13.5,-0.3,-2.17
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,91954,112,99.9,99,102.25,96.4,96.7,-3.2,-3.2
B P P L HOLDINGS PLC,BPPL.N0000,79510,38,20.9,20.9,20.9,19.5,20.2,-0.7,-3.35
BAIRAHA FARMS PLC,BFL.N0000,15099,58,244.25,245,246.75,242,242.25,-2,-0.82
BALANGODA PLANTATIONS PLC,BALA.N0000,18367,50,97.4,98,99,95.3,95.4,-2,-2.05
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,5899,17,21.9,23.3,23.3,21,21.7,-0.2,-0.91
BERUWALA RESORTS PLC,BERU.N0000,154751,27,4.1,4.1,4.1,3.9,3.9,-0.2,-4.88
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,29596,99,80.6,80.3,80.3,78.6,79.1,-1.5,-1.86
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,3728,19,86,86.5,87.5,80.1,84.1,-1.9,-2.21
BROWN & COMPANY PLC,BRWN.N0000,44254,125,185.25,190.75,190.75,182,182.25,-3,-1.62
BROWNS BEACH HOTELS PLC,BBH.N0000,50363,20,24.7,24.9,24.9,24.5,24.5,-0.2,-0.81
BROWNS INVESTMENTS PLC,BIL.N0000,6057798,397,7.5,7.5,7.8,7.5,7.6,0.1,1.33
BUKIT DARAH PLC,BUKI.N0000,144,5,930.25,935,977.25,935,946.5,16.25,1.75
C I C HOLDINGS PLC,CIC.X0000,73150,86,108,110.5,110.5,106.75,107.25,-0.75,-0.69
C I C HOLDINGS PLC,CIC.N0000,386051,95,140.75,141.5,141.5,136.5,136.75,-4,-2.84
