Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,6213,132,851.5,851.5,865,825.5,835.75,-15.75,-1.85
ABANS FINANCE PLC,AFSL.N0000,1036,13,72.4,70.3,70.3,69,69.5,-2.9,-4.01
ACCESS ENGINEERING PLC,AEL.N0000,436803,154,59,59.4,59.4,58.7,58.8,-0.2,-0.34
ACL CABLES PLC,ACL.N0000,669691,152,185.5,188.75,188.75,182.5,185.75,0.25,0.13
ACL PLASTICS PLC,APLA.N0000,12141,104,1067,1074,1098,1002.25,1045.25,-21.75,-2.04
ACME PRINTING & PACKAGING PLC,ACME.N0000,217748,29,6.8,6.8,6.9,6.7,6.8,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,56352,70,61.1,61,61.7,60.1,60.2,-0.9,-1.47
Agarapatana Plantations PLC,AGPL.N0000,430931,126,22.9,22.9,23.4,22.4,22.8,-0.1,-0.44
AGSTAR PLC,AGST.N0000,13180368,1351,9.7,9.8,10.4,9.5,9.6,-0.1,-1.03
AGSTAR PLC,AGST.X0000,397754,207,9.6,10.2,12,10.2,12,2.4,25
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,2164194,676,102.25,102,110.75,100.5,105,2.75,2.69
AITKEN SPENCE PLC,SPEN.N0000,227259,41,150.25,150.25,154.25,150,151,0.75,0.5
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2149,32,371.75,370.75,375,370.5,370.75,-1,-0.27
ALPHA FIRE SERVICES PLC,AFS.N0000,80690,58,27.9,28,28.7,27.3,27.5,-0.4,-1.43
ALUMEX PLC,ALUM.N0000,3440312,325,18.5,19,19,18.3,18.4,-0.1,-0.54
AMANA BANK PLC,ABL.N0000,337861,146,26.7,26.7,26.8,26,26.1,-0.6,-2.25
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1871,21,50.5,51,52,50.1,50.3,-0.2,-0.4
AMANA TAKAFUL PLC,ATL.N0000,46576,37,23,23,23,21.1,21.8,-1.2,-5.22
AMBEON CAPITAL PLC,TAP.N0000,1012201,188,30.9,31.3,31.3,29,29.4,-1.5,-4.85
AMBEON HOLDINGS PLC,GREG.N0000,6274,35,130,133,133,124.5,127.5,-2.5,-1.92
ARPICO INSURANCE PLC,AINS.N0000,215,7,37.6,37.6,37.6,36,36.5,-1.1,-2.93
ASIA ASSET FINANCE PLC,AAF.N0000,179539,88,45.1,45.1,46.8,45.1,46,0.9,2
ASIA CAPITAL PLC,ACAP.N0000,682070,233,4.4,4.6,5.5,4.6,5,0.6,13.64
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,203499,113,8.6,8.6,8.6,8.3,8.4,-0.2,-2.33
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,55343,41,67.6,67.4,70,67,67.8,0.2,0.3
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,13666,45,38,38.3,38.3,37,37.1,-0.9,-2.37
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,54539,56,14.1,14.1,14.5,13.8,13.9,-0.2,-1.42
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,313444,203,97.3,97.2,98.5,96.8,97.6,0.3,0.31
B P P L HOLDINGS PLC,BPPL.N0000,167811,30,20.3,20.3,21,20,20.1,-0.2,-0.99
BAIRAHA FARMS PLC,BFL.N0000,32401,62,241.25,244,244,235,236.75,-4.5,-1.87
BALANGODA PLANTATIONS PLC,BALA.N0000,28778,34,92.7,93.5,93.9,92,92.2,-0.5,-0.54
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,761,11,20.2,22.2,22.2,21.5,21.7,1.5,7.43
BERUWALA RESORTS PLC,BERU.N0000,1304213,130,4.1,4.2,4.2,3.9,4,-0.1,-2.44
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,25791,56,82.8,83,84,81,81.8,-1,-1.21
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,38647,21,85,84.9,86.3,84.5,85.8,0.8,0.94
BROWN & COMPANY PLC,BRWN.N0000,73838,200,192.5,193,194.5,182.25,183.75,-8.75,-4.55
BROWNS BEACH HOTELS PLC,BBH.N0000,21455,27,25.1,24.5,26,24.5,24.9,-0.2,-0.8
BROWNS INVESTMENTS PLC,BIL.N0000,19590993,656,7.6,7.7,7.8,7.4,7.5,-0.1,-1.32
BUKIT DARAH PLC,BUKI.N0000,2024,10,981.5,972,975,972,975,-6.5,-0.66
C I C HOLDINGS PLC,CIC.X0000,147530,113,111.75,113.5,113.5,109.25,110,-1.75,-1.57
C I C HOLDINGS PLC,CIC.N0000,680506,111,144.5,145.5,145.5,142,143,-1.5,-1.04
C M HOLDINGS PLC,COLO.N0000,10439,36,400.25,386,401,386,398.5,-1.75,-0.44
C T HOLDINGS PLC,CTHR.N0000,405,10,719.75,724.75,726,711,718.75,-1,-0.14
C T LAND DEVELOPMENT PLC,CTLD.N0000,7812,21,39.4,38.9,40.5,38.1,38.6,-0.8,-2.03
C. W. MACKIE PLC,CWM.N0000,9806,55,124.25,124,127.75,122.5,123,-1.25,-1.01
CABLE SOLUTIONS PLC,CSLK.N0000,186120,74,15.4,15.4,15.6,15.2,15.3,-0.1,-0.65
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,5975,11,16.7,16.8,16.9,16.8,16.8,0.1,0.6
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,3054,2,13.9,14,14,14,14,0.1,0.72
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,358146,146,17.9,18.1,18.1,17.6,17.9,0,0
CAPITAL ALLIANCE PLC,CALT.N0000,627267,707,59.1,55,55.3,53.4,53.7,-5.4,-9.14
CARGILLS (CEYLON) PLC,CARG.N0000,1936,35,823.25,824,850,810,822.75,-0.5,-0.06
CARGILLS BANK PLC,CBNK.N0000,1448047,222,9.3,9.4,9.5,9.2,9.2,-0.1,-1.08
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,18649,77,190,186,194,180,184,-6,-3.16
CARSON CUMBERBATCH PLC,CARS.N0000,30690,17,815.5,824.25,824.25,800,800,-15.5,-1.9
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,56573,162,285.75,285,286,280,282,-3.75,-1.31
CENTRAL INDUSTRIES PLC,CIND.N0000,581734,296,192,190,201,190,196.5,4.5,2.34
CEYLINCO HOLDINGS PLC,CINS.N0000,17,3,3065,3195,3195,3190,3065,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,14001,2,1774.75,1773.75,1700,1700,1774.75,0,0
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,2,1,2687.5,2700,2700,2700,2687.5,0,0
CEYLON COLD STORES PLC,CCS.N0000,20287,77,111.25,112,112,110.75,111.5,0.25,0.22
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,2127,34,326.75,325,330,325,327,0.25,0.08
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,20741,98,287.5,280.5,288,270.5,274.75,-12.75,-4.43
CEYLON HOSPITALS PLC,CHL.X0000,45,1,150.75,155,155,155,150.75,0,0
CEYLON HOSPITALS PLC,CHL.N0000,728,12,178,182.5,182.5,178,178,0,0
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,246874,155,36.3,37,37,34,34.2,-2.1,-5.79
CEYLON INVESTMENT PLC,CINV.N0000,72249,123,128.25,128.25,129.5,123.75,124.25,-4,-3.12
CEYLON LAND & EQUITY PLC,KZOO.N0000,403335,93,10.8,11,11,10.4,10.5,-0.3,-2.78
CEYLON TEA BROKERS PLC,CTBL.N0000,73597,42,7.7,8.2,8.3,7.9,7.9,0.2,2.6
CEYLON TOBACCO COMPANY PLC,CTC.N0000,6957,231,1654,1649,1650,1599,1599.75,-54.25,-3.28
CHEMANEX PLC,CHMX.N0000,21329,35,190,190,190,186,190,0,0
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,22006,123,177.5,176,177.5,175,175.5,-2,-1.13
CHRISSWORLD PLC,CWL.N0000,28909,35,12.6,12.2,12.6,12,12,-0.6,-4.76
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,50282,33,290,291,295,290,290.5,0.5,0.17
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,2835,27,366.5,366.5,366.5,364,364.25,-2.25,-0.61
CITRUS LEISURE PLC,REEF.N0000,1286334,148,4.3,4.4,4.4,4,4.1,-0.2,-4.65
Co-operative Insurance Company PLC,COOP.N0000,1202791,138,4.7,4.7,4.8,4.6,4.6,-0.1,-2.13
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,6151,59,172,184,184,168,169,-3,-1.74
COLOMBO DOCKYARD PLC,DOCK.N0000,23732,59,99.8,100,100,97.5,98,-1.8,-1.8
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,2075,34,306.75,301.5,313,295,298,-8.75,-2.85
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,267,11,355,360,360,350,350.5,-4.5,-1.27
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,594820,104,41.1,41,41.6,40,40.5,-0.6,-1.46
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,667275,429,190.75,191,191,188,190,-0.75,-0.39
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,188956,318,164.25,164.25,164.25,159.75,160.5,-3.75,-2.28
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,368768,422,133,133,134,128.75,130,-3,-2.26
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,825,24,240.25,240,240,236,236.25,-4,-1.66
CONVENIENCE FOODS LANKA PLC,SOY.N0000,311,30,1901.75,1900,1949.5,1900,1917.25,15.5,0.82
DANKOTUWA PORCELAIN PLC,DPL.N0000,1117949,431,20.1,20.6,21.6,20.2,20.5,0.4,1.99
DFCC BANK PLC,DFCC.N0000,507824,358,154.75,155,156.25,152.5,153,-1.75,-1.13
DIALOG AXIATA PLC,DIAL.N0000,150552,258,26.4,26.4,26.5,25.5,25.7,-0.7,-2.65
DIALOG FINANCE PLC,CALF.N0000,10138,27,68,69,72.8,69,71.2,3.2,4.71
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,774,34,1441,1406.5,1444.5,1392,1396,-45,-3.12
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,23404766,908,132.25,131,138.75,130.5,132.75,0.5,0.38
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,32,7,1178,1180,1180,1175,1178,0,0
DIPPED PRODUCTS PLC,DIPD.N0000,1292137,320,58.9,59.2,59.6,57.7,58,-0.9,-1.53
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,704598,145,45.5,46,46.8,45.9,46,0.5,1.1
DOLPHIN HOTELS PLC,STAF.N0000,156843,141,67.6,69.5,69.5,65.5,66.1,-1.5,-2.22
E - CHANNELLING PLC,ECL.N0000,67436,34,15.6,15.6,15.9,15.2,15.3,-0.3,-1.92
E B CREASY & COMPANY PLC,EBCR.N0000,1602953,636,71.8,72.1,76,72,72.4,0.6,0.84
E M L CONSULTANTS PLC,EML.N0000,333110,40,4.5,4.5,4.5,4.3,4.5,0,0
EAST WEST PROPERTIES PLC,EAST.N0000,1081425,325,64.8,65,67,60.6,61.4,-3.4,-5.25
EASTERN MERCHANTS PLC,EMER.N0000,291106,70,9.9,9.9,10.5,9.8,9.9,0,0
EDEN HOTEL LANKA PLC,EDEN.N0000,351578,83,15,15,15.2,14.8,14.8,-0.2,-1.33
ELPITIYA PLANTATIONS PLC,ELPL.N0000,13218,56,170.75,169.5,170.25,165,165.5,-5.25,-3.07
EQUITY TWO PLC,ETWO.N0000,74067,110,67.3,67.8,68.8,64.5,65,-2.3,-3.42
Ex-pack Corrugated Cartons PLC,PACK.N0000,260792,79,14.9,14.9,15.1,14.8,14.9,0,0
EXTERMINATORS PLC,EXT.N0000,152836,21,6,6,6,5.8,5.9,-0.1,-1.67
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,476563,356,53.1,53.5,53.6,51.5,51.8,-1.3,-2.45
First Capital Treasuries PLC,FCT.N0000,175948,142,28.8,28.8,28.9,28,28.1,-0.7,-2.43
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,132524,64,20.1,19.9,20.3,19.5,19.6,-0.5,-2.49
GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,22167,29,83.5,83.1,83.5,81.2,81.3,-2.2,-2.63
GESTETNER OF CEYLON PLC,GEST.N0000,2560,21,200,198,213.5,198,201,1,0.5
GREENTECH ENERGY PLC,MEL.N0000,710126,142,4.8,5,5,4.5,4.5,-0.3,-6.25
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,42498,57,63.8,65,66,58.4,59.8,-4,-6.27
HARISCHANDRA MILLS PLC,HARI.N0000,63,20,4796.5,4315,4555,4210,4796.5,0,0
HATTON NATIONAL BANK PLC,HNB.X0000,109950,215,300.5,300.25,301.5,296.5,296.75,-3.75,-1.25
HATTON NATIONAL BANK PLC,HNB.N0000,497427,335,388.25,389.5,389.5,383.75,385,-3.25,-0.84
HATTON PLANTATIONS PLC,HPL.N0000,19352790,2190,34.9,35.9,40,28.5,30.3,-4.6,-13.18
HAYCARB PLC,HAYC.N0000,52345,201,92.3,92,92,90,90.4,-1.9,-2.06
HAYLEYS FABRIC PLC,MGT.N0000,95783,111,44,44,44,43.5,43.5,-0.5,-1.14
HAYLEYS FIBRE PLC,HEXP.N0000,164835,174,97.2,96.5,96.5,89.5,90.3,-6.9,-7.1
HAYLEYS LEISURE PLC,CONN.N0000,1144334,165,39,39,40,37,37.8,-1.2,-3.08
HAYLEYS PLC,HAYL.N0000,215339,256,177.25,178,180,174,174.5,-2.75,-1.55
HELA APPAREL HOLDINGS PLC,HELA.N0000,5924097,324,3.5,3.6,3.6,3.2,3.3,-0.2,-5.71
HEMAS HOLDINGS PLC,HHL.N0000,2343420,530,30.3,30.6,30.6,30,30,-0.3,-0.99
HIKKADUWA BEACH RESORT PLC,CITH.N0000,2222192,103,3.5,3.5,3.6,3.4,3.5,0,0
HNB ASSURANCE PLC,HASU.N0000,82905,86,103,103,105,101,102,-1,-0.97
HNB FINANCE PLC,HNBF.N0000,2814512,481,8.5,8.5,8.5,8.1,8.2,-0.3,-3.53
HNB FINANCE PLC,HNBF.X0000,4030322,633,9.9,10,10,8,8.1,-1.8,-18.18
HORANA PLANTATIONS PLC,HOPL.N0000,34209,40,60.1,60,60,59,60,-0.1,-0.17
HOTEL SIGIRIYA PLC,HSIG.N0000,221230,171,115.5,115,115,108,108.5,-7,-6.06
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,19238,62,44.4,44.4,45.8,43.7,43.8,-0.6,-1.35
hSenid Business Solutions PLC,HBS.N0000,270711,62,12.1,12.5,12.6,12,12.3,0.2,1.65
HUNAS HOLDINGS PLC,HUNA.N0000,58466,32,20.5,20.5,20.7,20.2,20.5,0,0
HUNTER & COMPANY PLC,HUNT.N0000,98,5,817.25,840,845,820,817.25,0,0
HVA FOODS PLC,HVA.N0000,542578,103,3.6,3.7,3.8,3.5,3.5,-0.1,-2.78
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,6443851,76,0.4,0.4,0.5,0.4,0.4,0,0
JANASHAKTHI FINANCE PLC,BFN.N0000,20288,29,56,55.9,57,55.2,55.8,-0.2,-0.36
JANASHAKTHI INSURANCE PLC,JINS.N0000,227536,205,112.25,112,117.5,112,112.25,0,0
JAT HOLDINGS PLC,JAT.N0000,430983,262,43.4,43,43.2,41.8,41.9,-1.5,-3.46
JETWING SYMPHONY PLC,JETS.N0000,777961,111,16.5,16.5,16.8,16,16.2,-0.3,-1.82
JOHN KEELLS HOLDINGS PLC,JKH.N0000,8541553,1793,22.4,22.5,22.5,22,22.1,-0.3,-1.34
JOHN KEELLS HOTELS PLC,KHL.N0000,504279,146,24.1,24.3,24.3,24,24,-0.1,-0.41
JOHN KEELLS PLC,JKL.N0000,246,5,83.1,83.3,83.3,82.5,83.3,0.2,0.24
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,2752,9,24.9,23.9,24.3,23.9,24,-0.9,-3.61
KAPRUKA HOLDINGS PLC,KPHL.N0000,24130,32,8.1,8.2,8.2,8,8,-0.1,-1.23
KEELLS FOOD PRODUCTS PLC,KFP.N0000,3861,40,164.5,174.5,174.5,159,159.75,-4.75,-2.89
KEGALLE PLANTATIONS PLC,KGAL.N0000,7396,20,140,139.75,139.75,138,138.25,-1.75,-1.25
KELANI CABLES PLC,KCAB.N0000,26475,144,913.5,896,940,875,880.75,-32.75,-3.59
KELANI TYRES PLC,TYRE.N0000,38810,197,95.5,95.9,95.9,93.4,93.9,-1.6,-1.68
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,22129,70,97,96.9,96.9,95,95.1,-1.9,-1.96
KERNER HAUS GLOBAL SOLUTIONS PLC,CPRT.N0000,554,10,362.25,305,366,305,364.25,2,0.55
