Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,6805,173,878.75,860,880,836,856.75,-22,-2.5
ABANS FINANCE PLC,AFSL.N0000,8780,15,70.1,73,73,70,70.1,0,0
ACCESS ENGINEERING PLC,AEL.N0000,638161,266,61,61.3,61.7,61.1,61.3,0.3,0.49
ACL CABLES PLC,ACL.N0000,302241,114,188.5,190,191,189,189.5,1,0.53
ACL PLASTICS PLC,APLA.N0000,2342,47,980,975,982,902,966.25,-13.75,-1.4
ACME PRINTING & PACKAGING PLC,ACME.N0000,233411,50,6.7,6.8,6.8,6.5,6.6,-0.1,-1.49
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,11108,29,61.2,60.5,61.9,60.5,61.6,0.4,0.65
Agarapatana Plantations PLC,AGPL.N0000,350519,117,22.9,23.5,23.6,23.3,23.4,0.5,2.18
AGSTAR PLC,AGST.N0000,881440,140,8.7,8.8,8.8,8.6,8.6,-0.1,-1.15
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,133382,145,87.6,88.9,90.2,87.9,88.5,0.9,1.03
AITKEN SPENCE PLC,SPEN.N0000,22906,68,149,148.5,148.5,147,147,-2,-1.34
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,4017,52,390.75,395,395,389,394,3.25,0.83
ALPHA FIRE SERVICES PLC,AFS.N0000,81553,93,28.7,29,30,28.5,28.7,0,0
ALUMEX PLC,ALUM.N0000,924568,260,18.8,19,19,18.5,18.6,-0.2,-1.06
AMANA BANK PLC,ABL.N0000,115372,108,27.4,27.5,27.5,27.1,27.2,-0.2,-0.73
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1077,13,57.7,57.7,58,54.2,57.7,0,0
AMANA TAKAFUL PLC,ATL.N0000,99181,42,24,23.7,24.1,23.1,23.9,-0.1,-0.42
AMBEON CAPITAL PLC,TAP.N0000,683268,178,32,32,32.5,31.5,31.6,-0.4,-1.25
AMBEON HOLDINGS PLC,GREG.N0000,26464,81,138.5,141.25,144.75,136,138.5,0,0
ARPICO INSURANCE PLC,AINS.N0000,708,11,39.8,37.6,39.6,37.5,37.9,-1.9,-4.77
ASIA ASSET FINANCE PLC,AAF.N0000,177001,126,46.8,47,47.5,46.6,47,0.2,0.43
ASIA CAPITAL PLC,ACAP.N0000,33720,33,4.8,4.8,4.9,4.5,4.7,-0.1,-2.08
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,2714161,300,9.4,9.4,9.6,8.9,9.1,-0.3,-3.19
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,1614932,155,67,67.2,70.8,67,69.2,2.2,3.28
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,560394,285,36.5,37,41,36.9,39.6,3.1,8.49
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,685754,226,14,14,15.5,14,14.8,0.8,5.71
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,292632,359,101.5,102.5,108,101.5,102.25,0.75,0.74
B P P L HOLDINGS PLC,BPPL.N0000,992561,305,19.6,20.5,21.8,20.2,21.5,1.9,9.69
BAIRAHA FARMS PLC,BFL.N0000,57606,100,221.25,227,230,225,226.25,5,2.26
BALANGODA PLANTATIONS PLC,BALA.N0000,435273,22,92.9,93,94.5,93,94,1.1,1.18
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,18083,22,22,22,23.1,22,22.4,0.4,1.82
