Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,3586,37,861,852,880,840,870,9,1.05
ABANS FINANCE PLC,AFSL.N0000,10,1,67.8,67.1,67.1,67.1,67.8,0,0
ACCESS ENGINEERING PLC,AEL.N0000,267602,159,57.6,58,58.4,57.1,57.5,-0.1,-0.17
ACL CABLES PLC,ACL.N0000,39899,76,187.5,188,188,183.5,186.25,-1.25,-0.67
ACL PLASTICS PLC,APLA.N0000,12731,84,1100,1100,1152,1050,1100.75,0.75,0.07
ACME PRINTING & PACKAGING PLC,ACME.N0000,193251,18,6.8,6.9,6.9,6.6,6.6,-0.2,-2.94
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,57494,42,60.4,60,61.3,60,60.9,0.5,0.83
Agarapatana Plantations PLC,AGPL.N0000,29917,38,22.2,22.6,22.6,22,22.2,0,0
AGSTAR PLC,AGST.N0000,2686867,270,9.4,9.4,9.4,8.9,9,-0.4,-4.26
AGSTAR PLC,AGST.X0000,14240,31,12,11.2,11.4,10.9,11.2,-0.8,-6.67
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,179650,114,106,106,106,103,105,-1,-0.94
AITKEN SPENCE PLC,SPEN.N0000,118581,48,150.5,150,154,150,152,1.5,1
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,293,15,362.75,373.25,373.25,361.25,371.25,8.5,2.34
ALPHA FIRE SERVICES PLC,AFS.N0000,35157,30,27.4,27.9,27.9,27,27.1,-0.3,-1.09
ALUMEX PLC,ALUM.N0000,621988,198,18.6,18.7,18.8,18.2,18.4,-0.2,-1.08
AMANA BANK PLC,ABL.N0000,66118,51,26.3,26.3,26.6,26,26.5,0.2,0.76
AMANA TAKAFUL LIFE PLC,ATLL.N0000,460,7,50.9,50.7,52,50.7,50.9,0,0
AMANA TAKAFUL PLC,ATL.N0000,19603,19,21.8,22,23,22,22.5,0.7,3.21
AMBEON CAPITAL PLC,TAP.N0000,188951,75,29.5,29.5,30.2,29,30,0.5,1.69
AMBEON HOLDINGS PLC,GREG.N0000,79118,90,124.25,120,120,115.5,118.5,-5.75,-4.63
ARPICO INSURANCE PLC,AINS.N0000,1,1,36,37.9,37.9,37.9,36,0,0
ASIA ASSET FINANCE PLC,AAF.N0000,139892,129,48.5,48.8,49,48,48.6,0.1,0.21
ASIA CAPITAL PLC,ACAP.N0000,20414,13,4.8,4.8,4.9,4.7,4.8,0,0
