Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1467,102,1201.75,1249,1249,1165,1180.25,-21.5,-1.79
ABANS FINANCE PLC,AFSL.N0000,3656,11,70.7,71,74,70,70.3,-0.4,-0.57
ACCESS ENGINEERING PLC,AEL.N0000,1345141,679,76.9,77.2,77.5,75.8,76,-0.9,-1.17
ACL CABLES PLC,ACL.N0000,481066,355,253.25,254,256,250,254,0.75,0.3
ACL PLASTICS PLC,APLA.N0000,9264,101,1645,1649.5,1700,1611,1654.5,9.5,0.58
ACME PRINTING & PACKAGING PLC,ACME.N0000,81764,27,6.1,6,6.2,6,6,-0.1,-1.64
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,45065,42,54,54.7,54.7,53.4,53.5,-0.5,-0.93
Agarapatana Plantations PLC,AGPL.N0000,164337,70,18.7,18.6,19.4,18.1,18.2,-0.5,-2.67
AGSTAR PLC,AGST.N0000,360941,68,9.3,9.2,9.4,9.1,9.3,0,0
AGSTAR PLC,AGST.X0000,1000,3,12.1,12,12,11.6,11.8,-0.3,-2.48
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,26611,84,106.75,107,107.75,105,105.25,-1.5,-1.41
AITKEN SPENCE PLC,SPEN.N0000,5693,51,149.25,152.5,152.5,145,147.5,-1.75,-1.17
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,6852,38,355,355,365,355,359.75,4.75,1.34
ALPHA FIRE SERVICES PLC,AFS.N0000,5936,11,26.6,28,28,26,26.7,0.1,0.38
ALUMEX PLC,ALUM.N0000,544895,295,21.5,21.7,21.9,20.9,21.2,-0.3,-1.4
AMANA BANK PLC,ABL.N0000,832616,183,29.9,30,30.5,29.4,29.6,-0.3,-1
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1449,7,38.6,40.2,40.2,39,39,0.4,1.04
AMANA TAKAFUL PLC,ATL.N0000,114679,39,25,25.1,25.9,25.1,25.6,0.6,2.4
AMBEON CAPITAL PLC,TAP.N0000,140509,119,41.4,41.5,41.9,40,40.5,-0.9,-2.17
AMBEON HOLDINGS PLC,GREG.N0000,12828,42,158.5,140,157.75,140,155,-3.5,-2.21
ARPICO INSURANCE PLC,AINS.N0000,2116,7,34,33.2,33.6,33.2,33.6,-0.4,-1.18
ASIA ASSET FINANCE PLC,AAF.N0000,117678,132,52.8,52.6,52.7,50,51.9,-0.9,-1.7
ASIA CAPITAL PLC,ACAP.N0000,87093,18,6.3,6.2,6.4,6.2,6.3,0,0
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,197264,51,9.8,9.8,10,9.6,9.7,-0.1,-1.02
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,52851,39,55.6,55.8,56.3,55.3,55.8,0.2,0.36
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,75891,95,31.2,31.3,31.6,30,30,-1.2,-3.85
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,27141,46,13.7,13.8,13.8,13.2,13.3,-0.4,-2.92
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,13463,39,70.9,71.5,71.5,70,70.1,-0.8,-1.13
B P P L HOLDINGS PLC,BPPL.N0000,46250,55,20.7,20.6,21,20,20.2,-0.5,-2.42
BAIRAHA FARMS PLC,BFL.N0000,37861,128,410.25,417,418.5,407,410,-0.25,-0.06
BALANGODA PLANTATIONS PLC,BALA.N0000,4365,16,75.3,75.2,76.9,75.1,76,0.7,0.93
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,5082,10,22.1,22.8,22.8,21.7,21.7,-0.4,-1.81
BERUWALA RESORTS PLC,BERU.N0000,98682,26,3.8,3.9,3.9,3.7,3.8,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,143143,355,151.25,150,152,143,147,-4.25,-2.81
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,2573,23,79.9,79.9,79.9,77.5,77.8,-2.1,-2.63
BROWN & COMPANY PLC,BRWN.N0000,6735,45,166.5,169,169.5,165,165.75,-0.75,-0.45
BROWNS INVESTMENTS PLC,BIL.N0000,2717620,233,6.7,6.8,6.9,6.7,6.8,0.1,1.49
BUKIT DARAH PLC,BUKI.N0000,894,28,1037,1055,1055,1030,1047.5,10.5,1.01
C I C HOLDINGS PLC,CIC.X0000,220973,129,25.8,26.5,26.5,25.6,25.9,0.1,0.39
C I C HOLDINGS PLC,CIC.N0000,3008122,264,32.8,33,33,32.5,32.8,0,0
C M HOLDINGS PLC,COLO.N0000,31920,51,58.3,57.3,59.2,57,58.3,0,0
C T HOLDINGS PLC,CTHR.N0000,50580,38,648.5,651.25,651.25,631.5,635.75,-12.75,-1.97
C T LAND DEVELOPMENT PLC,CTLD.N0000,4338,11,38.5,38,38.9,37,37.4,-1.1,-2.86
C. W. MACKIE PLC,CWM.N0000,10456,62,148,148,150.75,146.5,149,1,0.68
CABLE SOLUTIONS PLC,CSLK.N0000,130007,57,15,15,15.3,14.6,14.7,-0.3,-2
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,318,1,14.5,14,14,14,14,-0.5,-3.45
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,20,2,14,14.3,14.3,14.3,14,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,191857,89,16,16,16,15.8,15.9,-0.1,-0.63
CAPITAL ALLIANCE PLC,CALT.N0000,53227,107,51.6,52.5,52.5,51,51,-0.6,-1.16
CARGILLS (CEYLON) PLC,CARG.N0000,1147,17,800.5,806,806,800,804,3.5,0.44
CARGILLS BANK PLC,CBNK.N0000,1680395,461,9.9,9.9,10,9.6,9.7,-0.2,-2.02
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,804,6,165.75,167,167,163,164,-1.75,-1.06
CARSON CUMBERBATCH PLC,CARS.N0000,2014,8,768.75,775,775,773,774.75,6,0.78
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,107434,160,274,275,290,274.25,283,9,3.28
CENTRAL INDUSTRIES PLC,CIND.N0000,90666,162,256.5,257.75,257.75,253,255,-1.5,-0.58
CEYLINCO HOLDINGS PLC,CINS.N0000,1508,15,3195.75,3100.5,3300,3100.5,3283,87.25,2.73
CEYLINCO HOLDINGS PLC,CINS.X0000,471,4,1724.25,1794,1794,1750,1752,27.75,1.61
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,17,6,2644.5,2510,2548,2500,2644.5,0,0
CEYLON COLD STORES PLC,CCS.N0000,248610,154,109,108.5,110,108.5,110,1,0.92
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,85518,135,390.25,395,410,394,396.25,6,1.54
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,2133,17,272.75,272.5,279.5,272.5,275.75,3,1.1
CEYLON HOSPITALS PLC,CHL.X0000,1166,8,200,200,200,190,199.75,-0.25,-0.13
CEYLON HOSPITALS PLC,CHL.N0000,260,7,272.25,270,274,270,271.25,-1,-0.37
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,380978,169,37.9,38,39.9,38,39.1,1.2,3.17
CEYLON INVESTMENT PLC,CINV.N0000,7458,39,129.25,128,131,127,127.75,-1.5,-1.16
CEYLON LAND & EQUITY PLC,KZOO.N0000,348687,73,11.5,11.6,11.6,10.8,11.2,-0.3,-2.61
CEYLON TEA BROKERS PLC,CTBL.N0000,40168,40,8.6,8.9,8.9,8.5,8.7,0.1,1.16
CEYLON TOBACCO COMPANY PLC,CTC.N0000,961,56,1698.75,1699,1699,1690,1694.75,-4,-0.24
