Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2241,59,872,870,889.75,861,861,-11,-1.26
ABANS FINANCE PLC,AFSL.N0000,925,17,67.1,70,70,67.2,67.8,0.7,1.04
ACCESS ENGINEERING PLC,AEL.N0000,412888,219,58,58.5,58.5,57.3,57.6,-0.4,-0.69
ACL CABLES PLC,ACL.N0000,507912,122,186.75,186,189,186,187.5,0.75,0.4
ACL PLASTICS PLC,APLA.N0000,2532,42,1094.5,1100,1128.75,1100,1100,5.5,0.5
ACME PRINTING & PACKAGING PLC,ACME.N0000,6511,17,6.7,6.9,6.9,6.6,6.8,0.1,1.49
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,40495,37,60.6,60,61.4,60,60.4,-0.2,-0.33
Agarapatana Plantations PLC,AGPL.N0000,189130,75,22.9,23,23,22,22.2,-0.7,-3.06
AGSTAR PLC,AGST.N0000,1436833,245,9.6,9.7,9.7,9.2,9.4,-0.2,-2.08
AGSTAR PLC,AGST.X0000,47284,29,11.1,11.3,12,11,12,0.9,8.11
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,296290,160,106,106,107.75,105.75,106,0,0
AITKEN SPENCE PLC,SPEN.N0000,9575,31,150,150,153,150,150.5,0.5,0.33
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,14706,90,369.75,370,370,360,362.75,-7,-1.89
ALPHA FIRE SERVICES PLC,AFS.N0000,43075,55,27.5,27.3,27.9,27.2,27.4,-0.1,-0.36
ALUMEX PLC,ALUM.N0000,1269692,180,18.5,18.7,19.1,18.6,18.6,0.1,0.54
AMANA BANK PLC,ABL.N0000,89042,72,26.6,26,26.8,26,26.3,-0.3,-1.13
AMANA TAKAFUL LIFE PLC,ATLL.N0000,443,11,51.7,50.5,52,50.5,50.9,-0.8,-1.55
AMANA TAKAFUL PLC,ATL.N0000,3978,21,22.9,23,23,21.7,21.8,-1.1,-4.8
AMBEON CAPITAL PLC,TAP.N0000,595603,119,30,30.9,30.9,29.1,29.5,-0.5,-1.67
AMBEON HOLDINGS PLC,GREG.N0000,23709,24,128,127.75,128,120,124.25,-3.75,-2.93
ASIA ASSET FINANCE PLC,AAF.N0000,944807,301,46.2,47,51.5,47,48.5,2.3,4.98
ASIA CAPITAL PLC,ACAP.N0000,36615,23,4.7,4.9,5,4.7,4.8,0.1,2.13
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,525035,82,8.6,8.9,9,8.4,8.6,0,0
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,21543,28,68.5,68.4,69,67.2,67.5,-1,-1.46
