Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,152,24,1203.5,1235,1235,1203.5,1222.75,19.25,1.6
ABANS FINANCE PLC,AFSL.N0000,160,10,75.6,75.6,75.6,71.2,72.8,-2.8,-3.7
ACCESS ENGINEERING PLC,AEL.N0000,376913,391,75.2,75.2,76,74.1,74.5,-0.7,-0.93
ACL CABLES PLC,ACL.N0000,149792,140,252.75,252.5,254,251.25,254,1.25,0.49
ACL PLASTICS PLC,APLA.N0000,345,28,1652.75,1652.75,1725,1650,1711.25,58.5,3.54
ACME PRINTING & PACKAGING PLC,ACME.N0000,55942,29,6.5,6.4,6.5,6.2,6.5,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,49350,52,53.7,54.9,54.9,52.5,52.6,-1.1,-2.05
Agarapatana Plantations PLC,AGPL.N0000,39282,37,18.4,18.5,18.6,18.3,18.3,-0.1,-0.54
AGSTAR PLC,AGST.N0000,69002,41,9,9,9.1,8.9,9,0,0
AGSTAR PLC,AGST.X0000,76,2,11.5,12.2,12.2,12.2,11.5,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,12167,36,107.5,107,107.5,106,107,-0.5,-0.47
AITKEN SPENCE PLC,SPEN.N0000,4273,35,146,146.5,150,146,146.25,0.25,0.17
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,12392,87,358.5,357,360,350,360,1.5,0.42
ALPHA FIRE SERVICES PLC,AFS.N0000,3334,7,25.1,26.7,26.7,25.2,25.2,0.1,0.4
ALUMEX PLC,ALUM.N0000,223811,123,20.9,20.9,20.9,20.4,20.5,-0.4,-1.91
AMANA BANK PLC,ABL.N0000,108006,97,29.4,29.5,30,29,29.6,0.2,0.68
AMANA TAKAFUL LIFE PLC,ATLL.N0000,10075,28,38,37.6,37.8,37,37.5,-0.5,-1.32
AMANA TAKAFUL PLC,ATL.N0000,14193,42,25,25,25.5,24.5,25,0,0
AMBEON CAPITAL PLC,TAP.N0000,414029,138,39.2,39,39.8,38,38.4,-0.8,-2.04
AMBEON HOLDINGS PLC,GREG.N0000,4642,40,151.75,151.75,156.75,149.25,150.25,-1.5,-0.99
ARPICO INSURANCE PLC,AINS.N0000,1790,14,36.2,34,37.8,34,34.4,-1.8,-4.97
ASIA ASSET FINANCE PLC,AAF.N0000,56094,74,50.1,51.5,51.5,50,50.2,0.1,0.2
ASIA CAPITAL PLC,ACAP.N0000,17112,30,6,6.3,6.3,6,6,0,0
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,122087,49,9.4,9.9,9.9,9.4,9.5,0.1,1.06
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,14978,22,55,54.9,57,54.5,54.5,-0.5,-0.91
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,5180,39,30.8,31.4,31.4,29.9,30.2,-0.6,-1.95
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,7333,18,13.4,13.9,13.9,13.7,13.7,0.3,2.24
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,22962,47,67.5,67.5,69.5,66.2,69.5,2,2.96
B P P L HOLDINGS PLC,BPPL.N0000,30137,41,20.4,20.4,20.9,20.2,20.2,-0.2,-0.98
BAIRAHA FARMS PLC,BFL.N0000,13874,54,416,415,418,415,415.5,-0.5,-0.12
BALANGODA PLANTATIONS PLC,BALA.N0000,82549,121,72.5,73,74,69.8,70,-2.5,-3.45
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,75,6,22.7,22.7,22.7,22.5,22.7,0,0
BERUWALA RESORTS PLC,BERU.N0000,111412,44,3.8,3.8,3.8,3.7,3.8,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,14344,119,140.25,138,143,131,137.5,-2.75,-1.96
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,171,7,78.9,78,78,76,76.9,-2,-2.53
BROWN & COMPANY PLC,BRWN.N0000,12499,60,165,164.5,164.5,160.25,163,-2,-1.21
BROWNS BEACH HOTELS PLC,BBH.N0000,1012,7,24,23.3,24,22.5,22.9,-1.1,-4.58
BROWNS INVESTMENTS PLC,BIL.N0000,1635877,184,6.6,6.5,6.7,6.5,6.6,0,0
BUKIT DARAH PLC,BUKI.N0000,40,6,1034,1034,1050,1034,1034,0,0
C I C HOLDINGS PLC,CIC.X0000,80547,75,25.5,26,26,25.5,25.6,0.1,0.39
C I C HOLDINGS PLC,CIC.N0000,700607,195,33.2,33,33.4,32.9,33.1,-0.1,-0.3
C M HOLDINGS PLC,COLO.N0000,22771,71,57.1,57,57.5,55,56.7,-0.4,-0.7
C T HOLDINGS PLC,CTHR.N0000,16,6,674.75,675,675,641,674.75,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,3440,12,37.2,38.1,38.5,37,37.7,0.5,1.34
C. W. MACKIE PLC,CWM.N0000,9929,59,146.25,146,149,145.25,148.5,2.25,1.54
CABLE SOLUTIONS PLC,CSLK.N0000,82158,48,14.6,14.5,14.8,14.5,14.8,0.2,1.37
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,2647,28,14,14.9,16.9,14.6,15.7,1.7,12.14
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,5073,9,14,13.9,14.2,13.3,14.2,0.2,1.43
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,8531909,1538,15.8,16.9,18.4,16.9,17.2,1.4,8.86
CAPITAL ALLIANCE PLC,CALT.N0000,7036274,4542,51.4,63.5,69.9,61.5,65.1,13.7,26.65
CARGILLS (CEYLON) PLC,CARG.N0000,4242,60,800.25,800,800,780,780,-20.25,-2.53
CARGILLS BANK PLC,CBNK.N0000,317801,125,9.8,9.7,9.9,9.7,9.8,0,0
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,1001,9,159.5,157.25,164.75,157.25,157.25,-2.25,-1.41
CARSON CUMBERBATCH PLC,CARS.N0000,215,10,765,752,780,750,752.5,-12.5,-1.63
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,67610,267,274.5,274.5,286,269,269.75,-4.75,-1.73
CENTRAL INDUSTRIES PLC,CIND.N0000,10354,42,250,253,254.75,246,248.75,-1.25,-0.5
CEYLINCO HOLDINGS PLC,CINS.X0000,14,2,1708.75,1709,1788.75,1709,1708.75,0,0
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,30,6,2644.5,2624,2624,2510,2644.5,0,0
CEYLON COLD STORES PLC,CCS.N0000,93420,87,108.25,107.75,108.5,107.75,108.25,0,0
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,23848,50,401.5,401.5,405,399,400.25,-1.25,-0.31
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,4972,41,265,275,275,260,260.25,-4.75,-1.79
CEYLON HOSPITALS PLC,CHL.N0000,24,5,264,268.5,268.5,264,264,0,0
CEYLON HOSPITALS PLC,CHL.X0000,36,5,199.75,190,200,190,199.75,0,0
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,90707,54,38.5,38.5,38.8,37.7,37.7,-0.8,-2.08
CEYLON INVESTMENT PLC,CINV.N0000,15885,70,128,126,128,123.75,125,-3,-2.34
CEYLON LAND & EQUITY PLC,KZOO.N0000,62037,42,11.3,10.9,10.9,10.7,10.8,-0.5,-4.42
CEYLON TEA BROKERS PLC,CTBL.N0000,49272,34,8.7,8.7,8.8,8.5,8.6,-0.1,-1.15
CEYLON TOBACCO COMPANY PLC,CTC.N0000,31717,90,1688.75,1686.25,1699,1680,1695.5,6.75,0.4
CHEMANEX PLC,CHMX.N0000,113,4,167.25,167,174,166.25,167,-0.25,-0.15
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,21384,117,180,179.25,179.5,178.75,179.5,-0.5,-0.28
CHRISSWORLD PLC,CWL.N0000,5094,16,14,13.3,14,13.3,13.9,-0.1,-0.71
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,40,5,384.75,392.75,392.75,380,384.75,0,0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,81,4,290.75,290.75,297,290.75,290.75,0,0
CITRUS LEISURE PLC,REEF.N0000,366684,63,4.2,4.1,4.3,4,4.1,-0.1,-2.38
Co-operative Insurance Company PLC,COOP.N0000,231423,111,4,4.1,4.2,4,4.1,0.1,2.5
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,1140,15,150,153.75,154.5,145.25,145.75,-4.25,-2.83
COLOMBO DOCKYARD PLC,DOCK.N0000,1689211,1583,192,192,210,189.25,202.25,10.25,5.34
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,313,19,435.5,443,443,434.25,434.5,-1,-0.23
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,30,4,479,495,495,494.75,479,0,0
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,218639,27,44.1,45.2,45.2,44,44,-0.1,-0.23
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,213826,156,198,198.5,200,198,200,2,1.01
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,22503,107,186,186,186,184.75,184.75,-1.25,-0.67
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,27198,112,126.25,126,128.75,126,126,-0.25,-0.2
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,118,3,271,271,281,271,271.25,0.25,0.09
CONVENIENCE FOODS LANKA PLC,SOY.N0000,9,4,2215.5,2217.5,2217.5,2216,2215.5,0,0
DANKOTUWA PORCELAIN PLC,DPL.N0000,109392,90,16.9,16.7,17.4,16.5,17,0.1,0.59
DFCC BANK PLC,DFCC.N0000,73774,184,146.25,146.5,150,146,148,1.75,1.2
DIALOG AXIATA PLC,DIAL.N0000,258057,122,29.5,29.5,29.8,29.5,29.6,0.1,0.34
DIALOG FINANCE PLC,CALF.N0000,1751,16,97.2,98.5,99.9,98.5,99.9,2.7,2.78
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,401,18,2044,2094.75,2094.75,2020,2021.25,-22.75,-1.11
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,139763,103,144.5,146,146,144,144.5,0,0
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,14,4,1240,1150,1210,1150,1240,0,0
DIPPED PRODUCTS PLC,DIPD.N0000,84523,110,60,59.5,60.5,59.5,60.1,0.1,0.17
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,32274,50,56.7,56.1,58,56.1,57.3,0.6,1.06
DOLPHIN HOTELS PLC,STAF.N0000,16026,66,57,57,57.2,55,55.2,-1.8,-3.16
E - CHANNELLING PLC,ECL.N0000,10101,7,16.3,16.2,16.4,16,16.4,0.1,0.61
E B CREASY & COMPANY PLC,EBCR.N0000,23130,21,62.5,63,63,62.5,62.5,0,0
