Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,865,58,1525.25,1525.25,1546,1471.25,1493.25,-32,-2.1
ABANS FINANCE PLC,AFSL.N0000,44175,139,94.1,100,100,85.1,87,-7.1,-7.55
ACCESS ENGINEERING PLC,AEL.N0000,806026,257,66.8,67,67,66.6,66.6,-0.2,-0.3
ACL CABLES PLC,ACL.N0000,374284,85,224.5,224.5,225.25,223,223,-1.5,-0.67
ACL PLASTICS PLC,APLA.N0000,1280,42,1694.75,1695,1710,1650,1655,-39.75,-2.35
ACME PRINTING & PACKAGING PLC,ACME.N0000,32389,21,6.8,6.6,6.7,6.6,6.6,-0.2,-2.94
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,38981,50,59.7,60,60,59.5,59.5,-0.2,-0.34
Agarapatana Plantations PLC,AGPL.N0000,51613,62,20.7,20.7,21.2,20.5,20.6,-0.1,-0.48
AGSTAR PLC,AGST.N0000,418499,94,9.7,9.8,9.8,9.5,9.6,-0.1,-1.03
AGSTAR PLC,AGST.X0000,11908,12,12.8,13.4,13.4,12.6,12.7,-0.1,-0.78
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,37619,49,126.5,127.5,127.5,124.5,124.75,-1.75,-1.38
AITKEN SPENCE PLC,SPEN.N0000,858,14,169.5,169.5,169.5,166.25,168.5,-1,-0.59
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,5208,26,412,412,416.75,405,409.25,-2.75,-0.67
ALPHA FIRE SERVICES PLC,AFS.N0000,8632,14,27.7,27.4,27.5,27,27,-0.7,-2.53
ALUMEX PLC,ALUM.N0000,261239,167,19.5,19.5,19.8,19,19.5,0,0
AMANA BANK PLC,ABL.N0000,3959513,643,28.4,28.7,29.8,28.7,29,0.6,2.11
AMANA TAKAFUL LIFE PLC,ATLL.N0000,15612,28,43.2,44,46.2,43.3,45.9,2.7,6.25
AMANA TAKAFUL PLC,ATL.N0000,134932,64,29.8,29.8,29.9,29.6,29.7,-0.1,-0.34
AMBEON CAPITAL PLC,TAP.N0000,836760,236,48,48,48.8,47.5,47.9,-0.1,-0.21
AMBEON HOLDINGS PLC,GREG.N0000,73877,164,172.5,175,175,172.5,173.75,1.25,0.72
ARPICO INSURANCE PLC,AINS.N0000,63194,25,39.9,39.8,40,37.5,40,0.1,0.25
ASIA ASSET FINANCE PLC,AAF.N0000,637072,217,54.3,54.3,59.5,54.3,56,1.7,3.13
ASIA CAPITAL PLC,ACAP.N0000,40590,37,6.7,6.6,6.8,6.6,6.8,0.1,1.49
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,639582,113,10.7,10.7,10.7,10.3,10.4,-0.3,-2.8
