Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,6561,191,1324.25,1311,1552,1305.5,1419,94.75,7.15
ABANS FINANCE PLC,AFSL.N0000,3097,13,75.8,75.4,77,74,74,-1.8,-2.37
ACCESS ENGINEERING PLC,AEL.N0000,954926,215,62.8,63.5,63.5,61.9,62,-0.8,-1.27
ACL CABLES PLC,ACL.N0000,1765577,266,216,216.25,223,216,220.5,4.5,2.08
ACL PLASTICS PLC,APLA.N0000,2467,84,1682.25,1690,1729,1650,1698,15.75,0.94
ACME PRINTING & PACKAGING PLC,ACME.N0000,37408,29,6.5,6.6,6.7,6.6,6.6,0.1,1.54
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,17531,38,62,62,63,61.6,61.9,-0.1,-0.16
Agarapatana Plantations PLC,AGPL.N0000,166717,50,22.1,22,22.5,22,22.2,0.1,0.45
AGSTAR PLC,AGST.N0000,948744,133,9.6,9.7,9.7,9.3,9.4,-0.2,-2.08
AGSTAR PLC,AGST.X0000,16602,19,12.5,11.7,13,11.7,12.6,0.1,0.8
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,602141,147,125.25,125.5,128,125.5,126.5,1.25,1
AITKEN SPENCE PLC,SPEN.N0000,238790,51,166.75,168,168.5,166,167,0.25,0.15
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,86604,395,440.5,475,494,468,476.25,35.75,8.12
ALPHA FIRE SERVICES PLC,AFS.N0000,9939,30,28.9,29.9,29.9,27,27.6,-1.3,-4.5
ALUMEX PLC,ALUM.N0000,1065953,166,21.6,21.7,21.7,21.2,21.3,-0.3,-1.39
AMANA BANK PLC,ABL.N0000,2744100,346,29,29,29.4,28.9,29.1,0.1,0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,88232,87,51.9,53.5,54,51,52.4,0.5,0.96
AMANA TAKAFUL PLC,ATL.N0000,251523,299,28.7,33.7,33.7,29.4,30.2,1.5,5.23
AMBEON CAPITAL PLC,TAP.N0000,2095016,409,41.1,41.1,43,41.1,42.2,1.1,2.68
AMBEON HOLDINGS PLC,GREG.N0000,83267,64,157,153,159,152,154.75,-2.25,-1.43
ARPICO INSURANCE PLC,AINS.N0000,721417,48,39.9,40,42,39.5,39.8,-0.1,-0.25
ASIA ASSET FINANCE PLC,AAF.N0000,169045,120,62.3,63,63.5,61,61.7,-0.6,-0.96
ASIA CAPITAL PLC,ACAP.N0000,488539,233,8.4,8.5,8.5,8,8.1,-0.3,-3.57
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,299247,56,9.3,9.5,9.5,9.1,9.2,-0.1,-1.08
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,37778,69,64,65,66,62.5,62.9,-1.1,-1.72
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,47951,74,33.1,33.1,33.4,32.6,32.8,-0.3,-0.91
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,13304,37,13.8,13.7,13.8,13.5,13.5,-0.3,-2.17
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,80819,204,79,78.3,79.5,77,77.5,-1.5,-1.9
B P P L HOLDINGS PLC,BPPL.N0000,6089340,738,21.7,22,23.3,21.9,23,1.3,5.99
BAIRAHA FARMS PLC,BFL.N0000,77362,75,376.75,384.75,389.75,376.25,384.75,8,2.12
BALANGODA PLANTATIONS PLC,BALA.N0000,24967,62,92.1,95,95,90,92.2,0.1,0.11
