Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,12510,368,861.75,865,999,865,972,110.25,12.79
ABANS FINANCE PLC,AFSL.N0000,1042,4,68.3,70,70,68,70,1.7,2.49
ACCESS ENGINEERING PLC,AEL.N0000,4234727,462,59.2,59.6,61.5,59.6,60.6,1.4,2.36
ACL CABLES PLC,ACL.N0000,117927,172,187.25,189,193.25,189,190.25,3,1.6
ACL PLASTICS PLC,APLA.N0000,17923,159,1150,1150,1210,1125,1201,51,4.43
ACME PRINTING & PACKAGING PLC,ACME.N0000,1121080,107,6.4,6.6,7.3,6.4,7.1,0.7,10.94
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,22727,40,60.1,60.5,61,60,60.4,0.3,0.5
Agarapatana Plantations PLC,AGPL.N0000,49820,54,22.6,23.3,23.3,22.3,22.8,0.2,0.88
AGSTAR PLC,AGST.N0000,2484946,251,9.1,9.2,9.4,8.9,9,-0.1,-1.1
AGSTAR PLC,AGST.X0000,9454,11,10.5,10.9,11.5,10.9,11.3,0.8,7.62
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,446300,219,109,109.5,111.75,109,111,2,1.83
AITKEN SPENCE PLC,SPEN.N0000,27805,48,155.75,157,157.75,155,156,0.25,0.16
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2997,26,362.5,362.5,372.75,362.5,365,2.5,0.69
ALPHA FIRE SERVICES PLC,AFS.N0000,105816,62,26.5,26.9,28,26.9,27.7,1.2,4.53
ALUMEX PLC,ALUM.N0000,21642192,1805,18.7,18.9,21.2,18.8,20.8,2.1,11.23
AMANA BANK PLC,ABL.N0000,52327,75,26,26.2,26.2,25.9,26,0,0
AMANA TAKAFUL LIFE PLC,ATLL.N0000,2786,27,51,51,51,47.5,50,-1,-1.96
AMANA TAKAFUL PLC,ATL.N0000,12132,27,21.8,22.2,22.2,20.5,22.2,0.4,1.83
AMBEON CAPITAL PLC,TAP.N0000,4016584,555,31.1,31.9,33.2,31.7,32.5,1.4,4.5
AMBEON HOLDINGS PLC,GREG.N0000,53086,60,117.25,117.75,128.75,115,120,2.75,2.35
ARPICO INSURANCE PLC,AINS.N0000,25,2,39.1,39,39,39,39.1,0,0
ASIA ASSET FINANCE PLC,AAF.N0000,11541,22,47,48.9,49,47.2,48.1,1.1,2.34
ASIA CAPITAL PLC,ACAP.N0000,51766,25,4.7,4.7,4.7,4.6,4.6,-0.1,-2.13
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,17176751,1032,8.6,8.9,10,8.9,9.7,1.1,12.79
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,141163,194,66.2,67.3,70,67,68.9,2.7,4.08
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,40627,55,35.7,36,37.5,35.5,36.8,1.1,3.08
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,33160,21,14,14.3,14.3,13.8,13.8,-0.2,-1.43
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,179106,178,100,102,102,97,98.8,-1.2,-1.2
B P P L HOLDINGS PLC,BPPL.N0000,13115,24,20,19.7,20.8,19.6,20.3,0.3,1.5
BAIRAHA FARMS PLC,BFL.N0000,164284,332,257.75,259,280,259,271,13.25,5.14
BALANGODA PLANTATIONS PLC,BALA.N0000,9941,34,96.9,95.3,97.5,95.3,95.3,-1.6,-1.65
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,12913,25,22.5,21.4,22,21,22,-0.5,-2.22
BERUWALA RESORTS PLC,BERU.N0000,1673691,116,4,4,4.2,4,4.1,0.1,2.5
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,35765,99,79.2,80,82,79.8,80,0.8,1.01
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,4422,9,86,86.3,87.5,86,86.5,0.5,0.58
BROWN & COMPANY PLC,BRWN.N0000,13790,66,183.75,188,188.5,182,183.75,0,0
BROWNS BEACH HOTELS PLC,BBH.N0000,451379,111,26.6,27,28.2,27,27.4,0.8,3.01
BROWNS INVESTMENTS PLC,BIL.N0000,7250220,412,7.6,7.6,7.7,7.4,7.5,-0.1,-1.32
BUKIT DARAH PLC,BUKI.N0000,120,9,979.75,990,990,980.25,981.5,1.75,0.18
C I C HOLDINGS PLC,CIC.X0000,105423,63,107.75,109.5,110,108,110,2.25,2.09
C I C HOLDINGS PLC,CIC.N0000,280395,95,137.75,138,141,138,140.75,3,2.18
C M HOLDINGS PLC,COLO.N0000,28684,26,399,399.5,412,399,410,11,2.76
C T HOLDINGS PLC,CTHR.N0000,2784,22,688.5,690,700,675,692.75,4.25,0.62
C T LAND DEVELOPMENT PLC,CTLD.N0000,27371,49,35.7,36.7,39.5,36.7,38.9,3.2,8.96
C. W. MACKIE PLC,CWM.N0000,543,11,120.75,124,124,122,124,3.25,2.69
CABLE SOLUTIONS PLC,CSLK.N0000,567861,120,14.7,14.9,15.5,14.8,15.2,0.5,3.4
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,670,3,15.8,15.8,15.8,15.8,15.8,0,0
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,20,1,14,14,14,14,14,0,0
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,219402,99,17.5,17.8,18,17,17.4,-0.1,-0.57
CAPITAL ALLIANCE PLC,CALT.N0000,123855,145,52.9,53,53,52.7,53,0.1,0.19
CARGILLS (CEYLON) PLC,CARG.N0000,272,27,793.5,794,795,794,795,1.5,0.19
CARGILLS BANK PLC,CBNK.N0000,238276,110,9.2,9.2,9.3,9.1,9.2,0,0
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,11921,48,189,189.75,190.5,179.75,180,-9,-4.76
CARSON CUMBERBATCH PLC,CARS.N0000,8050,9,781.25,780,791,780,790.25,9,1.15
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,87094,209,282.5,283,284.75,278,280.5,-2,-0.71
CENTRAL INDUSTRIES PLC,CIND.N0000,234774,224,195.75,195.75,202,195.75,198.5,2.75,1.4
CEYLINCO HOLDINGS PLC,CINS.N0000,3,3,3033.75,3180,3180,3180,3033.75,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,312,8,1720.25,1750,1750,1720,1720.5,0.25,0.01
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,7,4,2625.75,2721,2730,2721,2625.75,0,0
CEYLON COLD STORES PLC,CCS.N0000,60365,109,110.25,111,113,111,112,1.75,1.59
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,6552,46,322.25,324.5,324.5,321,322.25,0,0
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,9350,35,282.25,284,290,284,285.5,3.25,1.15
CEYLON HOSPITALS PLC,CHL.X0000,26,2,150,153.5,153.5,153.5,150,0,0
CEYLON HOSPITALS PLC,CHL.N0000,223,10,175,179.75,179.75,175,177.75,2.75,1.57
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,41158,82,36.9,37.4,38.4,34.6,35.9,-1,-2.71
CEYLON INVESTMENT PLC,CINV.N0000,97007,84,126,126.5,128.25,126.5,127.25,1.25,0.99
CEYLON LAND & EQUITY PLC,KZOO.N0000,367969,108,10.4,10.6,10.6,10.1,10.2,-0.2,-1.92
CEYLON TEA BROKERS PLC,CTBL.N0000,504959,189,7.6,7.9,8.6,7.9,8.4,0.8,10.53
