Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1631,79,1594.25,1595,1600,1561,1589.75,-4.5,-0.28
ABANS FINANCE PLC,AFSL.N0000,2083,12,73.6,76.5,76.9,73.6,76.5,2.9,3.94
ACCESS ENGINEERING PLC,AEL.N0000,194208,116,60.6,61,61,60.3,60.4,-0.2,-0.33
ACL CABLES PLC,ACL.N0000,567406,139,222,222.5,224.75,220.5,221,-1,-0.45
ACL PLASTICS PLC,APLA.N0000,7473,115,1718.75,1739,1750,1715,1730,11.25,0.65
ACME PRINTING & PACKAGING PLC,ACME.N0000,99452,38,6.3,6.8,6.8,6.5,6.7,0.4,6.35
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,142057,29,60.2,61.8,61.8,60.5,61,0.8,1.33
Agarapatana Plantations PLC,AGPL.N0000,35812,56,21.7,21.8,22,21.4,21.5,-0.2,-0.92
AGSTAR PLC,AGST.N0000,189220,57,9.3,9.3,9.5,9.3,9.4,0.1,1.08
AGSTAR PLC,AGST.X0000,19837,24,12.6,12.2,13,12.2,12.6,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,83717,49,122.75,123,123,122,122.25,-0.5,-0.41
AITKEN SPENCE PLC,SPEN.N0000,8421,18,164.5,163.75,167.5,163,164.5,0,0
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,20427,60,439,447,447,432.25,433.25,-5.75,-1.31
ALPHA FIRE SERVICES PLC,AFS.N0000,145532,84,27.1,27.6,29.5,27.5,29.1,2,7.38
ALUMEX PLC,ALUM.N0000,677430,125,21,21.3,21.3,20.8,21,0,0
AMANA BANK PLC,ABL.N0000,623026,62,28.7,28.9,29.2,28.5,28.9,0.2,0.7
AMANA TAKAFUL LIFE PLC,ATLL.N0000,38948,110,45.5,48.9,50.9,44,45.9,0.4,0.88
