Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,4450,120,835.75,836,899,825,872,36.25,4.34
ABANS FINANCE PLC,AFSL.N0000,1095,9,69.5,68,68,67,67.1,-2.4,-3.45
ACCESS ENGINEERING PLC,AEL.N0000,490129,327,58.8,58.6,59,57.8,58,-0.8,-1.36
ACL CABLES PLC,ACL.N0000,125498,104,185.75,185,188.75,183,186.75,1,0.54
ACL PLASTICS PLC,APLA.N0000,18828,228,1045.25,1045,1140,1040,1094.5,49.25,4.71
ACME PRINTING & PACKAGING PLC,ACME.N0000,44783,20,6.8,6.8,6.8,6.6,6.7,-0.1,-1.47
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,85523,71,60.2,60,61.4,59,60.6,0.4,0.66
Agarapatana Plantations PLC,AGPL.N0000,197384,83,22.8,22.4,23.1,22,22.9,0.1,0.44
AGSTAR PLC,AGST.N0000,3261083,499,9.6,9.5,9.9,9.2,9.6,0,0
AGSTAR PLC,AGST.X0000,69936,61,12,12.6,12.6,11,11.1,-0.9,-7.5
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,1043289,251,105,106.5,107.5,103,106,1,0.95
AITKEN SPENCE PLC,SPEN.N0000,216207,43,151,150,153.75,149,150,-1,-0.66
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3724,46,370.75,370.5,373.75,368,369.75,-1,-0.27
ALPHA FIRE SERVICES PLC,AFS.N0000,45711,49,27.5,27.9,27.9,27,27.5,0,0
ALUMEX PLC,ALUM.N0000,3181824,320,18.4,18.4,19,18,18.5,0.1,0.54
AMANA BANK PLC,ABL.N0000,152752,148,26.1,25.5,26.9,25.5,26.6,0.5,1.92
AMANA TAKAFUL LIFE PLC,ATLL.N0000,4919,26,50.3,50.4,55,50.4,51.7,1.4,2.78
