Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2531,69,544.75,558,569.75,517.5,556,11.25,2.07
ABANS FINANCE PLC,AFSL.N0000,218,6,71,69,72,69,71.1,0.1,0.14
ACCESS ENGINEERING PLC,AEL.N0000,264848,340,59,59,59.9,58.6,59.1,0.1,0.17
ACL CABLES PLC,ACL.N0000,114031,98,183,182.5,184.75,182.5,182.75,-0.25,-0.14
ACL PLASTICS PLC,APLA.N0000,2786,46,749.5,749,755,742.25,750.25,0.75,0.1
ACME PRINTING & PACKAGING PLC,ACME.N0000,105919,25,5.3,5.2,5.3,5.1,5.2,-0.1,-1.89
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,90924,66,61.8,61.7,62.3,61.3,61.9,0.1,0.16
Agarapatana Plantations PLC,AGPL.N0000,536794,151,19.6,19.8,20.2,19.2,19.9,0.3,1.53
AGSTAR PLC,AGST.N0000,92004,53,7.9,8,8,7.8,7.9,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,22403,58,83.7,83.7,83.9,82,83.1,-0.6,-0.72
AITKEN SPENCE PLC,SPEN.N0000,180817,93,142.25,142.25,144,141.75,143.25,1,0.7
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,12505,42,409,410,410,405,406,-3,-0.73
ALPHA FIRE SERVICES PLC,AFS.N0000,1047872,643,19.6,19.6,24.5,19.6,23.1,3.5,17.86
ALUMEX PLC,ALUM.N0000,694438,182,17.1,17.2,17.5,17.1,17.2,0.1,0.58
AMANA BANK PLC,ABL.N0000,73873,34,24.1,24,24.3,24,24,-0.1,-0.41
AMANA TAKAFUL PLC,ATL.N0000,8834,14,15.2,15.4,15.5,14.5,15.4,0.2,1.32
AMBEON CAPITAL PLC,TAP.N0000,315789,103,26.2,26.4,26.8,25.7,26.2,0,0
AMBEON HOLDINGS PLC,GREG.N0000,40133,16,98.4,98,98,95.3,97.3,-1.1,-1.12
ARPICO INSURANCE PLC,AINS.N0000,14095,49,36,37.2,39.5,36.1,38.7,2.7,7.5
ASIA ASSET FINANCE PLC,AAF.N0000,1343582,363,47.8,48.3,52.3,48,49.9,2.1,4.39
ASIA CAPITAL PLC,ACAP.N0000,8149,16,4.5,4.6,4.6,4.4,4.6,0.1,2.22
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,110039,65,6.9,6.9,7,6.8,6.8,-0.1,-1.45
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,6561,27,65,66,66.5,65,66,1,1.54
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,44499,37,34.4,34.4,35,34,34,-0.4,-1.16
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,807,8,13.5,13.3,13.6,13.2,13.2,-0.3,-2.22
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,958179,685,69.3,68.2,77,68.2,75.1,5.8,8.37
B P P L HOLDINGS PLC,BPPL.N0000,5880,9,20,20.7,20.7,20.2,20.2,0.2,1
BAIRAHA FARMS PLC,BFL.N0000,7041,43,237.75,237.5,240,236,237.25,-0.5,-0.21
BALANGODA PLANTATIONS PLC,BALA.N0000,16973,52,85,87.5,87.9,82.5,83.9,-1.1,-1.29
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,190,3,20.7,21.9,21.9,21.8,21.9,1.2,5.8
BERUWALA RESORTS PLC,BERU.N0000,670415,47,4.1,4.2,4.2,4,4,-0.1,-2.44
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,13934,46,59.4,59.8,60.5,58.3,59.9,0.5,0.84
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,3833,15,78.3,78.2,79.8,78.2,78.3,0,0
BROWN & COMPANY PLC,BRWN.N0000,14269,91,185.5,185.5,186,184.5,184.75,-0.75,-0.4
BROWNS BEACH HOTELS PLC,BBH.N0000,219933,45,23.8,23.9,23.9,23.1,23.9,0.1,0.42
BROWNS INVESTMENTS PLC,BIL.N0000,2526882,257,7.7,7.8,7.9,7.7,7.8,0.1,1.3
BUKIT DARAH PLC,BUKI.N0000,30,3,779.25,799.75,799.75,790,779.25,0,0
C I C HOLDINGS PLC,CIC.X0000,3344665,1418,97.9,106,109,105,105.75,7.85,8.02
C I C HOLDINGS PLC,CIC.N0000,1930411,1035,133.25,142,146.5,140,142.5,9.25,6.94
C M HOLDINGS PLC,COLO.N0000,11197,27,375,380,387,376.25,385.25,10.25,2.73
C T HOLDINGS PLC,CTHR.N0000,50,1,612,605,605,605,612,0,0
