Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,4800,231,1284,1296,1425,1284,1409.25,125.25,9.75
ABANS FINANCE PLC,AFSL.N0000,44956,142,68.9,66.3,79.9,66.2,75.3,6.4,9.29
ACCESS ENGINEERING PLC,AEL.N0000,1416288,287,62.5,63.4,63.8,61.9,62.1,-0.4,-0.64
ACL CABLES PLC,ACL.N0000,140646,350,216.5,219,224.25,215.25,217.5,1,0.46
ACL PLASTICS PLC,APLA.N0000,17251,236,1760.25,1765,1792,1742.5,1774.75,14.5,0.82
ACME PRINTING & PACKAGING PLC,ACME.N0000,28892,37,6.3,6.5,6.7,6.5,6.6,0.3,4.76
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,63523,124,64.1,64,64,61.5,62,-2.1,-3.28
Agarapatana Plantations PLC,AGPL.N0000,49487,64,22.6,22.8,22.8,22.1,22.4,-0.2,-0.88
AGSTAR PLC,AGST.N0000,945227,152,8.8,8.9,9.1,8.8,9,0.2,2.27
AGSTAR PLC,AGST.X0000,81588,26,11.6,11.6,12,11.6,11.6,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,31301,72,124,118.5,124,118.5,123,-1,-0.81
AITKEN SPENCE PLC,SPEN.N0000,156942,38,167.75,168.5,168.5,162.25,165.75,-2,-1.19
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,494,16,380,385,385,380.25,381.25,1.25,0.33
ALPHA FIRE SERVICES PLC,AFS.N0000,18001,32,26.7,26.7,26.7,26,26,-0.7,-2.62
ALUMEX PLC,ALUM.N0000,1390336,225,21.8,21.8,21.9,21.4,21.5,-0.3,-1.38
AMANA BANK PLC,ABL.N0000,219673,147,28.5,28.2,28.6,27.1,28.3,-0.2,-0.7
AMANA TAKAFUL LIFE PLC,ATLL.N0000,9219,17,49,47.8,49.8,47.7,47.8,-1.2,-2.45
AMANA TAKAFUL PLC,ATL.N0000,4109,15,22.7,23.5,23.5,22.4,23.1,0.4,1.76
AMBEON CAPITAL PLC,TAP.N0000,1941101,479,38.5,38.3,39.5,37.6,39.2,0.7,1.82
AMBEON HOLDINGS PLC,GREG.N0000,210691,206,138.5,135,150,135,149.5,11,7.94
ARPICO INSURANCE PLC,AINS.N0000,865,9,39.4,41,41,36.5,36.8,-2.6,-6.6
ASIA ASSET FINANCE PLC,AAF.N0000,46696,49,61,62.9,62.9,61.5,61.7,0.7,1.15
ASIA CAPITAL PLC,ACAP.N0000,173474,59,4.5,4.7,4.8,4.6,4.8,0.3,6.67
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,674216,131,9.1,9.1,9.3,8.9,8.9,-0.2,-2.2
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,255110,26,66,65.9,67.8,65.5,66,0,0
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,41527,64,34.1,34.1,34.5,33.9,34,-0.1,-0.29
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,30546,42,13.2,13.3,13.5,13.2,13.2,0,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,374796,371,69.4,70.3,75,68.9,71.6,2.2,3.17
B P P L HOLDINGS PLC,BPPL.N0000,19266,12,20.3,20.2,20.3,20.1,20.1,-0.2,-0.99
BAIRAHA FARMS PLC,BFL.N0000,61682,158,384.25,384.25,395,384.25,390.5,6.25,1.63
BALANGODA PLANTATIONS PLC,BALA.N0000,28393,33,98,98,98.5,97,97,-1,-1.02
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,3103,16,23.5,23.5,24,23.4,23.8,0.3,1.28
BERUWALA RESORTS PLC,BERU.N0000,821366,49,4,4,4.1,3.9,4.1,0.1,2.5
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,25587,57,86.6,86,87,84.1,85.2,-1.4,-1.62
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,164,3,86.5,85,86.9,85,86.9,0.4,0.46
BROWN & COMPANY PLC,BRWN.N0000,44168,93,183.25,183,184.5,182,183.25,0,0
BROWNS BEACH HOTELS PLC,BBH.N0000,10422,13,26,26,26.9,25.9,26.6,0.6,2.31
BROWNS INVESTMENTS PLC,BIL.N0000,11125103,446,7.4,7.5,7.6,7.4,7.5,0.1,1.35
BUKIT DARAH PLC,BUKI.N0000,957,13,1196.75,1147.25,1200,1147.25,1200,3.25,0.27
C I C HOLDINGS PLC,CIC.X0000,388114,215,129.25,129.25,130,127,128.25,-1,-0.77
C I C HOLDINGS PLC,CIC.N0000,266186,204,170,170,171,168.5,170,0,0
C M HOLDINGS PLC,COLO.N0000,587,22,512,510.5,540.5,510.5,531.5,19.5,3.81
C T HOLDINGS PLC,CTHR.N0000,1912,26,651,657,689.5,657,670,19,2.92
C T LAND DEVELOPMENT PLC,CTLD.N0000,34590,35,36.8,37,38,37,37.7,0.9,2.45
C. W. MACKIE PLC,CWM.N0000,6244,24,123.75,124,125,123.75,124.25,0.5,0.4
CABLE SOLUTIONS PLC,CSLK.N0000,57012,35,15.7,15.7,15.8,15.5,15.6,-0.1,-0.64
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,2126,8,14.9,14.6,14.9,14.6,14.8,-0.1,-0.67
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,3344,9,14,14.5,14.5,14,14,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,467336,278,18.3,18.5,18.5,18.1,18.1,-0.2,-1.09
CAPITAL ALLIANCE PLC,CALT.N0000,150541,203,52.4,52.5,53.3,51.8,53,0.6,1.15
CARGILLS (CEYLON) PLC,CARG.N0000,1466,55,767.75,764,780,750.25,754.5,-13.25,-1.73
CARGILLS BANK PLC,CBNK.N0000,4153174,348,10.3,10.4,10.4,10.1,10.2,-0.1,-0.97
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,1419,19,174.75,175,175,172,172.5,-2.25,-1.29
CARSON CUMBERBATCH PLC,CARS.N0000,141634,220,903.5,925,930,902,920.75,17.25,1.91
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,40172,131,295.25,295,300,294,294.5,-0.75,-0.25
CENTRAL INDUSTRIES PLC,CIND.N0000,44567,130,235.75,235,239.75,231,235.5,-0.25,-0.11
CEYLINCO HOLDINGS PLC,CINS.N0000,64,8,3125.25,3135.25,3135.25,3100,3125.25,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,109,12,1892.5,1853,1890,1853,1873.75,-18.75,-0.99
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,11,2,2767.25,2696,2696,2696,2767.25,0,0
CEYLON COLD STORES PLC,CCS.N0000,29476,100,117.5,118.5,118.5,117.5,117.75,0.25,0.21
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,43308,120,382,378,390,378,387.5,5.5,1.44
