Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1020,77,1180.25,1233.5,1233.5,1190,1198.75,18.5,1.57
ABANS FINANCE PLC,AFSL.N0000,6513,44,70.3,73,76.2,72.5,74,3.7,5.26
ACCESS ENGINEERING PLC,AEL.N0000,681472,438,76,76,76,75,75.6,-0.4,-0.53
ACL CABLES PLC,ACL.N0000,410052,243,254,257,258,254.5,255,1,0.39
ACL PLASTICS PLC,APLA.N0000,6778,80,1654.5,1690,1700,1690,1694,39.5,2.39
ACME PRINTING & PACKAGING PLC,ACME.N0000,81016,30,6,6,6.1,5.9,6,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,13817,23,53.5,54,54.4,53.5,53.7,0.2,0.37
Agarapatana Plantations PLC,AGPL.N0000,5393,16,18.2,18.9,18.9,18.3,18.3,0.1,0.55
AGSTAR PLC,AGST.N0000,70693,43,9.3,9.2,9.4,9,9.1,-0.2,-2.15
AGSTAR PLC,AGST.X0000,10489,17,11.8,12.4,12.4,11.4,11.4,-0.4,-3.39
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,167855,43,105.25,107.75,108,107,108,2.75,2.61
AITKEN SPENCE PLC,SPEN.N0000,5074,32,147.5,148,149.75,145.5,146.75,-0.75,-0.51
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3736,22,359.75,364,365,358.25,360,0.25,0.07
ALPHA FIRE SERVICES PLC,AFS.N0000,6547,12,26.7,26,27.5,25.8,26.2,-0.5,-1.87
ALUMEX PLC,ALUM.N0000,295552,167,21.2,21.3,21.4,21,21.2,0,0
AMANA BANK PLC,ABL.N0000,20124,42,29.6,30.5,30.5,29.5,29.7,0.1,0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,6223,12,39,39,39.9,38.7,38.9,-0.1,-0.26
