Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,775451,224,51.5,51.6,53,51.5,52.8,1.3,2.52
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,547123,185,204.75,205,205.75,204.5,205,0.25,0.12
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,60093,73,185.75,187,188,186.5,187.75,2,1.08
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,98363,121,141.75,142,143,141.5,142,0.25,0.18
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,23458,244,248,255,297,248.25,275.5,27.5,11.09
CONVENIENCE FOODS LANKA PLC,SOY.N0000,6103,113,2497.5,2315,2450,2200,2297,-200.5,-8.03
DANKOTUWA PORCELAIN PLC,DPL.N0000,562105,195,19.4,19.3,19.9,18.9,19.2,-0.2,-1.03
DFCC BANK PLC,DFCC.N0000,483649,140,162.25,162.5,163,161.25,162.75,0.5,0.31
DIALOG AXIATA PLC,DIAL.N0000,2757807,190,29,29,29.1,28.9,29,0,0
DIALOG FINANCE PLC,CALF.N0000,392,11,78.1,81.6,81.6,79.5,79.6,1.5,1.92
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,1896,57,2546.25,2560,2560,2485,2497.75,-48.5,-1.9
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,1069076,215,149.75,149,153,149,151.5,1.75,1.17
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,39,7,1158.5,1155,1170,1155,1158.5,0,0
DIPPED PRODUCTS PLC,DIPD.N0000,455428,129,68.2,69,69,67.9,68.4,0.2,0.29
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,107258,73,62.4,62.5,63.8,61.5,62,-0.4,-0.64
DOLPHIN HOTELS PLC,STAF.N0000,25568,50,68.6,68.4,68.8,67,67.4,-1.2,-1.75
E - CHANNELLING PLC,ECL.N0000,22383,28,16.6,16.7,17.4,16.2,17,0.4,2.41
E B CREASY & COMPANY PLC,EBCR.N0000,50740,89,68,69.5,69.7,67.2,67.8,-0.2,-0.29
E M L CONSULTANTS PLC,EML.N0000,956951,156,4.8,4.8,5.3,4.8,5.1,0.3,6.25
EAST WEST PROPERTIES PLC,EAST.N0000,214062,107,62.2,62.6,63,61.2,62.2,0,0
EASTERN MERCHANTS PLC,EMER.N0000,66302,27,10.7,10.5,10.8,10.5,10.6,-0.1,-0.93
EDEN HOTEL LANKA PLC,EDEN.N0000,201424,45,14.5,14.6,14.8,14.3,14.5,0,0
ELPITIYA PLANTATIONS PLC,ELPL.N0000,4001,36,203.25,197.75,203.5,197,197.5,-5.75,-2.83
EQUITY TWO PLC,ETWO.N0000,13239,64,100,100.5,102,97.2,98.1,-1.9,-1.9
Ex-pack Corrugated Cartons PLC,PACK.N0000,412699,113,14.5,14.6,14.8,14.4,14.7,0.2,1.38
EXTERMINATORS PLC,EXT.N0000,864170,44,8,8.3,8.3,7.6,7.6,-0.4,-5
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,412974,388,58.9,58.8,59.3,57.8,58,-0.9,-1.53
First Capital Treasuries PLC,FCT.N0000,178677,142,31.6,31.6,31.9,31.5,31.7,0.1,0.32
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,44802,45,19.9,20,20,19.5,19.7,-0.2,-1.01
GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,8551,38,108,108,112.75,108,108.5,0.5,0.46
GESTETNER OF CEYLON PLC,GEST.N0000,4175,19,230.75,229.25,230.5,220.25,221.5,-9.25,-4.01
GREENTECH ENERGY PLC,MEL.N0000,121501,38,4.5,4.5,4.7,4.5,4.5,0,0
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,117,4,72.3,75.4,75.4,75.2,75.3,3,4.15
HARISCHANDRA MILLS PLC,HARI.N0000,254,66,7531,7100.5,7229.5,6925,7004.75,-526.25,-6.99
HATTON NATIONAL BANK PLC,HNB.X0000,93497,118,312.75,314,314.5,312,313.75,1,0.32
HATTON NATIONAL BANK PLC,HNB.N0000,82466,123,396.75,395,397,395,395.25,-1.5,-0.38
HATTON PLANTATIONS PLC,HPL.N0000,19921,24,30.8,31,31,30.4,30.6,-0.2,-0.65
HAYCARB PLC,HAYC.N0000,329757,144,110.5,112,113,110,110,-0.5,-0.45
HAYLEYS FABRIC PLC,MGT.N0000,175346,112,43.1,43.5,43.5,42.5,42.6,-0.5,-1.16
HAYLEYS FIBRE PLC,HEXP.N0000,12634,47,93.1,93,93,91.2,91.8,-1.3,-1.4
HAYLEYS LEISURE PLC,CONN.N0000,93510,70,44.7,44.8,46,44.6,44.7,0,0
HAYLEYS PLC,HAYL.N0000,1369508,267,195,195,195.75,193.75,194.25,-0.75,-0.38
HELA APPAREL HOLDINGS PLC,HELA.N0000,309640,77,3.4,3.3,3.5,3.3,3.4,0,0
HEMAS HOLDINGS PLC,HHL.N0000,938753,225,34.9,34.6,35,34.5,34.8,-0.1,-0.29
HIKKADUWA BEACH RESORT PLC,CITH.N0000,147207,43,3.5,3.5,3.6,3.4,3.5,0,0
HNB ASSURANCE PLC,HASU.N0000,32805,24,120,121,121.25,120,121,1,0.83
HNB FINANCE PLC,HNBF.N0000,554917,80,8.8,8.9,9,8.8,8.8,0,0
HNB FINANCE PLC,HNBF.X0000,15967,25,8.7,8.9,9,8.7,8.7,0,0
HORANA PLANTATIONS PLC,HOPL.N0000,10,1,61.5,60.9,60.9,60.9,61.5,0,0
HOTEL SIGIRIYA PLC,HSIG.N0000,6657,25,104.75,105.25,107.25,103,107,2.25,2.15
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,54918,29,43.8,45.3,45.3,43.8,44.5,0.7,1.6
hSenid Business Solutions PLC,HBS.N0000,515617,109,12.3,12.3,12.5,12,12,-0.3,-2.44
HUNAS HOLDINGS PLC,HUNA.N0000,110588,47,24.5,24.4,25,24.4,25,0.5,2.04
HUNTER & COMPANY PLC,HUNT.N0000,41,8,1585.75,1597,1598,1426,1585.75,0,0
HVA FOODS PLC,HVA.N0000,36511,22,3.8,3.9,3.9,3.7,3.7,-0.1,-2.63
INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,11666186,146,0.5,0.6,0.6,0.5,0.5,0,0
JANASHAKTHI FINANCE PLC,BFN.N0000,1979,8,45.5,45.5,47.5,45.5,47,1.5,3.3
JANASHAKTHI INSURANCE PLC,JINS.N0000,77250,135,160.75,161.5,164.25,159.75,160,-0.75,-0.47
JAT HOLDINGS PLC,JAT.N0000,2113372,620,53,53.5,54.6,53,53.9,0.9,1.7
JETWING SYMPHONY PLC,JETS.N0000,713196,174,20.7,21,21.3,20.8,20.9,0.2,0.97
JOHN KEELLS HOLDINGS PLC,JKH.N0000,8937730,830,20.7,20.7,21.1,20.6,21.1,0.4,1.93
JOHN KEELLS HOTELS PLC,KHL.N0000,178705,63,26.7,26.6,26.7,26.5,26.5,-0.2,-0.75
JOHN KEELLS PLC,JKL.N0000,8489,21,87,86.5,86.5,84.6,84.6,-2.4,-2.76
KAHAWATTE PLANTATIONS PLC,KAHA.N0000,2315,8,23.2,24.2,24.3,24.2,24.2,1,4.31
KAPRUKA HOLDINGS PLC,KPHL.N0000,9041,18,8.2,8.4,8.6,8.2,8.5,0.3,3.66
KEELLS FOOD PRODUCTS PLC,KFP.N0000,1602,18,168.5,167,169,162,162.75,-5.75,-3.41
KEGALLE PLANTATIONS PLC,KGAL.N0000,1105,4,142,142,142,140,140,-2,-1.41
KELANI CABLES PLC,KCAB.N0000,2063,55,1168.5,1160,1170,1146,1162.5,-6,-0.51
KELANI TYRES PLC,TYRE.N0000,14642,79,91.8,92.9,93,91.5,92,0.2,0.22
KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,14156,17,99.1,98,99.2,98,98,-1.1,-1.11
KERNER HAUS GLOBAL SOLUTIONS PLC,CPRT.N0000,133,8,633.5,600.25,601.25,600.25,600.5,-33,-5.21
KOTAGALA PLANTATIONS PLC,KOTA.N0000,2631292,372,10.7,10.6,10.7,10.3,10.5,-0.2,-1.87
KOTMALE HOLDINGS PLC,LAMB.N0000,7,3,873.75,820.25,885,820.25,873.75,0,0
L O L C HOLDINGS PLC,LOLC.N0000,33526,154,560,565,565,554,559.25,-0.75,-0.13
L V L ENERGY FUND PLC,LVEF.N0000,14090564,421,11.8,11.7,12.3,11.7,12.1,0.3,2.54
LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,124,21,465.75,485,485,460,460.5,-5.25,-1.13
LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,292734,96,49.4,49.5,51.4,49.3,49.8,0.4,0.81
LANKA ASHOK LEYLAND PLC,ASHO.N0000,674,21,3900.5,3855.25,3900,3850,3853,-47.5,-1.22
LANKA CERAMIC PLC,CERA.N0000,750,12,174,172.25,175,170,174.25,0.25,0.14
LANKA CREDIT AND BUSINESS FINANCE PLC,LCBF.N0000,3983693,377,10.1,10.2,10.3,9.9,10,-0.1,-0.99
LANKA IOC PLC,LIOC.N0000,415227,178,138,137.25,139,135,135.75,-2.25,-1.63
LANKA MILK FOODS (CWE) PLC,LMF.N0000,291577,296,68,68.9,69,67.5,67.7,-0.3,-0.44
LANKA REALTY INVESTMENTS PLC,ASCO.N0000,855093,253,36.9,37.3,37.6,36.3,36.9,0,0
LANKA TILES PLC,TILE.N0000,14327,63,53,53.1,53.4,52.5,52.6,-0.4,-0.75
LANKA VENTURES PLC,LVEN.N0000,4045,12,81.5,80.9,81.4,78,78,-3.5,-4.29
LANKA WALLTILE PLC,LWL.N0000,21398,44,52.8,52.7,53,52.5,52.8,0,0
LANKEM CEYLON PLC,LCEY.R0000,121362,347,27.3,25,48,25,30.1,2.8,10.26
LANKEM CEYLON PLC,LCEY.N0000,10049,71,97.3,99.2,99.2,95,96.5,-0.8,-0.82
LANKEM DEVELOPMENTS PLC,LDEV.N0000,163235,45,26.5,26.5,27,26.3,26.6,0.1,0.38
LAUGFS GAS PLC,LGL.X0000,200179,116,48,48,51.3,47,50.1,2.1,4.38
LAUGFS GAS PLC,LGL.N0000,8369934,468,65.5,65,67.3,62,67,1.5,2.29
LAUGFS POWER PLC,LPL.X0000,45558,45,11.9,12,12,11.4,11.5,-0.4,-3.36
LAUGFS POWER PLC,LPL.N0000,722262,90,16.4,16.5,16.7,16,16.3,-0.1,-0.61
LAXAPANA PLC,LITE.N0000,8173,35,49,49,50.8,48.1,48.6,-0.4,-0.82
LB FINANCE PLC,LFIN.N0000,107379,95,161.75,166,166,160.25,164.25,2.5,1.55
LEE HEDGES PLC,SHAW.N0000,1684,30,248,241,249.5,225,226.75,-21.25,-8.57
LION BREWERY (CEYLON) PLC,LION.N0000,2890,76,1699.75,1734,1734.5,1500.25,1553,-146.75,-8.63
LOLC FINANCE PLC,LOFC.N0000,3068374,265,6.3,6.3,6.4,6.2,6.3,0,0
LOLC GENERAL INSURANCE PLC,LGIL.N0000,177973,39,9.8,9.9,9.9,9.7,9.8,0,0
LOTUS HYDRO POWER PLC,HPFL.N0000,18667,46,14.9,15,15.1,14.3,14.5,-0.4,-2.68
LUMINEX PLC,LUMX.N0000,778195,76,6.7,6.7,6.8,6.5,6.7,0,0
MADULSIMA PLANTATIONS PLC,MADU.N0000,7170,9,13.5,14,14,13.6,13.7,0.2,1.48
MAHARAJA FOODS PLC,MFPE.N0000,168860,84,12,12.1,12.2,11.8,11.9,-0.1,-0.83
MAHAWELI COCONUT PLANTATIONS PLC,MCPL.N0000,241,6,51,50.1,51.2,50.1,50.2,-0.8,-1.57
MAHAWELI REACH HOTELS PLC,MRH.N0000,2240,3,21.8,21,21.1,21,21.1,-0.7,-3.21
MALWATTE VALLEY PLANTATION PLC,MAL.N0000,94,6,62.9,63,63,59.2,62.9,0,0
MALWATTE VALLEY PLANTATION PLC,MAL.X0000,2741,7,40.9,40.3,42.9,40.3,42.9,2,4.89
MARAWILA RESORTS PLC,MARA.N0000,1016250,60,7.8,7.9,7.9,7.5,7.8,0,0
MASKELIYA PLANTATIONS PLC,MASK.N0000,3351,9,103.75,105,105,103.5,103.75,0,0
MELSTACORP PLC,MELS.N0000,170412,128,190,190,194.75,188,189.5,-0.5,-0.26
MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,4338,468,7312.5,9140.5,9140.5,9140,9140.5,1828,25
MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,16,2,529.25,510,530,510,529.25,0,0
MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,1015589,221,15.2,15.4,15.8,15.2,15.4,0.2,1.32
MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,252541,128,7.5,7.6,7.6,7.1,7.1,-0.4,-5.33
MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,453352,81,2.4,2.4,2.5,2.3,2.4,0,0
MYLAND DEVELOPMENTS PLC,MDL.N0000,1504795,1106,21.3,23,26.6,23,23.7,2.4,11.27
NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,124,7,601.25,621.5,621.5,582.25,591,-10.25,-1.7
NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,226500,89,142.5,142.5,143,141.5,141.75,-0.75,-0.53
NATIONS TRUST BANK PLC,NTB.X0000,320,14,375,385,385,365,378.75,3.75,1
NATIONS TRUST BANK PLC,NTB.N0000,252087,236,291.5,291.5,293,289,290,-1.5,-0.51
NAWALOKA HOSPITALS PLC,NHL.N0000,887799,199,12.8,12.9,13.2,12.2,12.7,-0.1,-0.78
ODEL PLC,ODEL.N0000,4358,15,11.8,11.9,11.9,11.8,11.9,0.1,0.85
OFFICE EQUIPMENT PLC,OFEQ.N0000,182,10,250.75,251,269.75,251,254.25,3.5,1.4
ON'ALLY HOLDINGS PLC,ONAL.N0000,11879,25,54.3,54.9,54.9,50.3,50.6,-3.7,-6.81
OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,360630,158,42.8,42.7,43,42.1,42.2,-0.6,-1.4
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,290761,301,64.8,65,65.2,64.4,64.5,-0.3,-0.46
PANASIAN POWER PLC,PAP.N0000,468072,140,26.9,27,27,26.3,26.7,-0.2,-0.74
PARAGON CEYLON PLC,PARA.N0000,2584,15,134.5,134,141,134,140,5.5,4.09
PEOPLE'S INSURANCE PLC,PINS.N0000,35108,31,42,42.9,43.9,42.5,42.5,0.5,1.19
PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,639685,120,29.1,29.2,29.5,28.9,29.1,0,0
PGP GLASS CEYLON PLC,GLAS.N0000,2557,13,59,58,59,58,58.3,-0.7,-1.19
PMF FINANCE PLC,PMB.N0000,116294,52,16.2,16.8,16.8,16,16.5,0.3,1.85
PRIME LANDS RESIDENCIES PLC,PLR.N0000,2657004,508,30.2,30.3,32,30.3,31.7,1.5,4.97
PRINTCARE PLC,CARE.N0000,11783,44,58.6,62.3,63.5,62,62,3.4,5.8
R I L PROPERTY PLC,RIL.N0000,779565,114,34.9,35,35,34.1,34.6,-0.3,-0.86
RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,731,8,95.9,91.2,98,91.2,92.1,-3.8,-3.96
RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,570690,223,30.1,31,31.4,29,29.8,-0.3,-1
RAMBODA FALLS PLC,RFL.N0000,1034,9,44,43.2,46,43.2,45.9,1.9,4.32
RENUKA AGRI FOODS PLC,RAL.N0000,572730,62,5.3,5.3,5.3,5.2,5.2,-0.1,-1.89
RENUKA CITY HOTELS PLC.,RENU.N0000,719,23,870.75,871.75,875,855,872.5,1.75,0.2
RENUKA FOODS PLC,COCO.N0000,119810,42,24.3,24.5,24.5,24.1,24.3,0,0
RENUKA FOODS PLC,COCO.X0000,84673,39,19.1,19.7,19.7,18.2,19.4,0.3,1.57
RENUKA HOLDINGS PLC,RHL.X0000,13318,28,30.7,31,31,30,30.9,0.2,0.65
RENUKA HOLDINGS PLC,RHL.N0000,320560,120,40.6,40.5,43.3,40.5,43,2.4,5.91
RENUKA HOTELS PLC,RCH.N0000,372,18,257,260,263,253,260,3,1.17
RESUS ENERGY PLC,HPWR.N0000,4176,11,46.9,45.8,47,45.5,46.5,-0.4,-0.85
RICHARD PIERIS AND COMPANY PLC,RICH.N0000,169049,101,33.8,33.8,34,32,32.6,-1.2,-3.55
RICHARD PIERIS EXPORTS PLC,REXP.N0000,3369,44,398.75,399.75,399.75,385.25,387.25,-11.5,-2.88
ROYAL CERAMICS LANKA PLC,RCL.N0000,572003,175,45,45,45.8,44.8,45.3,0.3,0.67
SAMPATH BANK PLC,SAMP.N0000,173489,247,147,147,147,146.25,147,0,0
SAMSON INTERNATIONAL PLC,SIL.N0000,57,4,365.25,380,380,367,365.25,0,0
SANASA DEVELOPMENT BANK PLC,SDB.N0000,133633,101,57,57,57.6,56.2,56.4,-0.6,-1.05
SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,1090610,219,49.6,50.5,52,49,50.5,0.9,1.81
SATHOSA MOTORS PLC,SMOT.N0000,23,13,1255,1150.5,1296.5,1150.5,1255,0,0
SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,5461,135,608.75,620,725,611,679.25,70.5,11.58
SERENDIB HOTELS PLC,SHOT.X0000,63467,24,15.8,15.6,15.8,15.4,15.4,-0.4,-2.53
SERENDIB HOTELS PLC,SHOT.N0000,250859,47,24.8,25.2,25.2,25,25,0.2,0.81
SERENDIB LAND PLC,SLND.N0000,26,9,1718.25,1795,1800,1750,1718.25,0,0
SEYLAN BANK PLC,SEYB.N0000,14864,44,110.25,111,114.5,111,113,2.75,2.49
SEYLAN BANK PLC,SEYB.X0000,327968,138,80.5,81.1,81.1,80,80.6,0.1,0.12
SEYLAN DEVELOPMENTS PLC,CSD.N0000,251524,104,32,32.4,32.7,30.6,31.7,-0.3,-0.94
SIERRA CABLES PLC,SIRA.N0000,1935531,521,33.6,33.5,33.6,33,33.3,-0.3,-0.89
SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,31419,9,124.25,116.5,124,116.5,123.75,-0.5,-0.4
SINGER (SRI LANKA) PLC,SINS.N0000,582268,310,95,95,97.5,93,96.9,1.9,2
SINGER FINANCE LANKA PLC,SFIN.N0000,166810,96,72.7,72.5,73.9,72,72.6,-0.1,-0.14
SINGHE HOSPITALS PLC,SINH.N0000,3518129,78,11,11,11.4,10.9,11.2,0.2,1.82
