Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,10244,290,1040,1050,1200,1050,1162,122,11.73
ABANS FINANCE PLC,AFSL.N0000,5356,18,67.1,69.9,70,67,70,2.9,4.32
ACCESS ENGINEERING PLC,AEL.N0000,2279063,262,61,61.5,61.8,60.4,60.9,-0.1,-0.16
ACL CABLES PLC,ACL.N0000,395768,323,200.5,201,209,201,207.5,7,3.49
ACL PLASTICS PLC,APLA.N0000,10726,149,1377.75,1378,1465,1378,1446,68.25,4.95
ACME PRINTING & PACKAGING PLC,ACME.N0000,43512,36,6.8,6.9,6.9,6.7,6.8,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,124013,141,67.9,68,69,67,67,-0.9,-1.33
Agarapatana Plantations PLC,AGPL.N0000,334753,211,23.9,24.1,24.3,23.7,23.8,-0.1,-0.42
AGSTAR PLC,AGST.N0000,569096,108,9.2,9.2,9.3,9,9.1,-0.1,-1.09
AGSTAR PLC,AGST.X0000,17890,47,11.3,11.4,12.5,11.4,12.3,1,8.85
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,208614,140,119.75,119,122,119,120.5,0.75,0.63
AITKEN SPENCE PLC,SPEN.N0000,14048,40,162.75,162,163.5,160,161.5,-1.25,-0.77
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2272,27,396.75,396,400,395,396.75,0,0
ALPHA FIRE SERVICES PLC,AFS.N0000,7921,21,27.1,28,28,27,27.1,0,0
ALUMEX PLC,ALUM.N0000,5079430,527,21,21.3,21.9,21.1,21.3,0.3,1.43
AMANA BANK PLC,ABL.N0000,370085,200,28.2,27.5,27.5,26.6,27.4,-0.8,-2.84
AMANA TAKAFUL LIFE PLC,ATLL.N0000,225,4,50,51,51,50.3,50.3,0.3,0.6
AMANA TAKAFUL PLC,ATL.N0000,23941,25,22.4,22.4,23.8,22.4,22.4,0,0
AMBEON CAPITAL PLC,TAP.N0000,3422349,445,30.3,30.3,33,30.2,32.4,2.1,6.93
AMBEON HOLDINGS PLC,GREG.N0000,221982,110,119.5,115.25,125,115.25,123.5,4,3.35
ARPICO INSURANCE PLC,AINS.N0000,24187,5,37.1,36.2,37.2,36.2,37.2,0.1,0.27
ASIA ASSET FINANCE PLC,AAF.N0000,556951,241,62,62,64,61,63.8,1.8,2.9
