Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1695,50,960,958.5,958.5,900.25,941.75,-18.25,-1.9
ABANS FINANCE PLC,AFSL.N0000,2180,11,71.3,70,72,70,70.6,-0.7,-0.98
ACCESS ENGINEERING PLC,AEL.N0000,1646050,397,57.3,57.1,57.5,56.7,57.1,-0.2,-0.35
ACL CABLES PLC,ACL.N0000,148991,130,190,185,190,184.25,185.5,-4.5,-2.37
ACL PLASTICS PLC,APLA.N0000,4774,55,975,973,980,955,967,-8,-0.82
ACME PRINTING & PACKAGING PLC,ACME.N0000,3106,10,5.2,5.3,5.3,5.1,5.2,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,18643,34,61.4,61,62,60,61,-0.4,-0.65
Agarapatana Plantations PLC,AGPL.N0000,94291,95,22.5,22.6,22.6,22,22.3,-0.2,-0.89
AGSTAR PLC,AGST.N0000,614919,94,8.1,8.3,8.4,8.1,8.4,0.3,3.7
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,138660,112,89.6,89.5,89.5,87,88,-1.6,-1.79
AITKEN SPENCE PLC,SPEN.N0000,10512,54,150.25,151,151.5,148.5,149,-1.25,-0.83
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,17494,105,361.25,356.5,379.75,351,365,3.75,1.04
ALPHA FIRE SERVICES PLC,AFS.N0000,893012,515,28.9,28,34.5,27,31.2,2.3,7.96
ALUMEX PLC,ALUM.N0000,416049,96,17.7,17.5,17.7,17.1,17.5,-0.2,-1.13
AMANA BANK PLC,ABL.N0000,249971,145,28.4,28.3,28.7,27.6,27.8,-0.6,-2.11
AMANA TAKAFUL LIFE PLC,ATLL.N0000,20758,137,64,62.6,62.6,56.6,57.6,-6.4,-10
AMANA TAKAFUL PLC,ATL.N0000,779500,97,23.9,23.3,24.6,23,24,0.1,0.42
AMBEON CAPITAL PLC,TAP.N0000,1723384,236,30.7,30,30.5,29.8,30,-0.7,-2.28
AMBEON HOLDINGS PLC,GREG.N0000,199452,38,115.5,112.25,115,110.25,113.75,-1.75,-1.52
ARPICO INSURANCE PLC,AINS.N0000,1513,7,37,36.9,36.9,35.7,35.8,-1.2,-3.24
ASIA ASSET FINANCE PLC,AAF.N0000,49534,53,47.8,47.5,48.2,47,48,0.2,0.42
ASIA CAPITAL PLC,ACAP.N0000,63961,28,4.5,4.4,4.5,4.4,4.4,-0.1,-2.22
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,478266,99,7.5,7.4,7.6,7,7.2,-0.3,-4
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,9730,30,64.8,64.6,65,64.4,64.8,0,0
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,87796,34,36.5,36.4,36.4,35.5,36.3,-0.2,-0.55
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,15675,15,13.2,13.1,13.5,13.1,13.4,0.2,1.52
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,69915,98,94.4,95,96.7,92.2,94.3,-0.1,-0.11
B P P L HOLDINGS PLC,BPPL.N0000,18737,22,19,19.2,19.2,18.7,18.9,-0.1,-0.53
BAIRAHA FARMS PLC,BFL.N0000,2849,29,209.5,209,214,208,211,1.5,0.72
BALANGODA PLANTATIONS PLC,BALA.N0000,196745,75,95.9,93,97.9,90,96,0.1,0.1
