Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,478,50,1387.5,1400,1400,1351,1372.75,-14.75,-1.06
ABANS FINANCE PLC,AFSL.N0000,25932,67,69,70,77,70,75.3,6.3,9.13
ACCESS ENGINEERING PLC,AEL.N0000,774122,210,61.1,61,62,60.1,61.5,0.4,0.65
ACL CABLES PLC,ACL.N0000,67238,177,215.25,215.25,217.5,213.5,214.25,-1,-0.46
ACL PLASTICS PLC,APLA.N0000,1730,97,1718.25,1710,1749.5,1650,1681.25,-37,-2.15
ACME PRINTING & PACKAGING PLC,ACME.N0000,21104,31,6.3,6.5,6.6,6.4,6.5,0.2,3.17
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,37531,29,61.5,61.4,63.4,61.3,62.1,0.6,0.98
Agarapatana Plantations PLC,AGPL.N0000,33694,56,22.1,22.5,22.5,22,22.1,0,0
AGSTAR PLC,AGST.N0000,1020516,81,9,9,9.2,9,9.1,0.1,1.11
AGSTAR PLC,AGST.X0000,4047,13,11,11.2,12,11.2,11.9,0.9,8.18
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,323693,172,121.75,121.5,125.25,121.5,124.5,2.75,2.26
AITKEN SPENCE PLC,SPEN.N0000,59813,65,165,165,169,165,167,2,1.21
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,6994,73,385.25,395,403,383,399.75,14.5,3.76
ALPHA FIRE SERVICES PLC,AFS.N0000,7983,7,26,26.3,26.5,26,26,0,0
ALUMEX PLC,ALUM.N0000,354851,174,21.8,21.6,21.7,21,21.2,-0.6,-2.75
AMANA BANK PLC,ABL.N0000,373378,96,29,29,29,28.8,28.9,-0.1,-0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,718,14,47.1,49.1,49.9,48,49.3,2.2,4.67
AMANA TAKAFUL PLC,ATL.N0000,3516,10,22.5,22.5,23,22.5,22.9,0.4,1.78
AMBEON CAPITAL PLC,TAP.N0000,1060939,254,39.7,39.6,41,39.6,40,0.3,0.76
AMBEON HOLDINGS PLC,GREG.N0000,33574,71,154.5,154.5,159.75,145,156.25,1.75,1.13
ARPICO INSURANCE PLC,AINS.N0000,307,4,39.3,37,38.8,37,37,-2.3,-5.85
ASIA ASSET FINANCE PLC,AAF.N0000,205348,123,60.4,60.1,61.9,60.1,61.8,1.4,2.32
ASIA CAPITAL PLC,ACAP.N0000,2768110,529,5.7,5.9,7.1,5.9,7.1,1.4,24.56
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,3560251,365,9,9.3,9.9,9.1,9.5,0.5,5.56
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,61305,20,63.8,64.9,65.6,63.5,65.5,1.7,2.66
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,19200,63,34,33.9,34.2,33.5,33.8,-0.2,-0.59
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,52698,44,13.6,13.8,14.1,13.6,13.6,0,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,327637,410,77.5,81,85,77.9,80.2,2.7,3.48
B P P L HOLDINGS PLC,BPPL.N0000,44406,39,20.3,20.7,21,20.3,20.5,0.2,0.99
BAIRAHA FARMS PLC,BFL.N0000,3024,32,388.5,380,394.5,380,386,-2.5,-0.64
BALANGODA PLANTATIONS PLC,BALA.N0000,19686,39,94.8,95,96,94,94.5,-0.3,-0.32
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,7852,25,23.4,24.5,25.4,23.2,23.3,-0.1,-0.43
BERUWALA RESORTS PLC,BERU.N0000,1222375,51,4,4.1,4.1,3.9,4,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,9572,37,87.1,87.1,89.2,87,87.8,0.7,0.8
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,692,8,83.3,86,86,86,86,2.7,3.24
BROWN & COMPANY PLC,BRWN.N0000,36298,64,182,183,186,181,184.75,2.75,1.51
BROWNS BEACH HOTELS PLC,BBH.N0000,8615,10,26,26,26.3,26,26.1,0.1,0.38
BROWNS INVESTMENTS PLC,BIL.N0000,2511557,210,7.5,7.5,7.6,7.5,7.6,0.1,1.33
BUKIT DARAH PLC,BUKI.N0000,666,10,1194.5,1165,1199.75,1165,1194,-0.5,-0.04
C T HOLDINGS PLC,CTHR.N0000,68,8,657,669.75,670,660,657,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,7052,17,36.6,36.4,37.8,36.4,36.5,-0.1,-0.27
C. W. MACKIE PLC,CWM.N0000,1627,17,124.5,124.5,124.5,123.5,123.75,-0.75,-0.6
CABLE SOLUTIONS PLC,CSLK.N0000,135334,51,15.2,15.5,15.5,15.2,15.3,0.1,0.66
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,2,2,15.1,15.1,15.1,15.1,15.1,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,297402,189,17.3,17.5,17.6,17.1,17.2,-0.1,-0.58
CAPITAL ALLIANCE PLC,CALT.N0000,72673,134,52,52.5,52.5,51.8,52.3,0.3,0.58
CARGILLS (CEYLON) PLC,CARG.N0000,1813,29,763.5,779,779,763.5,768.5,5,0.65
CARGILLS BANK PLC,CBNK.N0000,3333988,184,10.3,10.3,10.3,10.1,10.2,-0.1,-0.97
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,13352,44,170.25,169.75,174,169.75,170,-0.25,-0.15
CARSON CUMBERBATCH PLC,CARS.N0000,1684,21,896.25,895,900,892,897,0.75,0.08
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,1676110,317,295.25,298,300,295,299,3.75,1.27
CENTRAL INDUSTRIES PLC,CIND.N0000,6722,52,230,231.75,232,229.25,229.5,-0.5,-0.22
CEYLINCO HOLDINGS PLC,CINS.N0000,6,2,3096.75,3100,3100,3100,3096.75,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,3,2,1870,1899.5,1899.5,1860,1870,0,0
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,10,2,2767.25,2700.25,2795,2700.25,2767.25,0,0
CEYLON COLD STORES PLC,CCS.N0000,24268,86,117.5,118,118,117.25,117.5,0,0
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,6575,35,379.75,380,390,377,379.5,-0.25,-0.07
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,210,5,280.25,283,283,280,281,0.75,0.27
CEYLON HOSPITALS PLC,CHL.X0000,2028,6,175,176,176,165.25,175,0,0
CEYLON HOSPITALS PLC,CHL.N0000,5,1,202.75,202.75,202.75,202.75,202.75,0,0
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,117040,98,47.5,47.5,49,47.5,48.1,0.6,1.26
CEYLON INVESTMENT PLC,CINV.N0000,43128,65,131.25,131.5,131.5,129.25,130,-1.25,-0.95
CEYLON LAND & EQUITY PLC,KZOO.N0000,3609919,318,13.1,13.1,13.6,13,13.4,0.3,2.29
CEYLON TEA BROKERS PLC,CTBL.N0000,266537,72,8,7.9,8.5,7.9,8.3,0.3,3.75
CEYLON TOBACCO COMPANY PLC,CTC.N0000,12184,76,1685.75,1693.5,1700.25,1680,1680,-5.75,-0.34
CHEMANEX PLC,CHMX.N0000,2975,25,175.5,173.75,175,170,175,-0.5,-0.28
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,273382,76,181,181,183.5,180.5,183.5,2.5,1.38
CHRISSWORLD PLC,CWL.N0000,8918,11,14.1,14.3,14.4,13.8,13.9,-0.2,-1.42
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,11448,23,307,310,310,309,310,3,0.98
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,3328,34,380,384.25,395,384.25,394.5,14.5,3.82
CITRUS LEISURE PLC,REEF.N0000,315240,51,4.3,4.4,4.4,4.3,4.4,0.1,2.33
