Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,3245,69,577.5,570,570,560,560.5,-17,-2.94
ABANS FINANCE PLC,AFSL.N0000,2794,17,73.7,73.7,74.3,70,72,-1.7,-2.31
ACCESS ENGINEERING PLC,AEL.N0000,1837287,863,60.6,60.7,61.4,59,59.1,-1.5,-2.48
ACL CABLES PLC,ACL.N0000,170105,235,186.75,186,186,182,183.25,-3.5,-1.87
ACL PLASTICS PLC,APLA.N0000,11173,129,768.5,768.5,780,750,750.5,-18,-2.34
ACME PRINTING & PACKAGING PLC,ACME.N0000,12471,21,5.2,5.1,5.2,5,5.1,-0.1,-1.92
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,46429,71,62.8,62.5,63,61.5,61.8,-1,-1.59
Agarapatana Plantations PLC,AGPL.N0000,154747,104,19.4,19.5,19.5,19,19.1,-0.3,-1.55
AGSTAR PLC,AGST.N0000,305593,68,7.9,8,8,7.9,7.9,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,71595,142,83.9,84,84.9,82.7,83.1,-0.8,-0.95
AITKEN SPENCE PLC,SPEN.N0000,245740,102,141.75,142.25,142.5,141,142,0.25,0.18
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3077,43,407.5,401.25,412,401.25,409.75,2.25,0.55
ALPHA FIRE SERVICES PLC,AFS.N0000,76872,70,18.4,18.4,18.7,18,18.5,0.1,0.54
ALUMEX PLC,ALUM.N0000,830955,288,18.4,18.5,18.6,17.7,17.9,-0.5,-2.72
AMANA BANK PLC,ABL.N0000,101452,55,24.2,24,24.5,23.8,24.3,0.1,0.41
AMANA TAKAFUL LIFE PLC,ATLL.N0000,352,6,34.5,33.2,35.5,33.2,33.3,-1.2,-3.48
AMANA TAKAFUL PLC,ATL.N0000,124562,26,15.2,15.1,15.7,15,15,-0.2,-1.32
AMBEON CAPITAL PLC,TAP.N0000,205252,86,27.1,27,27.5,26,26.5,-0.6,-2.21
AMBEON HOLDINGS PLC,GREG.N0000,64993,100,96.3,96.8,100,96.8,98,1.7,1.77
ARPICO INSURANCE PLC,AINS.N0000,9983,33,36.5,36.7,38.5,35.5,36.6,0.1,0.27
ASIA ASSET FINANCE PLC,AAF.N0000,223464,122,50.4,50.9,51,49,49.7,-0.7,-1.39
ASIA CAPITAL PLC,ACAP.N0000,84604,50,4.5,4.6,4.7,4.3,4.4,-0.1,-2.22
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,288310,49,7.1,7.3,7.3,6.8,6.8,-0.3,-4.23
