Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,5545,154,1561,1590,1590,1530,1533.5,-27.5,-1.76
ABANS FINANCE PLC,AFSL.N0000,23253,73,74.6,75,77.7,70.7,72.3,-2.3,-3.08
ACCESS ENGINEERING PLC,AEL.N0000,712271,259,60.5,60.7,60.7,59.8,60.7,0.2,0.33
ACL CABLES PLC,ACL.N0000,170373,150,219.75,220,221,217,220.75,1,0.46
ACL PLASTICS PLC,APLA.N0000,4082,133,1637.25,1669.75,1700,1625,1677,39.75,2.43
ACME PRINTING & PACKAGING PLC,ACME.N0000,71144,39,6.7,6.7,6.7,6.5,6.6,-0.1,-1.49
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,14519,61,61.8,61.8,61.8,60.1,60.7,-1.1,-1.78
Agarapatana Plantations PLC,AGPL.N0000,926649,157,21.9,22.1,22.1,21.3,21.7,-0.2,-0.91
AGSTAR PLC,AGST.N0000,830764,115,9.3,9.4,9.4,9.1,9.3,0,0
AGSTAR PLC,AGST.X0000,1625,5,12.1,12,12,11.8,11.9,-0.2,-1.65
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,54306,68,123,123,124.75,122,123.25,0.25,0.2
AITKEN SPENCE PLC,SPEN.N0000,14978,42,166.75,170,170,164,164.75,-2,-1.2
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,4733,83,445.5,436,448,424,443.5,-2,-0.45
ALPHA FIRE SERVICES PLC,AFS.N0000,46556,39,27,27,28,26.4,26.5,-0.5,-1.85
ALUMEX PLC,ALUM.N0000,751605,153,20.8,20.8,21,20.5,20.8,0,0
AMANA BANK PLC,ABL.N0000,85818,136,28.9,28.9,29,28.4,28.4,-0.5,-1.73
AMANA TAKAFUL LIFE PLC,ATLL.N0000,38681,29,46.9,47,47.1,46,47,0.1,0.21
AMANA TAKAFUL PLC,ATL.N0000,37938,42,27.7,27.5,27.6,26.5,26.9,-0.8,-2.89
AMBEON CAPITAL PLC,TAP.N0000,1724390,454,46.5,47,47.5,46,47.1,0.6,1.29
AMBEON HOLDINGS PLC,GREG.N0000,94601,53,159.75,160,162,152.5,154.5,-5.25,-3.29
ARPICO INSURANCE PLC,AINS.N0000,6540,23,38.7,38,39.9,35,36.3,-2.4,-6.2
ASIA ASSET FINANCE PLC,AAF.N0000,107995,93,59.2,60.9,61,59,59.9,0.7,1.18
ASIA CAPITAL PLC,ACAP.N0000,233509,130,7,7,7.1,6.7,6.9,-0.1,-1.43
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,209907,127,9,9.2,9.2,8.7,8.9,-0.1,-1.11
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,100795,79,61.9,61.9,64.4,60.1,60.5,-1.4,-2.26
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,21028,45,33.1,33.9,34,33,33.4,0.3,0.91
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,61259,49,13.8,13.7,14.2,13.7,13.9,0.1,0.72
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,102678,223,75.8,76,76,73,74.2,-1.6,-2.11
