Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1947,54,1036.25,1044,1044,1017,1017,-19.25,-1.86
ABANS FINANCE PLC,AFSL.N0000,24700,45,69.4,68,70,68,70,0.6,0.86
ACCESS ENGINEERING PLC,AEL.N0000,610227,273,62,62.2,63,61.6,62,0,0
ACL CABLES PLC,ACL.N0000,117301,62,202,202,202,199.5,199.5,-2.5,-1.24
ACL PLASTICS PLC,APLA.N0000,2349,37,1114.25,1125,1149,1101,1144.5,30.25,2.71
ACME PRINTING & PACKAGING PLC,ACME.N0000,15956,18,7,6.9,7.1,6.9,7,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,57050,45,60.7,61.2,61.3,60.6,61,0.3,0.49
Agarapatana Plantations PLC,AGPL.N0000,85760,48,22.3,22.3,22.9,22.2,22.5,0.2,0.9
AGSTAR PLC,AGST.N0000,695307,95,9,9.1,9.3,9,9.1,0.1,1.11
AGSTAR PLC,AGST.X0000,273,9,10.9,11.5,11.5,10.8,11,0.1,0.92
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,245758,132,122,120,123,119.5,120,-2,-1.64
AITKEN SPENCE PLC,SPEN.N0000,418106,150,160.75,161.5,168,161.5,164,3.25,2.02
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,10763,67,369.75,374.75,420,369,389,19.25,5.21
ALPHA FIRE SERVICES PLC,AFS.N0000,25629,28,27.5,27.5,28,27.5,27.9,0.4,1.45
ALUMEX PLC,ALUM.N0000,1541203,326,20.6,20.7,21,20.5,20.6,0,0
AMANA BANK PLC,ABL.N0000,281644,160,28,28.1,28.1,27.8,27.8,-0.2,-0.71
AMANA TAKAFUL LIFE PLC,ATLL.N0000,1333,14,49.7,50,50,49,50,0.3,0.6
AMANA TAKAFUL PLC,ATL.N0000,283,7,22.7,22.2,22.8,22.2,22.4,-0.3,-1.32
AMBEON CAPITAL PLC,TAP.N0000,684709,117,30.5,31,31,30,30.5,0,0
AMBEON HOLDINGS PLC,GREG.N0000,68680,71,120,121,121,115,119.25,-0.75,-0.63
ARPICO INSURANCE PLC,AINS.N0000,5000,15,35.9,36.2,36.2,35.1,35.3,-0.6,-1.67
ASIA ASSET FINANCE PLC,AAF.N0000,761497,316,60.7,61.2,61.7,59,61,0.3,0.49
ASIA CAPITAL PLC,ACAP.N0000,11345,21,4.7,4.7,4.8,4.6,4.7,0,0
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,1115401,124,9.2,9.2,9.5,9.1,9.2,0,0
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,25102,27,67.5,67.5,67.7,67,67.5,0,0
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,8257,18,36.4,37.2,37.2,36,37,0.6,1.65
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,32160,45,13.2,14,14,13.3,13.8,0.6,4.55
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,235102,283,94.8,94.1,97.6,91.7,92.4,-2.4,-2.53
B P P L HOLDINGS PLC,BPPL.N0000,5365,12,20.3,20.4,20.4,20,20,-0.3,-1.48
BAIRAHA FARMS PLC,BFL.N0000,74301,112,322.25,324.5,325,318,320.75,-1.5,-0.47
BALANGODA PLANTATIONS PLC,BALA.N0000,1734,18,94.3,96.9,96.9,93,93.6,-0.7,-0.74
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,1710,7,24.4,25.8,25.8,25.2,25.3,0.9,3.69
BERUWALA RESORTS PLC,BERU.N0000,2207207,58,4.1,4.1,4.2,4,4.1,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,71209,56,81.6,81.6,83,80.5,80.6,-1,-1.23
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,30,3,85.6,85.9,85.9,84,85.6,0,0
BROWN & COMPANY PLC,BRWN.N0000,74001,170,195.75,196,197.5,190,190.75,-5,-2.55
BROWNS BEACH HOTELS PLC,BBH.N0000,129242,49,27.9,27.1,28.4,27,27.6,-0.3,-1.08
BROWNS INVESTMENTS PLC,BIL.N0000,37795886,1257,8.1,8.2,8.3,7.9,8,-0.1,-1.23
BUKIT DARAH PLC,BUKI.N0000,187,9,988.25,989,989,960,962,-26.25,-2.66
C I C HOLDINGS PLC,CIC.X0000,260335,118,117,117.5,118,117,117.5,0.5,0.43
C I C HOLDINGS PLC,CIC.N0000,618748,116,150.25,150.5,151,149,150,-0.25,-0.17
C M HOLDINGS PLC,COLO.N0000,2420,11,410,415,415,407,410,0,0
C T HOLDINGS PLC,CTHR.N0000,318,11,699.25,685,685.25,682,684.25,-15,-2.15
C T LAND DEVELOPMENT PLC,CTLD.N0000,4063,15,37,37,37.9,37,37.1,0.1,0.27
C. W. MACKIE PLC,CWM.N0000,4198,23,124,124,124,122.75,123,-1,-0.81
CABLE SOLUTIONS PLC,CSLK.N0000,63088,70,15.3,15.3,15.3,15.1,15.2,-0.1,-0.65
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,1031,3,15.9,15.8,15.8,15.3,15.8,-0.1,-0.63
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,46,1,13.8,14,14,14,13.8,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,2866633,309,17.8,18.1,18.4,17.7,18,0.2,1.12
CAPITAL ALLIANCE PLC,CALT.N0000,66883,120,53.8,53.6,54.5,53.1,54.3,0.5,0.93
CARGILLS (CEYLON) PLC,CARG.N0000,13679,53,788.5,785,790,776.5,789,0.5,0.06
CARGILLS BANK PLC,CBNK.N0000,987042,182,9.7,9.7,9.8,9.6,9.7,0,0
