Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1066,48,1198.75,1259,1259,1200,1203.5,4.75,0.4
ABANS FINANCE PLC,AFSL.N0000,339,9,74,77.4,77.4,70.5,75.6,1.6,2.16
ACCESS ENGINEERING PLC,AEL.N0000,417479,512,75.6,76.9,77,75.1,75.2,-0.4,-0.53
ACL CABLES PLC,ACL.N0000,125180,200,255,255,255,252,252.75,-2.25,-0.88
ACL PLASTICS PLC,APLA.N0000,2035,59,1694,1724.75,1725,1650,1652.75,-41.25,-2.44
ACME PRINTING & PACKAGING PLC,ACME.N0000,178373,59,6,5.9,6.5,5.9,6.5,0.5,8.33
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,23318,48,53.7,55.9,56,53.4,53.7,0,0
Agarapatana Plantations PLC,AGPL.N0000,3811,22,18.3,18.7,18.7,18.4,18.4,0.1,0.55
AGSTAR PLC,AGST.N0000,146672,50,9.1,9.3,9.3,9,9,-0.1,-1.1
AGSTAR PLC,AGST.X0000,3459,10,11.4,12.5,12.5,11.5,11.5,0.1,0.88
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,11578,46,108,108,108,107,107.5,-0.5,-0.46
AITKEN SPENCE PLC,SPEN.N0000,24230,41,146.75,146,150,146,146,-0.75,-0.51
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2297,21,360,360,360,358.25,358.5,-1.5,-0.42
ALPHA FIRE SERVICES PLC,AFS.N0000,21420,25,26.2,27.9,27.9,25,25.1,-1.1,-4.2
ALUMEX PLC,ALUM.N0000,468993,176,21.2,21,21.5,20.6,20.9,-0.3,-1.42
AMANA BANK PLC,ABL.N0000,29655,62,29.7,29.7,30.5,29.3,29.4,-0.3,-1.01
AMANA TAKAFUL LIFE PLC,ATLL.N0000,4996,22,38.9,39.7,39.7,37.5,38,-0.9,-2.31
AMANA TAKAFUL PLC,ATL.N0000,9526,32,25.5,25.6,25.6,25,25,-0.5,-1.96
AMBEON CAPITAL PLC,TAP.N0000,87580,69,40.4,41.4,41.4,39,39.2,-1.2,-2.97
AMBEON HOLDINGS PLC,GREG.N0000,510,11,157.25,158,158,151.5,151.75,-5.5,-3.5
ARPICO INSURANCE PLC,AINS.N0000,11695,21,36.8,38.3,38.3,36.2,36.2,-0.6,-1.63
ASIA ASSET FINANCE PLC,AAF.N0000,94463,122,51.9,52,52,50,50.1,-1.8,-3.47
ASIA CAPITAL PLC,ACAP.N0000,31249,23,6.1,6,6.3,6,6,-0.1,-1.64
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,298675,104,9.9,9.9,9.9,9.2,9.4,-0.5,-5.05
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,12730,25,55.3,55.1,56,54.9,55,-0.3,-0.54
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,7374,39,30,31,31,30,30.8,0.8,2.67
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,3826,18,13.3,13.9,13.9,13.3,13.4,0.1,0.75
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,63458,91,69.9,69.9,69.9,67,67.5,-2.4,-3.43
B P P L HOLDINGS PLC,BPPL.N0000,39080,25,21,21,21.3,20.4,20.4,-0.6,-2.86
BAIRAHA FARMS PLC,BFL.N0000,51861,106,419.75,421,425,415,416,-3.75,-0.89
BALANGODA PLANTATIONS PLC,BALA.N0000,17784,41,75.3,75.3,75.3,72,72.5,-2.8,-3.72
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,109,3,21.7,22.7,22.7,22.6,22.7,1,4.61
BERUWALA RESORTS PLC,BERU.N0000,29998,15,3.8,3.8,3.9,3.7,3.8,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,14481,82,141.25,144,144,140,140.25,-1,-0.71
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,245,8,77.4,78,79,78,78.9,1.5,1.94
BROWN & COMPANY PLC,BRWN.N0000,5265,35,167.5,167,167,162,165,-2.5,-1.49
BROWNS BEACH HOTELS PLC,BBH.N0000,5151,4,24,24,24,23.9,24,0,0
BROWNS INVESTMENTS PLC,BIL.N0000,2865764,333,6.7,6.8,6.8,6.5,6.6,-0.1,-1.49
BUKIT DARAH PLC,BUKI.N0000,806,28,1050,1050,1090,1030,1034,-16,-1.52
C I C HOLDINGS PLC,CIC.N0000,304182,140,33.3,33.2,33.3,33,33.2,-0.1,-0.3
C I C HOLDINGS PLC,CIC.X0000,1156008,218,26,26.2,26.2,25.4,25.5,-0.5,-1.92
C M HOLDINGS PLC,COLO.N0000,12012,26,57.1,57,59.5,57,57.1,0,0
C T HOLDINGS PLC,CTHR.N0000,353,17,636,637,690,636,674.75,38.75,6.09
C T LAND DEVELOPMENT PLC,CTLD.N0000,855,8,38.4,38.5,38.5,37,37.2,-1.2,-3.13
C. W. MACKIE PLC,CWM.N0000,4000,77,150.75,152,152,146,146.25,-4.5,-2.99
CABLE SOLUTIONS PLC,CSLK.N0000,1177743,79,14.6,15,15,14.4,14.6,0,0
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,50,1,14,13.8,13.8,13.8,14,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,190570,135,15.9,15.9,16,15.7,15.8,-0.1,-0.63
CAPITAL ALLIANCE PLC,CALT.N0000,43305,106,51.5,51.5,51.8,50.8,51.4,-0.1,-0.19
CARGILLS (CEYLON) PLC,CARG.N0000,297,21,800.25,804.75,804.75,799,800.25,0,0
CARGILLS BANK PLC,CBNK.N0000,856441,224,9.9,9.9,10,9.7,9.8,-0.1,-1.01
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,493,15,158.25,160,164,155.25,159.5,1.25,0.79
CARSON CUMBERBATCH PLC,CARS.N0000,717,19,774.25,774.25,797,765,765,-9.25,-1.19
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,24504,186,281.5,285.75,285.75,274,274.5,-7,-2.49
CENTRAL INDUSTRIES PLC,CIND.N0000,96536,114,255.25,255,255,246,250,-5.25,-2.06
CEYLINCO HOLDINGS PLC,CINS.N0000,1022,5,3283,3190,3200,3190,3200,-83,-2.53
CEYLINCO HOLDINGS PLC,CINS.X0000,373,14,1752,1793,1793,1700,1708.75,-43.25,-2.47
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,20,4,2644.5,2650,2650,2548,2644.5,0,0
CEYLON COLD STORES PLC,CCS.N0000,156613,102,108,108.25,110,108,108.25,0.25,0.23
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,20629,62,409.25,409.25,412,401.5,401.5,-7.75,-1.89
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,7543,45,265,279,279,263,265,0,0
CEYLON HOSPITALS PLC,CHL.N0000,110,2,273.75,264.25,264.25,264,264,-9.75,-3.56
CEYLON HOSPITALS PLC,CHL.X0000,22,4,199.75,199,200,199,199.75,0,0
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,164823,68,39.4,39.4,39.4,38.4,38.5,-0.9,-2.28
CEYLON INVESTMENT PLC,CINV.N0000,1806,21,125.75,128.75,131,125.5,128,2.25,1.79
