Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2335,82,986.75,995,995,950,960,-26.75,-2.71
ABANS FINANCE PLC,AFSL.N0000,501,10,71.3,71.1,72,69.4,71.3,0,0
ACCESS ENGINEERING PLC,AEL.N0000,5749532,563,57,57,57.8,56.5,57.3,0.3,0.53
ACL CABLES PLC,ACL.N0000,172573,115,192.25,193,193,188.25,190,-2.25,-1.17
ACL PLASTICS PLC,APLA.N0000,3029,31,990.5,975.25,997,975,975,-15.5,-1.56
ACME PRINTING & PACKAGING PLC,ACME.N0000,199558,35,5.1,5.1,5.3,5.1,5.2,0.1,1.96
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,166638,68,60,60,62,59.3,61.4,1.4,2.33
Agarapatana Plantations PLC,AGPL.N0000,352697,81,22.5,22.4,22.9,22.1,22.5,0,0
AGSTAR PLC,AGST.N0000,473574,137,8.3,8.2,8.4,8,8.1,-0.2,-2.41
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,147990,133,89.9,89.8,90.5,89,89.6,-0.3,-0.33
AITKEN SPENCE PLC,SPEN.N0000,126851,98,151,151.75,152.5,150,150.25,-0.75,-0.5
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,32684,125,364.75,369.5,370,360,361.25,-3.5,-0.96
ALPHA FIRE SERVICES PLC,AFS.N0000,134482,110,27.5,28,29.4,27.6,28.9,1.4,5.09
ALUMEX PLC,ALUM.N0000,291641,119,17.8,17.8,17.8,17.4,17.7,-0.1,-0.56
AMANA BANK PLC,ABL.N0000,925789,144,28.2,28.2,29,28.2,28.4,0.2,0.71
AMANA TAKAFUL LIFE PLC,ATLL.N0000,26254,104,63.5,64,74.8,62.6,64,0.5,0.79
AMANA TAKAFUL PLC,ATL.N0000,447127,131,24.2,24.2,24.5,23,23.9,-0.3,-1.24
AMBEON CAPITAL PLC,TAP.N0000,6690909,758,31,32,32.4,30.3,30.7,-0.3,-0.97
AMBEON HOLDINGS PLC,GREG.N0000,178138,194,114.75,115,123.75,112.25,115.5,0.75,0.65
ARPICO INSURANCE PLC,AINS.N0000,3465,20,37.5,37.5,37.5,35.8,37,-0.5,-1.33
ASIA ASSET FINANCE PLC,AAF.N0000,50856,56,47.5,47.8,48.9,47,47.8,0.3,0.63
ASIA CAPITAL PLC,ACAP.N0000,46233,36,4.7,4.7,4.8,4.5,4.5,-0.2,-4.26
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,7900199,639,7,7,7.9,7,7.5,0.5,7.14
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,39759,32,64.9,66,66,64.8,64.8,-0.1,-0.15
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,30977,35,36,36.4,37,36,36.5,0.5,1.39
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,7819,21,13.6,13.6,13.6,13.2,13.2,-0.4,-2.94
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,98219,126,97.5,97.5,99,94,94.4,-3.1,-3.18
B P P L HOLDINGS PLC,BPPL.N0000,56305,18,18.9,19.2,19.2,19,19,0.1,0.53
BAIRAHA FARMS PLC,BFL.N0000,19818,60,210,212,215,209.25,209.5,-0.5,-0.24
BALANGODA PLANTATIONS PLC,BALA.N0000,192000,186,89.9,92.3,97.9,92,95.9,6,6.67
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,2306,4,21.8,23,23,21.5,22.9,1.1,5.05
BERUWALA RESORTS PLC,BERU.N0000,852686,106,4.1,4.3,4.3,4,4,-0.1,-2.44
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,195511,492,81.2,80.5,80.7,77.6,78.7,-2.5,-3.08
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,22539,17,80.9,81,81,80,80.1,-0.8,-0.99
BROWN & COMPANY PLC,BRWN.N0000,31965,94,180.75,181.25,184.5,181.25,183.75,3,1.66
BROWNS BEACH HOTELS PLC,BBH.N0000,6166,17,23.9,24,24,22.9,23.2,-0.7,-2.93
BROWNS INVESTMENTS PLC,BIL.N0000,8176947,921,7.5,7.5,7.5,7.3,7.3,-0.2,-2.67
BUKIT DARAH PLC,BUKI.N0000,2531,12,951.75,950,950,910,934.25,-17.5,-1.84
C I C HOLDINGS PLC,CIC.X0000,284145,102,106.25,107.5,107.75,105,105.5,-0.75,-0.71
C I C HOLDINGS PLC,CIC.N0000,500453,153,135.75,135.75,139,134.75,135.25,-0.5,-0.37
C M HOLDINGS PLC,COLO.N0000,6285,19,380.5,380,383,380,382.5,2,0.53
C T HOLDINGS PLC,CTHR.N0000,9,2,685,690,700,690,685,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,2201,18,33.6,33.1,33.7,32.7,33.6,0,0
C. W. MACKIE PLC,CWM.N0000,3255,49,120.75,121,121,119.75,121,0.25,0.21
CABLE SOLUTIONS PLC,CSLK.N0000,109832,78,15.3,15.4,15.5,15,15.1,-0.2,-1.31
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,18866,25,16,16.7,16.7,14.7,15,-1,-6.25
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,200,2,13.6,13.6,13.6,13.6,13.6,0,0
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,584314,134,19.2,18.8,19.2,18.8,19,-0.2,-1.04
CAPITAL ALLIANCE PLC,CALT.N0000,340560,282,60.4,61,62.8,60.5,61.1,0.7,1.16
CARGILLS (CEYLON) PLC,CARG.N0000,305,19,700,700,719,700,718.5,18.5,2.64
CARGILLS BANK PLC,CBNK.N0000,944050,126,9.4,9.4,9.6,9.4,9.5,0.1,1.06
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,21588,82,145.5,154.5,155,150,154.25,8.75,6.01
CARSON CUMBERBATCH PLC,CARS.N0000,18164,91,839.25,840,847,800,800.25,-39,-4.65
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,145006,158,288.25,289,290,286.75,288.5,0.25,0.09
CENTRAL INDUSTRIES PLC,CIND.N0000,10585,39,171.75,173,174,171,172.25,0.5,0.29
CEYLINCO HOLDINGS PLC,CINS.X0000,761,12,1674.25,1650.25,1698.5,1650,1651,-23.25,-1.39
CEYLINCO HOLDINGS PLC,CINS.N0000,916,23,3199.5,3091,3274.75,3000,3021,-178.5,-5.58
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,578,19,2716,2700,2819,2689,2697.75,-18.25,-0.67
CEYLON COLD STORES PLC,CCS.N0000,90317,118,109,110,110,108.5,109,0,0
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,11832,100,326.75,330,330,320,321.25,-5.5,-1.68
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,87550,162,231,233,258,233,251.25,20.25,8.77
CEYLON HOSPITALS PLC,CHL.N0000,15214,75,173.25,179.75,198.75,169.75,181.5,8.25,4.76
CEYLON HOSPITALS PLC,CHL.X0000,4166,22,145,149,153,145.75,150.75,5.75,3.97
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,1668566,687,32.6,33,35.6,31.5,33.9,1.3,3.99
CEYLON INVESTMENT PLC,CINV.N0000,409972,307,118.25,119,129,119,123,4.75,4.02
CEYLON LAND & EQUITY PLC,KZOO.N0000,148204,65,10.9,11,11.2,10.8,10.8,-0.1,-0.92
CEYLON TEA BROKERS PLC,CTBL.N0000,3442649,577,7.1,7.3,8.3,7.1,7.8,0.7,9.86
CEYLON TOBACCO COMPANY PLC,CTC.N0000,1313,45,1615.25,1618.75,1618.75,1607,1609.25,-6,-0.37
CHEMANEX PLC,CHMX.N0000,9741,29,165,162,167.75,160,166.75,1.75,1.06
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,10747,72,181.75,182,182,181,181.75,0,0
CHRISSWORLD PLC,CWL.N0000,33150,28,11.6,12,12,11.4,11.7,0.1,0.86
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,2,2,387,370,397.75,370,387,0,0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,8066,45,300.75,302,304,287.75,302.5,1.75,0.58
CITRUS LEISURE PLC,REEF.N0000,218665,53,4,4.1,4.1,4,4,0,0
Co-operative Insurance Company PLC,COOP.N0000,5236725,296,4.9,5,5.1,4.8,4.9,0,0
COLOMBO CITY HOLDINGS PLC,PHAR.N0000,24434,31,107.25,108.5,108.5,102.5,104.75,-2.5,-2.33
COLOMBO DOCKYARD PLC,DOCK.N0000,60185,82,101.5,101,102.5,100.75,101.75,0.25,0.25
COLOMBO FORT INVESTMENTS PLC,CFI.N0000,5529,58,300,302,315,295,300,0,0
COLOMBO INVESTMENT TRUST PLC,CIT.N0000,2146,27,345,358.5,359.5,343.5,345,0,0
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,168395,35,31,31,32.5,31,32.1,1.1,3.55
COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,286236,179,170.5,170,171.75,169.5,170,-0.5,-0.29
COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,305865,325,197.5,198,199,193.75,195.25,-2.25,-1.14
COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,158564,362,136.75,137.25,137.5,133,133.75,-3,-2.19
COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,3041,22,230,226.25,234,226.25,233.5,3.5,1.52
CONVENIENCE FOODS LANKA PLC,SOY.N0000,7983,81,1931.5,1975,2041,1950,1951.5,20,1.04
DANKOTUWA PORCELAIN PLC,DPL.N0000,58662,37,21.9,21.9,22.8,21.7,22.3,0.4,1.83
DFCC BANK PLC,DFCC.N0000,206604,431,165.75,166.5,166.75,161.75,162.25,-3.5,-2.11
DIALOG AXIATA PLC,DIAL.N0000,2328693,187,23.5,23.5,23.6,23.3,23.5,0,0
DIALOG FINANCE PLC,CALF.N0000,9410,43,70.1,72,74.9,71,71.6,1.5,2.14
DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,1077,30,1263.5,1299.75,1315,1265,1288.5,25,1.98
DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,126875,161,118,117,118,115.5,116,-2,-1.69
DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,164,6,1150,1144.25,1150,1144,1146.25,-3.75,-0.33
DIPPED PRODUCTS PLC,DIPD.N0000,217490,160,60,60.5,60.5,59.5,59.6,-0.4,-0.67
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,1290040,44,46,46.2,46.2,45.7,46,0,0
DOLPHIN HOTELS PLC,STAF.N0000,639013,405,63.9,64.2,65.5,62.7,63,-0.9,-1.41
E - CHANNELLING PLC,ECL.N0000,10535,8,13,13.3,13.3,12.9,13,0,0
E B CREASY & COMPANY PLC,EBCR.N0000,58670,83,62.4,61,62.5,60.1,60.7,-1.7,-2.72
E M L CONSULTANTS PLC,EML.N0000,325609,108,4.2,4.2,4.4,4,4.2,0,0
EAST WEST PROPERTIES PLC,EAST.N0000,137402,128,56.1,56.1,57.5,56,56.4,0.3,0.53
EASTERN MERCHANTS PLC,EMER.N0000,270737,72,9.1,9.2,9.2,8.8,9,-0.1,-1.1
EDEN HOTEL LANKA PLC,EDEN.N0000,570984,141,14.5,14.7,14.8,14.4,14.5,0,0
ELPITIYA PLANTATIONS PLC,ELPL.N0000,3073,42,169,169,173.25,165,166,-3,-1.78
EQUITY TWO PLC,ETWO.N0000,5719,18,48.4,48.4,49.5,48.4,49.5,1.1,2.27
Ex-pack Corrugated Cartons PLC,PACK.N0000,70176,41,14.8,15,15,14.9,15,0.2,1.35
EXTERMINATORS PLC,EXT.N0000,197224,31,5.6,5.6,5.9,5.5,5.7,0.1,1.79
FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,253945,234,51.4,51.4,51.5,50.5,50.5,-0.9,-1.75
First Capital Treasuries PLC,FCT.N0000,368733,196,29.2,29.3,29.8,29.3,29.5,0.3,1.03
GALADARI HOTELS (LANKA) PLC,GHLL.N0000,167196,89,19.7,19.6,20,19.6,19.7,0,0
GALLE FACE CAPITAL PARTNERS PLC,WAPO.N0000,51910,106,82.6,83,83,80,81.8,-0.8,-0.97
GESTETNER OF CEYLON PLC,GEST.N0000,2724,12,202,205,205,200,205,3,1.49
GREENTECH ENERGY PLC,MEL.N0000,9274199,842,3.7,4,4.3,3.8,3.9,0.2,5.41
HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,12007,10,51,51,51.4,51,51.4,0.4,0.78
HARISCHANDRA MILLS PLC,HARI.N0000,112,17,4002.5,4199,4300,4000,4191.75,189.25,4.73
HATTON NATIONAL BANK PLC,HNB.X0000,145502,174,316,316,317,315,315.75,-0.25,-0.08
HATTON NATIONAL BANK PLC,HNB.N0000,721131,297,404.5,405,407.25,403.75,404,-0.5,-0.12
