Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,3979,203,1182.5,1197.75,1299.75,1185,1284,101.5,8.58
ABANS FINANCE PLC,AFSL.N0000,2629,9,66.2,68,69,68,68.9,2.7,4.08
ACCESS ENGINEERING PLC,AEL.N0000,426289,185,62.1,62.2,63.4,62,62.5,0.4,0.64
ACL CABLES PLC,ACL.N0000,1153037,1012,210,220,223,215.5,216.5,6.5,3.1
ACL PLASTICS PLC,APLA.N0000,34102,652,1580.75,1950,1950,1742.5,1760.25,179.5,11.36
ACME PRINTING & PACKAGING PLC,ACME.N0000,151166,70,6.6,6.6,6.7,6.3,6.3,-0.3,-4.55
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,18569,47,64.7,65.5,65.5,63.7,64.1,-0.6,-0.93
Agarapatana Plantations PLC,AGPL.N0000,16402,32,22.2,23,23,22.6,22.6,0.4,1.8
AGSTAR PLC,AGST.N0000,1105444,187,8.9,8.8,8.9,8.6,8.8,-0.1,-1.12
AGSTAR PLC,AGST.X0000,6200,10,12,11.7,12,11.6,11.6,-0.4,-3.33
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,94445,68,122,125,125.5,122,124,2,1.64
AITKEN SPENCE PLC,SPEN.N0000,5168,30,169,169,169,167,167.75,-1.25,-0.74
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2806,35,381.75,381,386,378,380,-1.75,-0.46
ALPHA FIRE SERVICES PLC,AFS.N0000,7669,21,26.1,27.2,27.2,25.9,26.7,0.6,2.3
ALUMEX PLC,ALUM.N0000,673700,163,22,22,22,21.6,21.8,-0.2,-0.91
AMANA BANK PLC,ABL.N0000,162802,88,28.9,29,29,28.4,28.5,-0.4,-1.38
AMANA TAKAFUL LIFE PLC,ATLL.N0000,823,3,47.6,49.8,49.8,47.7,49,1.4,2.94
AMANA TAKAFUL PLC,ATL.N0000,4180,11,22.3,21.5,23,21.5,22.7,0.4,1.79
AMBEON CAPITAL PLC,TAP.N0000,2856331,511,36.8,37,39.3,36.5,38.5,1.7,4.62
AMBEON HOLDINGS PLC,GREG.N0000,142565,66,137.5,135,141,134.75,138.5,1,0.73
ARPICO INSURANCE PLC,AINS.N0000,187264,15,38.8,40,40,37.5,39.4,0.6,1.55
ASIA ASSET FINANCE PLC,AAF.N0000,445538,206,63.2,63.3,63.5,61,61,-2.2,-3.48
ASIA CAPITAL PLC,ACAP.N0000,7710,12,4.6,4.7,4.7,4.5,4.5,-0.1,-2.17
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,174185,95,9,9.2,9.4,9,9.1,0.1,1.11
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,4496,20,66.4,66.4,67.9,66,66,-0.4,-0.6
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,10983,70,34.6,35,35,33.9,34.1,-0.5,-1.45
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,18625,41,13.3,13.2,13.7,13.1,13.2,-0.1,-0.75
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,413084,379,71.5,71.9,73.5,68,69.4,-2.1,-2.94
B P P L HOLDINGS PLC,BPPL.N0000,17240,10,20.4,20.4,20.4,20.2,20.3,-0.1,-0.49
BAIRAHA FARMS PLC,BFL.N0000,255677,335,363.5,365,385,365,384.25,20.75,5.71
BALANGODA PLANTATIONS PLC,BALA.N0000,15639,22,99,102,102,98,98,-1,-1.01
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,11131,21,24,23.5,24,23.4,23.5,-0.5,-2.08
BERUWALA RESORTS PLC,BERU.N0000,699797,63,4,4.1,4.1,4,4,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,44085,61,86.2,85.3,88,85,86.6,0.4,0.46
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,189715,7,85.2,86.9,86.9,85.1,86.5,1.3,1.53
BROWN & COMPANY PLC,BRWN.N0000,22405,80,182.25,185,185,183,183.25,1,0.55
BROWNS BEACH HOTELS PLC,BBH.N0000,161575,52,26.8,26.1,27,26,26,-0.8,-2.99
BROWNS INVESTMENTS PLC,BIL.N0000,13331536,727,7.5,7.5,7.6,7.4,7.4,-0.1,-1.33
BUKIT DARAH PLC,BUKI.N0000,1549,43,1190.5,1190,1200,1147,1196.75,6.25,0.52
C I C HOLDINGS PLC,CIC.X0000,122985,125,128.25,129,130,128,129.25,1,0.78
C I C HOLDINGS PLC,CIC.N0000,613244,156,169.25,170,171,168.5,170,0.75,0.44
C M HOLDINGS PLC,COLO.N0000,3912,59,536.75,532,550,510,512,-24.75,-4.61
C T HOLDINGS PLC,CTHR.N0000,42,5,651,657,657,657,651,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,8702,32,37,36.8,37.5,36.5,36.8,-0.2,-0.54
C. W. MACKIE PLC,CWM.N0000,3806,13,123.5,125,125,123.5,123.75,0.25,0.2
CABLE SOLUTIONS PLC,CSLK.N0000,531764,79,15.8,16,16,15.7,15.7,-0.1,-0.63
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,518,4,14.2,15,15,14.9,14.9,0.7,4.93
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,1614,3,14,14,14,14,14,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,9548344,286,18.2,18.3,18.6,18.2,18.3,0.1,0.55
