Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,267,29,1308.5,1350,1350,1312,1328.25,19.75,1.51
ABANS FINANCE PLC,AFSL.N0000,14879,39,81.1,80.2,89,78,84.4,3.3,4.07
ACCESS ENGINEERING PLC,AEL.N0000,474344,188,66.7,66.3,66.9,66,66.7,0,0
ACL CABLES PLC,ACL.N0000,63213,76,222.75,223,224,222,223,0.25,0.11
ACL PLASTICS PLC,APLA.N0000,5227,42,1630.5,1630,1630,1620,1624,-6.5,-0.4
ACME PRINTING & PACKAGING PLC,ACME.N0000,21277,32,6.5,6.8,6.8,6.4,6.4,-0.1,-1.54
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,6733,29,59.1,59.7,60,58.3,59,-0.1,-0.17
Agarapatana Plantations PLC,AGPL.N0000,67112,62,20.2,20.3,20.3,19.6,20.1,-0.1,-0.5
AGSTAR PLC,AGST.N0000,150469,63,9.4,9.3,9.5,9.3,9.4,0,0
AGSTAR PLC,AGST.X0000,10001,6,12.5,12.9,12.9,12.1,12.2,-0.3,-2.4
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,51458,95,115.25,115.25,118,115,117.75,2.5,2.17
AITKEN SPENCE PLC,SPEN.N0000,34007,45,160,160.25,162,159,161,1,0.63
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,6118,32,397.25,399,411.5,397,397,-0.25,-0.06
ALPHA FIRE SERVICES PLC,AFS.N0000,20197,28,28.1,28.1,29,27.5,27.6,-0.5,-1.78
ALUMEX PLC,ALUM.N0000,179346,163,19.4,19.3,19.4,19,19.1,-0.3,-1.55
AMANA BANK PLC,ABL.N0000,749850,355,32,32,32.5,31.2,31.7,-0.3,-0.94
AMANA TAKAFUL LIFE PLC,ATLL.N0000,5170,18,43,45.4,45.4,40.2,44.9,1.9,4.42
AMANA TAKAFUL PLC,ATL.N0000,1375321,81,28.7,28.7,29,28,29,0.3,1.05
AMBEON CAPITAL PLC,TAP.N0000,500456,165,46.8,46.8,47,45,46.3,-0.5,-1.07
AMBEON HOLDINGS PLC,GREG.N0000,79857,108,172,172.25,174.5,169,169.5,-2.5,-1.45
ARPICO INSURANCE PLC,AINS.N0000,3419,5,39.5,37.8,39.4,37.5,37.5,-2,-5.06
ASIA ASSET FINANCE PLC,AAF.N0000,81084,55,55.4,55.1,56.7,54.6,55.1,-0.3,-0.54
ASIA CAPITAL PLC,ACAP.N0000,37795,19,6.5,6.4,6.6,6.2,6.4,-0.1,-1.54
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,138121,63,10.4,10.7,10.7,10,10.5,0.1,0.96
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,106,6,60.4,60,61.8,59.9,60.1,-0.3,-0.5
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,37113,57,31.7,32.4,32.4,31,32,0.3,0.95
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,26056,19,14.1,14.1,14.4,14.1,14.3,0.2,1.42
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,134386,105,74.6,74.7,75,73,74.7,0.1,0.13
B P P L HOLDINGS PLC,BPPL.N0000,115324,94,20.9,21.4,21.4,20.2,21,0.1,0.48
BAIRAHA FARMS PLC,BFL.N0000,4243,55,448.75,448.75,449.25,444.25,448.75,0,0
BALANGODA PLANTATIONS PLC,BALA.N0000,9607,24,80,80,84.9,80,83,3,3.75
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,1397,4,21.9,22,22,22,22,0.1,0.46
BERUWALA RESORTS PLC,BERU.N0000,7358,9,3.9,4,4,3.9,4,0.1,2.56
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,108570,333,142,142,143,135,138,-4,-2.82
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,115,9,80.1,80,80,79.8,79.8,-0.3,-0.37
BROWN & COMPANY PLC,BRWN.N0000,15091,91,170.25,170.25,171,168,170,-0.25,-0.15
BROWNS BEACH HOTELS PLC,BBH.N0000,4000,3,25,25,25,24.8,24.8,-0.2,-0.8
BROWNS INVESTMENTS PLC,BIL.N0000,4023577,484,6.9,7,7,6.8,7,0.1,1.45
BUKIT DARAH PLC,BUKI.N0000,553,13,1061.5,1040,1061,1015,1059.75,-1.75,-0.16
C I C HOLDINGS PLC,CIC.N0000,9595522,335,33.4,33.4,33.4,33,33,-0.4,-1.2
C I C HOLDINGS PLC,CIC.X0000,1651854,141,27,26.9,27.1,26.8,26.9,-0.1,-0.37
C M HOLDINGS PLC,COLO.N0000,250521,67,65,65.7,66,63,64.6,-0.4,-0.62
C T HOLDINGS PLC,CTHR.N0000,250,7,671.75,671.5,671.5,671.5,671.5,-0.25,-0.04
C T LAND DEVELOPMENT PLC,CTLD.N0000,12670,23,38.6,38.2,38.3,38,38.3,-0.3,-0.78
C. W. MACKIE PLC,CWM.N0000,6261,21,131.25,136.75,136.75,127,131,-0.25,-0.19
CABLE SOLUTIONS PLC,CSLK.N0000,105170,46,15,14.9,15,14.7,14.8,-0.2,-1.33
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,607,8,16,15.3,15.9,15.1,15.7,-0.3,-1.88
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,512,5,14.4,14.3,14.6,14.3,14.4,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,245282,97,16.7,17,17,16.5,16.7,0,0
CAPITAL ALLIANCE PLC,CALT.N0000,149033,91,52.5,52.1,53,52.1,52.8,0.3,0.57
CARGILLS (CEYLON) PLC,CARG.N0000,95,12,816,820,820,812.75,816,0,0
CARGILLS BANK PLC,CBNK.N0000,1233989,248,10.6,10.5,10.6,10.3,10.5,-0.1,-0.94
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,9098,44,168,168,171.75,165,166,-2,-1.19
CARSON CUMBERBATCH PLC,CARS.N0000,316,21,781.5,781,798.5,770,773.5,-8,-1.02
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,69739,171,299.25,302.75,302.75,295.5,298,-1.25,-0.42
CENTRAL INDUSTRIES PLC,CIND.N0000,17762,72,226.75,232.25,232.25,224,226.25,-0.5,-0.22
CEYLINCO HOLDINGS PLC,CINS.N0000,96,12,3030,3105,3105,3100,3030,0,0
CEYLINCO HOLDINGS PLC,CINS.X0000,251,15,1896.5,1872.25,1949.75,1870,1877.75,-18.75,-0.99
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,4,2,2632.75,2620,2700,2620,2632.75,0,0
CEYLON COLD STORES PLC,CCS.N0000,58684,102,113.75,114,114,113,113.75,0,0
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,7101,47,412,412,419,411,413.5,1.5,0.36
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,8368,52,298.5,300,300,294,296,-2.5,-0.84
CEYLON HOSPITALS PLC,CHL.N0000,1055,11,276.5,276.5,278,276.5,277,0.5,0.18
CEYLON HOSPITALS PLC,CHL.X0000,1879,14,197.25,199.5,206,195,200.25,3,1.52
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,43136,32,43.7,44,44.7,43.6,44,0.3,0.69
CEYLON INVESTMENT PLC,CINV.N0000,167556,176,138.25,138.25,139.25,135,136,-2.25,-1.63
CEYLON LAND & EQUITY PLC,KZOO.N0000,1681414,71,12.5,12.5,13,12.3,12.8,0.3,2.4
CEYLON TEA BROKERS PLC,CTBL.N0000,151401,54,9.6,9.9,9.9,9.3,9.4,-0.2,-2.08
CEYLON TOBACCO COMPANY PLC,CTC.N0000,3702,51,1715,1720,1720,1705,1710.25,-4.75,-0.28
CHEMANEX PLC,CHMX.N0000,545,10,175,179,179,173,175.5,0.5,0.29
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,24009,104,182.75,182,183.75,181.25,182.75,0,0
CHRISSWORLD PLC,CWL.N0000,18599,27,14,14,14,13.5,13.6,-0.4,-2.86
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,2534,27,307.5,308,308,304.5,304.75,-2.75,-0.89
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,9,1,382.25,391.75,391.75,391.75,382.25,0,0
CITRUS LEISURE PLC,REEF.N0000,126592,31,4.3,4.5,4.5,4.3,4.3,0,0
