Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,1699,60,1388.75,1398.75,1398.75,1366,1387.5,-1.25,-0.09
ABANS FINANCE PLC,AFSL.N0000,102351,58,70.1,73,73,69,69,-1.1,-1.57
ACCESS ENGINEERING PLC,AEL.N0000,260032,218,61.6,61.4,62.2,61,61.1,-0.5,-0.81
ACL CABLES PLC,ACL.N0000,109248,214,218.25,218,219,215,215.25,-3,-1.37
ACL PLASTICS PLC,APLA.N0000,6351,118,1745.25,1774,1774,1706,1718.25,-27,-1.55
ACME PRINTING & PACKAGING PLC,ACME.N0000,220083,80,6.6,6.7,6.7,6.3,6.3,-0.3,-4.55
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,162641,80,61.8,61.5,63.4,61.5,61.5,-0.3,-0.49
Agarapatana Plantations PLC,AGPL.N0000,170256,113,22.3,22.4,22.4,21.9,22.1,-0.2,-0.9
AGSTAR PLC,AGST.N0000,838122,121,9.1,9.1,9.2,8.9,9,-0.1,-1.1
AGSTAR PLC,AGST.X0000,506561,105,11.4,11.9,13.9,11,11,-0.4,-3.51
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,251748,82,121,121,123.5,121,121.75,0.75,0.62
AITKEN SPENCE PLC,SPEN.N0000,25963,36,166.75,167,167,163,165,-1.75,-1.05
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,16678,34,378.5,385,386,380,385.25,6.75,1.78
ALPHA FIRE SERVICES PLC,AFS.N0000,17747,23,26,26.3,26.5,25.8,26,0,0
ALUMEX PLC,ALUM.N0000,2059987,207,21.7,21.8,21.9,21.5,21.8,0.1,0.46
AMANA BANK PLC,ABL.N0000,453300,118,28.9,29.1,29.1,28.8,29,0.1,0.35
AMANA TAKAFUL LIFE PLC,ATLL.N0000,886,10,47,49.9,49.9,46.8,47.1,0.1,0.21
AMANA TAKAFUL PLC,ATL.N0000,6638,19,22.7,22.6,22.8,22.1,22.5,-0.2,-0.88
AMBEON CAPITAL PLC,TAP.N0000,1263751,503,41.3,41.4,41.6,39.5,39.7,-1.6,-3.87
AMBEON HOLDINGS PLC,GREG.N0000,35932,33,156.5,157,157,152.5,154.5,-2,-1.28
ARPICO INSURANCE PLC,AINS.N0000,15,2,39.3,39,39,39,39.3,0,0
ASIA ASSET FINANCE PLC,AAF.N0000,176686,117,61.1,62.3,62.3,60.1,60.4,-0.7,-1.15
ASIA CAPITAL PLC,ACAP.N0000,3267779,515,4.7,5,5.8,4.8,5.7,1,21.28
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,1236921,165,9,9.3,9.3,8.9,9,0,0
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,79290,46,65.5,65,65,63.1,63.8,-1.7,-2.6
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,9587,35,33.8,34,34.4,33.9,34,0.2,0.59
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,134536,75,13.3,13.3,14.1,13.2,13.6,0.3,2.26
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,456519,678,84.5,85,85,76.3,77.5,-7,-8.28
B P P L HOLDINGS PLC,BPPL.N0000,98848,25,20.1,20.2,20.8,20.2,20.3,0.2,1
BAIRAHA FARMS PLC,BFL.N0000,34764,81,394,395,399,384.5,388.5,-5.5,-1.4
BALANGODA PLANTATIONS PLC,BALA.N0000,9473,35,96.9,96,99,94.8,94.8,-2.1,-2.17
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,16324,27,23.8,23.5,23.8,23.3,23.4,-0.4,-1.68
