Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2754,45,1279.75,1295,1295,1230,1233.25,-46.5,-3.63
ABANS FINANCE PLC,AFSL.N0000,14201,68,74.2,71,71.2,68,68.5,-5.7,-7.68
ACCESS ENGINEERING PLC,AEL.N0000,4284251,1047,72.6,73.8,73.8,69.7,71.3,-1.3,-1.79
ACL CABLES PLC,ACL.N0000,441476,373,234.75,236.25,241,234.75,239.75,5,2.13
ACL PLASTICS PLC,APLA.N0000,1305,81,1634.75,1600,1649.5,1580,1592,-42.75,-2.62
ACME PRINTING & PACKAGING PLC,ACME.N0000,33336,20,6.1,6.2,6.4,6.2,6.2,0.1,1.64
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,21064,58,53.2,53,53.5,52.1,52.6,-0.6,-1.13
Agarapatana Plantations PLC,AGPL.N0000,118323,85,18,18,18.4,17.8,17.9,-0.1,-0.56
AGSTAR PLC,AGST.N0000,396559,175,8.9,9,9,8.5,8.6,-0.3,-3.37
AGSTAR PLC,AGST.X0000,5810,5,11.8,11.8,11.8,11.4,11.5,-0.3,-2.54
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,41676,164,105.25,104,109,101.75,102,-3.25,-3.09
AITKEN SPENCE PLC,SPEN.N0000,104688,110,148,148,152,147.25,150,2,1.35
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,8755,93,385,385,389.75,369,369.25,-15.75,-4.09
ALPHA FIRE SERVICES PLC,AFS.N0000,14247,22,25.1,25.1,25.5,24.8,24.8,-0.3,-1.2
ALUMEX PLC,ALUM.N0000,818572,187,19.6,19.7,20,19.2,19.5,-0.1,-0.51
AMANA BANK PLC,ABL.N0000,689253,257,29.6,29.5,29.8,28,28.2,-1.4,-4.73
AMANA TAKAFUL LIFE PLC,ATLL.N0000,7212,18,41.4,41.5,41.5,40,40,-1.4,-3.38
AMANA TAKAFUL PLC,ATL.N0000,88831,97,25.5,25.2,25.8,23,23.5,-2,-7.84
AMBEON CAPITAL PLC,TAP.N0000,349543,156,39.8,40,41.7,39.2,39.8,0,0
AMBEON HOLDINGS PLC,GREG.N0000,5691,25,157.75,156,156.5,150,154.5,-3.25,-2.06
ARPICO INSURANCE PLC,AINS.N0000,11025,50,32.9,33.8,39.8,33.8,35.3,2.4,7.29
ASIA ASSET FINANCE PLC,AAF.N0000,69456,81,52.5,53,53,50,50.2,-2.3,-4.38
ASIA CAPITAL PLC,ACAP.N0000,29596,31,6.1,6,6.1,5.9,6,-0.1,-1.64
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,326871,104,9.9,10,10,9.4,9.6,-0.3,-3.03
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,156359,36,55,54.8,59,54,54,-1,-1.82
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,14709,39,31.9,32,32,31,31.2,-0.7,-2.19
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,23088,23,13.4,13.5,13.9,13.5,13.7,0.3,2.24
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,21295,82,71.3,71.9,72.5,69,71.7,0.4,0.56
B P P L HOLDINGS PLC,BPPL.N0000,107153,95,19.2,20.5,20.9,19,19.6,0.4,2.08
BAIRAHA FARMS PLC,BFL.N0000,122424,305,397,380,400,358,380,-17,-4.28
BALANGODA PLANTATIONS PLC,BALA.N0000,23198,76,75,75,75,70,70.3,-4.7,-6.27
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,3650,15,21.8,21.9,22.2,21.2,21.9,0.1,0.46
BERUWALA RESORTS PLC,BERU.N0000,416467,38,3.8,3.8,3.9,3.7,3.8,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,59548,234,120,119,123.75,113.5,114.75,-5.25,-4.38
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,8279,41,83.9,84,84.5,80,81.1,-2.8,-3.34
BROWN & COMPANY PLC,BRWN.N0000,42698,151,163.5,163,164.5,158,158.75,-4.75,-2.91
BROWNS BEACH HOTELS PLC,BBH.N0000,4462,30,22.2,23.9,23.9,22,22.2,0,0
BROWNS INVESTMENTS PLC,BIL.N0000,6665479,668,6.7,6.7,6.7,6.4,6.5,-0.2,-2.99
BUKIT DARAH PLC,BUKI.N0000,1654,15,1095.5,1024,1079.75,1022,1029.5,-66,-6.02
C I C HOLDINGS PLC,CIC.X0000,2093209,311,26.5,26.5,26.8,25.4,25.5,-1,-3.77
C I C HOLDINGS PLC,CIC.N0000,2882082,287,32.8,32.8,33,32.5,32.6,-0.2,-0.61
C M HOLDINGS PLC,COLO.N0000,34177,69,59.2,59.5,59.5,57,57.1,-2.1,-3.55
C T HOLDINGS PLC,CTHR.N0000,12,3,671.5,665,665,644.25,671.5,0,0
C T LAND DEVELOPMENT PLC,CTLD.N0000,7201,9,38.9,39,39.2,37.5,37.7,-1.2,-3.08
C. W. MACKIE PLC,CWM.N0000,20345,91,150.5,150.25,151.5,150.25,150.25,-0.25,-0.17
CABLE SOLUTIONS PLC,CSLK.N0000,393127,101,15,15,15,14,14.2,-0.8,-5.33
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,270,2,14.2,15,15,15,15,0.8,5.63
