Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,563,54,1495.25,1538.5,1544.75,1500,1525.25,30,2.01
ABANS FINANCE PLC,AFSL.N0000,242813,516,75.9,80.9,94.8,80.9,94.1,18.2,23.98
ACCESS ENGINEERING PLC,AEL.N0000,1709033,520,67.1,68,68.5,66.5,66.8,-0.3,-0.45
ACL CABLES PLC,ACL.N0000,362061,178,221.25,222,225.25,221,224.5,3.25,1.47
ACL PLASTICS PLC,APLA.N0000,12381,139,1650.25,1675,1715,1622,1694.75,44.5,2.7
ACME PRINTING & PACKAGING PLC,ACME.N0000,35656,19,6.9,6.8,6.9,6.7,6.8,-0.1,-1.45
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,25363,47,59.6,59.6,60.9,59.1,59.7,0.1,0.17
Agarapatana Plantations PLC,AGPL.N0000,141808,130,21.3,21.4,21.4,20.5,20.7,-0.6,-2.82
AGSTAR PLC,AGST.N0000,1481785,204,10,10.1,10.3,9.6,9.7,-0.3,-3
AGSTAR PLC,AGST.X0000,1100,3,13,13,13,12.8,12.8,-0.2,-1.54
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,55025,44,127,128,128,125,126.5,-0.5,-0.39
AITKEN SPENCE PLC,SPEN.N0000,129096,46,165.75,170,170,165.25,169.5,3.75,2.26
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,5024,73,408.75,413,413,398.25,412,3.25,0.8
ALPHA FIRE SERVICES PLC,AFS.N0000,24239,26,26.8,27,28.9,26.9,27.7,0.9,3.36
ALUMEX PLC,ALUM.N0000,814044,259,19.7,19.6,20,19.4,19.5,-0.2,-1.02
AMANA BANK PLC,ABL.N0000,47807,63,28.5,28.6,28.7,28.4,28.4,-0.1,-0.35
AMANA TAKAFUL LIFE PLC,ATLL.N0000,2537,20,43.8,44,45,43,43.2,-0.6,-1.37
AMANA TAKAFUL PLC,ATL.N0000,539493,105,29.8,29.8,30,29.5,29.8,0,0
AMBEON CAPITAL PLC,TAP.N0000,3584229,965,46.2,50,50,46.8,48,1.8,3.9
