Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,3167,115,1161,1166,1200,1140.25,1166.75,5.75,0.5
ABANS FINANCE PLC,AFSL.N0000,1030,3,70,70,70,69,69,-1,-1.43
ACCESS ENGINEERING PLC,AEL.N0000,1193572,421,65.5,66,66,64.4,64.5,-1,-1.53
ACL CABLES PLC,ACL.N0000,29177,135,215.25,216.25,216.25,212.5,213.25,-2,-0.93
ACL PLASTICS PLC,APLA.N0000,9492,217,1513.25,1524,1650,1450,1639.5,126.25,8.34
ACME PRINTING & PACKAGING PLC,ACME.N0000,31621,31,6.8,6.9,6.9,6.6,6.7,-0.1,-1.47
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,18511,72,66.5,67,67.4,66,66.1,-0.4,-0.6
Agarapatana Plantations PLC,AGPL.N0000,45429,84,23.7,23.6,23.6,23.1,23.3,-0.4,-1.69
AGSTAR PLC,AGST.N0000,534824,101,9.1,9.1,9.1,9,9,-0.1,-1.1
AGSTAR PLC,AGST.X0000,441,7,12.4,13,13,12.2,12.4,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,311936,93,121.5,122,122.5,120,122,0.5,0.41
AITKEN SPENCE PLC,SPEN.N0000,74770,72,161.75,161.75,165.25,161.75,164,2.25,1.39
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,1479,14,394,390.25,398,390.25,395,1,0.25
ALPHA FIRE SERVICES PLC,AFS.N0000,57510,48,27,27.4,27.5,25.8,25.9,-1.1,-4.07
ALUMEX PLC,ALUM.N0000,1316234,290,22.3,22.7,22.7,21.9,22.1,-0.2,-0.9
AMANA BANK PLC,ABL.N0000,790813,302,27.4,27.7,29.5,27.5,29,1.6,5.84
AMANA TAKAFUL LIFE PLC,ATLL.N0000,364,6,49.3,49.8,49.8,48.8,49.1,-0.2,-0.41
AMANA TAKAFUL PLC,ATL.N0000,5098,18,23.2,23.5,24,22.7,23.5,0.3,1.29
AMBEON CAPITAL PLC,TAP.N0000,1444675,329,35.6,35.8,35.8,34.5,35,-0.6,-1.69
AMBEON HOLDINGS PLC,GREG.N0000,43794,31,129.25,129.75,130,125.25,129.75,0.5,0.39
ARPICO INSURANCE PLC,AINS.N0000,202070,7,35.8,36.2,37,35.9,36.6,0.8,2.23
ASIA ASSET FINANCE PLC,AAF.N0000,622118,191,61.9,62.5,64.3,62.5,63.6,1.7,2.75
ASIA CAPITAL PLC,ACAP.N0000,67466,39,4.8,4.7,4.8,4.5,4.6,-0.2,-4.17
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,190409,55,9.6,9.7,9.7,9.4,9.5,-0.1,-1.04
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,18762,31,66.9,66.4,67,66.4,66.9,0,0
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,11266,35,36.8,36.7,36.7,35.1,36,-0.8,-2.17
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,41315,39,13.8,13.7,13.9,13.5,13.7,-0.1,-0.72
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,458339,535,69.8,70,71,66.9,68,-1.8,-2.58
B P P L HOLDINGS PLC,BPPL.N0000,16466,22,20.6,20.8,20.8,20.3,20.5,-0.1,-0.49
BAIRAHA FARMS PLC,BFL.N0000,16850,59,359.5,359,369,356.25,359.25,-0.25,-0.07
BALANGODA PLANTATIONS PLC,BALA.N0000,64675,61,104,103.25,104.25,102.5,103.5,-0.5,-0.48
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,5514,8,24.8,25,25,24.3,24.9,0.1,0.4
BERUWALA RESORTS PLC,BERU.N0000,977433,96,4,4,4.1,3.9,4,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,175174,269,92.4,93.5,93.5,89.5,90,-2.4,-2.6
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,1136,14,89.4,88,90,84.7,89.8,0.4,0.45
BROWN & COMPANY PLC,BRWN.N0000,42649,110,187,189,189,184,185.25,-1.75,-0.94
BROWNS BEACH HOTELS PLC,BBH.N0000,9135,22,27.9,27.8,27.9,27,27.4,-0.5,-1.79
