Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,5845,76,1214.25,1202,1297,1201.5,1279.75,65.5,5.39
ABANS FINANCE PLC,AFSL.N0000,2643,14,73.6,70.9,80,70.9,74.2,0.6,0.82
ACCESS ENGINEERING PLC,AEL.N0000,4915655,1724,74,74.5,76,72.5,72.6,-1.4,-1.89
ACL CABLES PLC,ACL.N0000,542879,456,225,228,237,227,234.75,9.75,4.33
ACL PLASTICS PLC,APLA.N0000,2440,49,1585.25,1645,1646,1600,1634.75,49.5,3.12
ACME PRINTING & PACKAGING PLC,ACME.N0000,43154,21,6.2,6.1,6.2,6,6.1,-0.1,-1.61
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,34837,77,53.8,53.2,55.5,52.1,53.2,-0.6,-1.12
Agarapatana Plantations PLC,AGPL.N0000,159418,132,18.5,18.1,18.4,18,18,-0.5,-2.7
AGSTAR PLC,AGST.N0000,580002,98,8.8,8.6,9.2,8.6,8.9,0.1,1.14
AGSTAR PLC,AGST.X0000,158,3,11.4,11.5,12.6,11.5,11.8,0.4,3.51
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,238819,232,106.5,105.5,109.25,104,105.25,-1.25,-1.17
AITKEN SPENCE PLC,SPEN.N0000,116283,106,150,149.5,152,147.5,148,-2,-1.33
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,2611,33,380.25,370.25,390,370.25,385,4.75,1.25
ALPHA FIRE SERVICES PLC,AFS.N0000,1194,7,25.1,24.5,25.8,24.5,25.1,0,0
ALUMEX PLC,ALUM.N0000,1059724,432,19.1,19.3,20.4,19.2,19.6,0.5,2.62
AMANA BANK PLC,ABL.N0000,515347,127,29.5,29.3,30.5,29.2,29.6,0.1,0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,5640,16,39,38.1,42,38,41.4,2.4,6.15
AMANA TAKAFUL PLC,ATL.N0000,32251,56,25.9,25.1,26.3,25.1,25.5,-0.4,-1.54
AMBEON CAPITAL PLC,TAP.N0000,790133,369,40.5,41.2,42.9,38,39.8,-0.7,-1.73
AMBEON HOLDINGS PLC,GREG.N0000,116935,89,156.25,149,158,145,157.75,1.5,0.96
ARPICO INSURANCE PLC,AINS.N0000,6259,26,33,31.2,33,30.1,32.9,-0.1,-0.3
ASIA ASSET FINANCE PLC,AAF.N0000,135078,81,53.5,53.4,53.5,52.1,52.5,-1,-1.87
ASIA CAPITAL PLC,ACAP.N0000,13782,23,6,6,6.2,6,6.1,0.1,1.67
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,77106,50,9.9,9.7,10,9.7,9.9,0,0
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,41252,73,56.6,57.5,59.8,53.1,55,-1.6,-2.83
