Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2052,90,1561.25,1600,1600,1551,1561,-0.25,-0.02
ABANS FINANCE PLC,AFSL.N0000,26611,38,72.2,75.9,77.5,72,74.6,2.4,3.32
ACCESS ENGINEERING PLC,AEL.N0000,680163,252,60.8,60.9,61,60.4,60.5,-0.3,-0.49
ACL CABLES PLC,ACL.N0000,102456,101,220,220,221.75,218,219.75,-0.25,-0.11
ACL PLASTICS PLC,APLA.N0000,1693,100,1657.5,1697,1697,1625,1637.25,-20.25,-1.22
ACME PRINTING & PACKAGING PLC,ACME.N0000,57561,20,6.5,6.6,6.7,6.6,6.7,0.2,3.08
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,20303,36,61.4,62,62,61.7,61.8,0.4,0.65
Agarapatana Plantations PLC,AGPL.N0000,115820,67,22,22.9,22.9,21.9,21.9,-0.1,-0.45
AGSTAR PLC,AGST.N0000,162234,62,9.2,9.4,9.5,9.2,9.3,0.1,1.09
AGSTAR PLC,AGST.X0000,1780,3,12.1,12.6,12.6,12.1,12.1,0,0
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,175941,100,123.5,126,126,121.75,123,-0.5,-0.4
AITKEN SPENCE PLC,SPEN.N0000,22439,45,165.25,166.5,167,165.25,166.75,1.5,0.91
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,14360,82,447.25,445.25,459.5,443.5,445.5,-1.75,-0.39
ALPHA FIRE SERVICES PLC,AFS.N0000,43605,26,26.4,26.5,27.6,26.5,27,0.6,2.27
ALUMEX PLC,ALUM.N0000,301553,140,20.9,21,21.2,20.8,20.8,-0.1,-0.48
AMANA BANK PLC,ABL.N0000,137365,92,29,29.2,29.2,28.8,28.9,-0.1,-0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,20995,31,49.1,49.8,49.9,46.9,46.9,-2.2,-4.48
AMANA TAKAFUL PLC,ATL.N0000,42649,38,28.3,28.8,28.9,27.2,27.7,-0.6,-2.12
AMBEON CAPITAL PLC,TAP.N0000,5842352,672,44.9,44.9,47.3,44.5,46.5,1.6,3.56
AMBEON HOLDINGS PLC,GREG.N0000,95966,105,157.25,154,162,151.25,159.75,2.5,1.59
ARPICO INSURANCE PLC,AINS.N0000,269,8,38.6,40,40,38.6,38.7,0.1,0.26
ASIA ASSET FINANCE PLC,AAF.N0000,217100,171,60.3,61,61,58.5,59.2,-1.1,-1.82
ASIA CAPITAL PLC,ACAP.N0000,1120422,318,7.8,8,8,7,7,-0.8,-10.26
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,642236,122,8.8,8.9,9.2,8.9,9,0.2,2.27
