Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,929,27,596.75,600,605,600,600.25,3.5,0.59
ABANS FINANCE PLC,AFSL.N0000,674,6,71.5,71.5,71.5,70.1,71.2,-0.3,-0.42
ACCESS ENGINEERING PLC,AEL.N0000,950886,260,59.4,59.7,60.1,59.3,59.7,0.3,0.51
ACL CABLES PLC,ACL.N0000,218369,89,178,178.5,178.5,177,177.25,-0.75,-0.42
ACL PLASTICS PLC,APLA.N0000,1355,50,750,750,750,735,748,-2,-0.27
ACME PRINTING & PACKAGING PLC,ACME.N0000,24685,18,5.3,5.4,5.4,5.2,5.2,-0.1,-1.89
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,110973,36,62.8,63.5,63.5,62,62.3,-0.5,-0.8
Agarapatana Plantations PLC,AGPL.N0000,755494,316,23.3,23.7,23.8,22.6,23.1,-0.2,-0.86
AGSTAR PLC,AGST.N0000,280543,81,7.9,8,8,7.7,7.8,-0.1,-1.27
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,27890,29,83,82.7,85,82.4,84,1,1.2
AITKEN SPENCE PLC,SPEN.N0000,50397,56,145,145,147,145,146,1,0.69
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3568,22,410,411,411,403,406.5,-3.5,-0.85
ALPHA FIRE SERVICES PLC,AFS.N0000,100626,90,22.9,22.7,23,21.1,22.2,-0.7,-3.06
ALUMEX PLC,ALUM.N0000,205468,84,17.2,17.3,17.4,17,17,-0.2,-1.16
AMANA BANK PLC,ABL.N0000,39757,36,24.8,25,25,24.6,24.7,-0.1,-0.4
AMANA TAKAFUL LIFE PLC,ATLL.N0000,402,3,32.9,33,33,33,33,0.1,0.3
AMANA TAKAFUL PLC,ATL.N0000,4439,7,15.2,15,15.1,15,15,-0.2,-1.32
AMBEON CAPITAL PLC,TAP.N0000,141177,79,26.6,27,27.1,26.3,26.7,0.1,0.38
AMBEON HOLDINGS PLC,GREG.N0000,10515,32,104.25,104.75,105,101.25,103.25,-1,-0.96
