Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,3865,131,1493.25,1420,1420,1390,1400,-93.25,-6.24
ABANS FINANCE PLC,AFSL.N0000,6218,41,87,91,91,84.5,88.4,1.4,1.61
ACCESS ENGINEERING PLC,AEL.N0000,938350,354,66.6,66.5,67,65.1,66.8,0.2,0.3
ACL CABLES PLC,ACL.N0000,24299,48,223,223,224,223,223.75,0.75,0.34
ACL PLASTICS PLC,APLA.N0000,1670,59,1655,1700,1708,1642.25,1697.75,42.75,2.58
ACME PRINTING & PACKAGING PLC,ACME.N0000,16511,13,6.6,6.9,6.9,6.6,6.7,0.1,1.52
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,42053,72,59.5,59.5,59.8,59,59.2,-0.3,-0.5
Agarapatana Plantations PLC,AGPL.N0000,50089,59,20.6,20.5,20.9,20.3,20.6,0,0
AGSTAR PLC,AGST.N0000,416314,129,9.6,9.5,9.8,9.4,9.7,0.1,1.04
AGSTAR PLC,AGST.X0000,105,4,12.7,12.5,13.3,12.5,13.3,0.6,4.72
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,310759,85,124.75,125,125.75,121.25,123.5,-1.25,-1
AITKEN SPENCE PLC,SPEN.N0000,47254,53,168.5,169.5,169.5,165,166.75,-1.75,-1.04
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3766,39,409.25,414.75,416.25,400,402.25,-7,-1.71
ALPHA FIRE SERVICES PLC,AFS.N0000,2676,6,27,26.9,27.5,26.9,27,0,0
ALUMEX PLC,ALUM.N0000,92472,99,19.5,19.4,19.6,19.2,19.5,0,0
AMANA BANK PLC,ABL.N0000,2857670,372,29,29,30,28.8,29.7,0.7,2.41
AMANA TAKAFUL LIFE PLC,ATLL.N0000,12585,12,45.9,45.9,46,43.6,45.5,-0.4,-0.87
AMANA TAKAFUL PLC,ATL.N0000,28116,70,29.7,29.8,29.9,29,29.2,-0.5,-1.68
AMBEON CAPITAL PLC,TAP.N0000,463620,168,47.9,47.7,48.4,47.5,47.9,0,0
AMBEON HOLDINGS PLC,GREG.N0000,36702,94,173.75,174.5,174.5,173,173.5,-0.25,-0.14
ARPICO INSURANCE PLC,AINS.N0000,2681,8,40,37.6,40,37.6,38,-2,-5
ASIA ASSET FINANCE PLC,AAF.N0000,143868,86,56,55.7,58,55,57,1,1.79
ASIA CAPITAL PLC,ACAP.N0000,31585,29,6.8,6.7,7,6.6,6.7,-0.1,-1.47
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,1484910,188,10.4,10.7,11.2,10.4,11,0.6,5.77
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,5184,14,61.9,62.5,62.5,61.2,61.7,-0.2,-0.32
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,142888,84,32.9,34,34,32,32,-0.9,-2.74
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,57020,44,13.9,14.4,14.4,13.7,14.1,0.2,1.44
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,162728,226,72,72,74.2,71.3,73.9,1.9,2.64
B P P L HOLDINGS PLC,BPPL.N0000,53983,61,21.1,21.1,21.5,20.8,20.9,-0.2,-0.95
BAIRAHA FARMS PLC,BFL.N0000,32076,98,445,445,450,440,450,5,1.12
BALANGODA PLANTATIONS PLC,BALA.N0000,1059,7,88,88,88.4,88,88,0,0
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,3855,5,22,21.9,22.9,21.9,21.9,-0.1,-0.45
BERUWALA RESORTS PLC,BERU.N0000,581479,48,4.1,4,4,3.9,4,-0.1,-2.44
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,107015,356,150.75,150,154,146.25,148.5,-2.25,-1.49
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,178,8,79,80,80.1,79,79.7,0.7,0.89
BROWN & COMPANY PLC,BRWN.N0000,29489,101,179.75,180,180,177.5,178,-1.75,-0.97
BROWNS BEACH HOTELS PLC,BBH.N0000,11711,10,24.3,25,25,24.3,24.4,0.1,0.41
BROWNS INVESTMENTS PLC,BIL.N0000,4506966,420,7.2,7.2,7.3,7.1,7.2,0,0
BUKIT DARAH PLC,BUKI.N0000,234,7,1100,1099,1100,1080,1099,-1,-0.09
C I C HOLDINGS PLC,CIC.X0000,2099311,341,27,27.3,27.7,26.8,27.6,0.6,2.22
C I C HOLDINGS PLC,CIC.N0000,2012934,386,34,34.1,34.5,33.5,34.1,0.1,0.29
C M HOLDINGS PLC,COLO.N0000,29398,89,62.4,62.1,63,61.5,61.9,-0.5,-0.8
C T HOLDINGS PLC,CTHR.N0000,737,22,685.25,680,680,671,672.75,-12.5,-1.82
