Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,5970,192,1491,1500,1600,1500,1561.25,70.25,4.71
ABANS FINANCE PLC,AFSL.N0000,22122,54,77.5,77,77.8,71,72.2,-5.3,-6.84
ACCESS ENGINEERING PLC,AEL.N0000,960240,301,61.7,62,62,60.5,60.8,-0.9,-1.46
ACL CABLES PLC,ACL.N0000,45487,130,220.5,223,223,219.5,220,-0.5,-0.23
ACL PLASTICS PLC,APLA.N0000,4476,128,1676.75,1668,1699,1646.25,1657.5,-19.25,-1.15
ACME PRINTING & PACKAGING PLC,ACME.N0000,16013,20,6.5,6.6,6.6,6.5,6.5,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,43367,100,62.3,63,63,61.1,61.4,-0.9,-1.44
Agarapatana Plantations PLC,AGPL.N0000,89526,45,22.2,22.8,23,22,22,-0.2,-0.9
AGSTAR PLC,AGST.N0000,552929,102,9.5,9.5,9.6,9.2,9.2,-0.3,-3.16
AGSTAR PLC,AGST.X0000,222,3,12.7,12.1,12.6,12.1,12.1,-0.6,-4.72
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,213067,87,126,127,127,122.5,123.5,-2.5,-1.98
AITKEN SPENCE PLC,SPEN.N0000,12000,29,166.25,165,167,164.5,165.25,-1,-0.6
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,20243,150,460,459.75,474,445,447.25,-12.75,-2.77
ALPHA FIRE SERVICES PLC,AFS.N0000,39690,40,27.3,27,27.3,26,26.4,-0.9,-3.3
ALUMEX PLC,ALUM.N0000,371473,208,21.4,21.3,21.4,20.8,20.9,-0.5,-2.34
AMANA BANK PLC,ABL.N0000,485922,115,29.1,29.3,29.3,28.9,29,-0.1,-0.34
AMANA TAKAFUL LIFE PLC,ATLL.N0000,18701,21,49.6,49.9,50,48,49.1,-0.5,-1.01
AMANA TAKAFUL PLC,ATL.N0000,4461,27,28.6,28.6,28.9,28.2,28.3,-0.3,-1.05
AMBEON CAPITAL PLC,TAP.N0000,1327000,328,45.5,45.4,46,44.5,44.9,-0.6,-1.32
AMBEON HOLDINGS PLC,GREG.N0000,14529,39,156.75,157,158,151,157.25,0.5,0.32
ARPICO INSURANCE PLC,AINS.N0000,2377,15,39.2,38.9,39.9,38.6,38.6,-0.6,-1.53
ASIA ASSET FINANCE PLC,AAF.N0000,225496,128,60.9,61.6,62,60,60.3,-0.6,-0.99
ASIA CAPITAL PLC,ACAP.N0000,155056,113,7.9,7.9,8,7.5,7.8,-0.1,-1.27
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,1808997,298,9.1,9.2,9.2,8.6,8.8,-0.3,-3.3
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,7779,18,61.5,63,63,60.1,61.4,-0.1,-0.16
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,30716,44,32.2,33.2,33.2,32.5,32.5,0.3,0.93
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,32046,21,13.7,13.5,13.8,13.5,13.6,-0.1,-0.73
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,33535,77,76.2,76.1,78.8,75.7,77.6,1.4,1.84
B P P L HOLDINGS PLC,BPPL.N0000,2946214,464,23,23.1,24.4,23.1,23.6,0.6,2.61
BAIRAHA FARMS PLC,BFL.N0000,137571,543,458.25,460,470,444,448.75,-9.5,-2.07
BALANGODA PLANTATIONS PLC,BALA.N0000,7566,34,90.9,92.5,92.9,91,92,1.1,1.21
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,707,11,23.3,24.3,24.4,22.8,22.9,-0.4,-1.72
BERUWALA RESORTS PLC,BERU.N0000,279650,39,3.9,4,4,3.9,3.9,0,0
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,47399,121,87.9,87.4,87.4,84.5,85.2,-2.7,-3.07
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,12646,41,80.8,80.1,82,77.2,81.5,0.7,0.87
BROWN & COMPANY PLC,BRWN.N0000,93764,248,183,189.5,195,186,186.75,3.75,2.05
BROWNS BEACH HOTELS PLC,BBH.N0000,19983,22,26.6,27,27,26.4,26.4,-0.2,-0.75
BROWNS INVESTMENTS PLC,BIL.N0000,22160231,803,7.6,7.9,8,7.5,7.6,0,0
BUKIT DARAH PLC,BUKI.N0000,513,22,1197.5,1199.75,1200,1170,1198,0.5,0.04
C I C HOLDINGS PLC,CIC.X0000,1283149,274,26.9,26.8,27.1,26.6,26.7,-0.2,-0.74
C I C HOLDINGS PLC,CIC.N0000,2125323,315,35,34.9,35,34.6,34.8,-0.2,-0.57
C M HOLDINGS PLC,COLO.N0000,2303774,629,60.2,60.3,67,58.8,63.5,3.3,5.48
C T HOLDINGS PLC,CTHR.N0000,247,14,705,705,705,700,701,-4,-0.57
C T LAND DEVELOPMENT PLC,CTLD.N0000,5765,10,36.5,37.4,37.5,37.4,37.4,0.9,2.47
C. W. MACKIE PLC,CWM.N0000,9100,60,139.75,139,140,133.5,136,-3.75,-2.68
CABLE SOLUTIONS PLC,CSLK.N0000,210569,80,14.9,14.9,15,14.8,14.9,0,0
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,15,2,15.6,15.6,15.6,15.4,15.6,0,0
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,76,4,14.3,14.2,14.2,14,14.3,0,0
CAPITAL ALLIANCE HOLDINGS PLC,CALH.N0000,404949,110,17.2,17.4,17.4,17.1,17.1,-0.1,-0.58
CAPITAL ALLIANCE PLC,CALT.N0000,123006,200,51.8,52,52,51.7,52,0.2,0.39
CARGILLS (CEYLON) PLC,CARG.N0000,841,27,824.25,826,826,805.25,812.25,-12,-1.46
CARGILLS BANK PLC,CBNK.N0000,3322442,524,11.1,11.3,11.4,10.8,10.9,-0.2,-1.8
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,24629,25,181,175,180.75,175,175.5,-5.5,-3.04
CARSON CUMBERBATCH PLC,CARS.N0000,1207,46,894.25,892.75,893,878,878.25,-16,-1.79
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,184834,154,316,316,316,313,315,-1,-0.32
CENTRAL INDUSTRIES PLC,CIND.N0000,72948,134,223.75,225,228,221,223.5,-0.25,-0.11
CEYLINCO HOLDINGS PLC,CINS.X0000,1014,9,1813.5,1850,1889,1830,1831.25,17.75,0.98
CEYLINCO HOLDINGS PLC,CINS.N0000,2781,8,3111,3140,3140,3100,3100.5,-10.5,-0.34
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,112,8,2748,2750,2790,2680,2751,3,0.11
CEYLON COLD STORES PLC,CCS.N0000,46595,78,117,117,118.5,116.75,116.75,-0.25,-0.21
CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,32248,114,419.75,420,420,410,415.75,-4,-0.95
CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,15215,78,306.25,305,309,303,304,-2.25,-0.73
CEYLON HOSPITALS PLC,CHL.N0000,37080,92,210,211.5,246,204,235,25,11.9
CEYLON HOSPITALS PLC,CHL.X0000,18946,69,176.5,176.25,200,176,186.75,10.25,5.81
CEYLON HOTELS CORPORATION PLC,CHOT.N0000,107690,109,47.4,47.9,47.9,46.4,46.7,-0.7,-1.48
CEYLON INVESTMENT PLC,CINV.N0000,93693,103,140,139.5,140.25,137.5,138.75,-1.25,-0.89
CEYLON LAND & EQUITY PLC,KZOO.N0000,745252,88,12.8,12.7,13,12.7,12.8,0,0
CEYLON TEA BROKERS PLC,CTBL.N0000,151033,29,8.1,8.2,8.3,8.1,8.2,0.1,1.23
CEYLON TOBACCO COMPANY PLC,CTC.N0000,38959,118,1699,1699,1700,1679,1680,-19,-1.12
CHEMANEX PLC,CHMX.N0000,1509,21,174.25,176.5,177,172,176.25,2,1.15
CHEVRON LUBRICANTS LANKA PLC,LLUB.N0000,63868,125,181.25,181.25,183,180,180.75,-0.5,-0.28
CHRISSWORLD PLC,CWL.N0000,32118,17,13.2,13.9,13.9,13.3,13.3,0.1,0.76
