Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,2320,131,906,919,919,874,878.75,-27.25,-3.01
ABANS FINANCE PLC,AFSL.N0000,1551,12,72,73,73,70.1,70.1,-1.9,-2.64
ACCESS ENGINEERING PLC,AEL.N0000,734568,285,61.3,61.5,61.6,60.9,61,-0.3,-0.49
ACL CABLES PLC,ACL.N0000,176118,144,190,191,191,187,188.5,-1.5,-0.79
ACL PLASTICS PLC,APLA.N0000,12824,20,999.5,999.5,1000,971.75,980,-19.5,-1.95
ACME PRINTING & PACKAGING PLC,ACME.N0000,186172,89,6.8,6.9,7,6.5,6.7,-0.1,-1.47
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,19694,30,61.8,62,62,61,61.2,-0.6,-0.97
Agarapatana Plantations PLC,AGPL.N0000,252210,114,22.7,22.8,23.9,22.8,22.9,0.2,0.88
AGSTAR PLC,AGST.N0000,1380575,151,8.6,8.6,8.8,8.5,8.7,0.1,1.16
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,130893,103,87.2,87.3,89,87,87.6,0.4,0.46
AITKEN SPENCE PLC,SPEN.N0000,54002,66,148.5,149,150.25,148,149,0.5,0.34
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,11632,69,379.25,399,399.75,382,390.75,11.5,3.03
ALPHA FIRE SERVICES PLC,AFS.N0000,56345,87,28.7,29,30,28.5,28.7,0,0
ALUMEX PLC,ALUM.N0000,1581992,325,19.3,19.1,19.3,18.7,18.8,-0.5,-2.59
AMANA BANK PLC,ABL.N0000,153033,95,27.4,27.3,27.9,27.1,27.4,0,0
AMANA TAKAFUL LIFE PLC,ATLL.N0000,4512,34,54,55.5,58.8,54.1,57.7,3.7,6.85
AMANA TAKAFUL PLC,ATL.N0000,39011,43,24,23.1,24.2,22.6,24,0,0
AMBEON CAPITAL PLC,TAP.N0000,2055693,375,32.8,33,33.4,31.9,32,-0.8,-2.44
AMBEON HOLDINGS PLC,GREG.N0000,62815,175,132.75,133.5,145,133.5,138.5,5.75,4.33
ARPICO INSURANCE PLC,AINS.N0000,240729,12,39.5,39.4,39.8,39.4,39.8,0.3,0.76
ASIA ASSET FINANCE PLC,AAF.N0000,224241,205,47.5,47.5,48,46.7,46.8,-0.7,-1.47
ASIA CAPITAL PLC,ACAP.N0000,51205,61,4.7,4.8,4.9,4.6,4.8,0.1,2.13
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,2938806,325,9.6,9.7,9.8,9.2,9.4,-0.2,-2.08
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,65760,55,65.5,65.5,67.2,65.5,67,1.5,2.29
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,65161,55,35.5,35.9,37.5,35.7,36.5,1,2.82
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,1028391,155,13.4,13.4,14.2,13.4,14,0.6,4.48
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,1476906,1006,95.6,97,104.75,96.5,101.5,5.9,6.17
B P P L HOLDINGS PLC,BPPL.N0000,268248,109,19.2,19.2,20.6,19,19.6,0.4,2.08
BAIRAHA FARMS PLC,BFL.N0000,94513,151,212.75,216,229.75,216,221.25,8.5,4
BALANGODA PLANTATIONS PLC,BALA.N0000,40552,59,93.3,94.5,94.5,92.8,92.9,-0.4,-0.43
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,9012,6,22,22,23.1,22,22,0,0
BERUWALA RESORTS PLC,BERU.N0000,6878022,313,4,4,4.4,4,4.3,0.3,7.5
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,123930,230,79,83,83,77.5,80.1,1.1,1.39
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,4516,22,85.5,85.6,87.4,85.6,86,0.5,0.58
BROWN & COMPANY PLC,BRWN.N0000,49015,196,182.75,184,188,183.5,186,3.25,1.78
BROWNS BEACH HOTELS PLC,BBH.N0000,215779,56,24.3,24.3,24.5,23.2,24.3,0,0
BROWNS INVESTMENTS PLC,BIL.N0000,9182554,652,7.3,7.4,7.5,7.3,7.3,0,0
BUKIT DARAH PLC,BUKI.N0000,4510,59,947.5,950,991.25,950,989.75,42.25,4.46
C I C HOLDINGS PLC,CIC.X0000,395543,332,109,110,113.25,110,112.25,3.25,2.98
C I C HOLDINGS PLC,CIC.N0000,534188,281,140,142,144.5,141,144,4,2.86
C M HOLDINGS PLC,COLO.N0000,1431,13,407.75,406,406,385.25,406,-1.75,-0.43
C T HOLDINGS PLC,CTHR.N0000,2554,12,705.75,702,702,697.5,701.75,-4,-0.57
C T LAND DEVELOPMENT PLC,CTLD.N0000,148068,195,32.8,31,38.9,31,36.4,3.6,10.98
C. W. MACKIE PLC,CWM.N0000,1471,19,125,125.5,125.5,124.5,124.5,-0.5,-0.4
CABLE SOLUTIONS PLC,CSLK.N0000,633312,131,15.8,15.5,16,15.5,15.7,-0.1,-0.63
CAL FIVE YEAR CLOSED END FUND (“Units”),CALC.U0000,1701,7,16.3,16.5,16.5,15.4,15.6,-0.7,-4.29
CAL FIVE YEAR OPTIMUM FUND (“Units”),CALI.U0000,490,5,14,14,14,13.9,13.9,-0.1,-0.71
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,1162386,215,18.8,18.8,19.4,18.6,18.7,-0.1,-0.53
CAPITAL ALLIANCE PLC,CALT.N0000,382950,643,60.2,61,62.1,60.3,60.5,0.3,0.5
CARGILLS (CEYLON) PLC,CARG.N0000,143,13,718,722.5,722.5,715.5,722,4,0.56
CARGILLS BANK PLC,CBNK.N0000,771042,183,9.3,9.4,9.5,9.2,9.3,0,0
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,58700,218,184,190,200,190,196.5,12.5,6.79
