Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change (%)
ABANS ELECTRICALS PLC,ABAN.N0000,29075,453,972,990,1100,950,1080.5,108.5,11.16
ABANS FINANCE PLC,AFSL.N0000,447,7,70,70,70,68.2,69.9,-0.1,-0.14
ACCESS ENGINEERING PLC,AEL.N0000,1811720,399,60.6,60.9,62.1,60.5,61.8,1.2,1.98
ACL CABLES PLC,ACL.N0000,438726,367,190.25,191.25,198,190.25,197.25,7,3.68
ACL PLASTICS PLC,APLA.N0000,17296,148,1201,1209,1245.5,1200,1240,39,3.25
ACME PRINTING & PACKAGING PLC,ACME.N0000,773397,262,7.1,7.1,7.4,7.1,7.1,0,0
AGALAWATTE PLANTATIONS PLC,AGAL.N0000,41529,32,60.4,61,61,59.9,61,0.6,0.99
Agarapatana Plantations PLC,AGPL.N0000,572334,128,22.8,23,23.9,22.5,23.3,0.5,2.19
AGSTAR PLC,AGST.N0000,4639060,317,9,9,9.2,8.9,9,0,0
AGSTAR PLC,AGST.X0000,26523,18,11.3,11.4,11.4,10.8,11,-0.3,-2.65
AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,410577,369,111,111.75,119.5,111.75,116,5,4.5
AITKEN SPENCE PLC,SPEN.N0000,41724,48,156,155,157,153,156.25,0.25,0.16
ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,3779,43,365,372.75,377.5,364.75,365,0,0
ALPHA FIRE SERVICES PLC,AFS.N0000,34243,46,27.7,28.2,28.2,27,27.1,-0.6,-2.17
ALUMEX PLC,ALUM.N0000,4947999,687,20.8,20.9,21,20.5,20.8,0,0
AMANA BANK PLC,ABL.N0000,130139,56,26,26,26.5,26,26,0,0
AMANA TAKAFUL LIFE PLC,ATLL.N0000,22162,92,50,50,50,46,48,-2,-4
AMANA TAKAFUL PLC,ATL.N0000,256634,46,22.2,22.3,23.5,22.3,23.2,1,4.5
AMBEON CAPITAL PLC,TAP.N0000,543190,156,32.5,32.5,32.8,32,32,-0.5,-1.54
AMBEON HOLDINGS PLC,GREG.N0000,92317,67,120,127,129.5,119.75,119.75,-0.25,-0.21
ARPICO INSURANCE PLC,AINS.N0000,617,11,39.1,38.1,39,37,37.7,-1.4,-3.58
ASIA ASSET FINANCE PLC,AAF.N0000,1075181,381,48.1,47.5,50.9,47,50,1.9,3.95
ASIA CAPITAL PLC,ACAP.N0000,432818,68,4.6,4.7,5,4.5,4.8,0.2,4.35
ASIA SIYAKA COMMODITIES LIMITED,ASIY.N0000,16037283,936,9.7,10.1,10.5,9.9,10.1,0.4,4.12
ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,444271,153,68.9,69.8,71,68.5,68.8,-0.1,-0.15
ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,5348,44,36.8,36.8,37.2,35.2,35.4,-1.4,-3.8
ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,27584,18,13.8,13.9,14.3,13.9,13.9,0.1,0.72
ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,78463,90,98.8,98.9,100,97,97.1,-1.7,-1.72
B P P L HOLDINGS PLC,BPPL.N0000,22515,20,20.3,20.6,20.7,19.8,20,-0.3,-1.48
BAIRAHA FARMS PLC,BFL.N0000,87555,159,271,271,277.5,266,277,6,2.21
BALANGODA PLANTATIONS PLC,BALA.N0000,16940,38,95.3,95,96.9,94.1,96.3,1,1.05
BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,406726,271,22,22.7,26,22.7,25.1,3.1,14.09
BERUWALA RESORTS PLC,BERU.N0000,2156853,137,4.1,4.1,4.3,4.1,4.2,0.1,2.44
BOGALA GRAPHITE LANKA PLC,BOGA.N0000,66963,127,80,81.8,81.9,79,80.1,0.1,0.13
BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,103,4,86.5,84.6,87.2,84.6,84.7,-1.8,-2.08
BROWN & COMPANY PLC,BRWN.N0000,10542,60,183.75,183.75,187.75,183.5,184,0.25,0.14
BROWNS BEACH HOTELS PLC,BBH.N0000,98327,71,27.4,27.4,28.3,26.1,28,0.6,2.19
BROWNS INVESTMENTS PLC,BIL.N0000,6440629,346,7.5,7.6,7.7,7.5,7.6,0.1,1.33
BUKIT DARAH PLC,BUKI.N0000,439,11,981.5,985.5,985.5,960,962.5,-19,-1.94
C I C HOLDINGS PLC,CIC.X0000,206310,101,110,110,110,108,109,-1,-0.91
C I C HOLDINGS PLC,CIC.N0000,55210,52,140.75,139,141,139,140,-0.75,-0.53
C M HOLDINGS PLC,COLO.N0000,21285,25,410,412,412,410,410.25,0.25,0.06
C T HOLDINGS PLC,CTHR.N0000,550,5,692.75,667,667,666,666,-26.75,-3.86
C T LAND DEVELOPMENT PLC,CTLD.N0000,29474,31,38.9,39,39.7,37,39,0.1,0.26
C. W. MACKIE PLC,CWM.N0000,1000,38,124,122,125,122,122.75,-1.25,-1.01
CABLE SOLUTIONS PLC,CSLK.N0000,392306,81,15.2,15.3,15.6,15.2,15.2,0,0
CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,1605730,233,17.4,17.4,18,17.4,17.5,0.1,0.57
CAPITAL ALLIANCE PLC,CALT.N0000,404279,433,53,53,56.5,52.8,54.6,1.6,3.02
CARGILLS (CEYLON) PLC,CARG.N0000,449,34,795,795,795,794,795,0,0
CARGILLS BANK PLC,CBNK.N0000,934310,161,9.2,9.2,9.3,9.1,9.2,0,0
CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,220,6,180,185,185,184.5,185,5,2.78
CARSON CUMBERBATCH PLC,CARS.N0000,267,8,790.25,797,797,788.5,789.5,-0.75,-0.09
CENTRAL FINANCE COMPANY PLC,CFIN.N0000,710146,227,280.5,280.5,287.5,278.5,283,2.5,0.89
CENTRAL INDUSTRIES PLC,CIND.N0000,92605,94,198.5,199.75,200,195,197,-1.5,-0.76
CEYLINCO HOLDINGS PLC,CINS.N0000,31567,12,3033.75,3100,3199,3060,3100,66.25,2.18
CEYLINCO HOLDINGS PLC,CINS.X0000,733,15,1720.5,1750,1750,1721,1721.5,1,0.06
CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,5,2,2625.75,2725,2725,2725,2625.75,0,0
